src,dst
C15244,C16510
C1743,C1112
C18312,C5640
C1743,C16260
C12843,C23134
C23679,C17693
C5782,C17676
C15244,C17728
C15244,C3412
C2150,C248
C2150,C13574
C5817,C5640
C15244,C9679
C15244,C745
C1743,C9132
C482,C4448
C2816,C20289
C1743,C17186
C15244,C4967
C15244,C6391
C15244,C12337
C5782,C22723
C15244,C13738
C1743,C20512
C1477,C22032
C4515,C17693
C15244,C13485
C15244,C2654
C18250,C5588
C15244,C236
C15244,C165
C5782,C23158
C5136,C20250
C17736,C5136
C5136,C5828
C15244,C331
C1795,C9780
C5782,C13053
C15244,C4499
C15244,C8177
C17823,C5588
C5782,C20515
C8768,C5136
C15244,C14457
C5480,C3167
C15244,C5137
C4222,C366
C3363,C23134
C15244,C22827
C5782,C20338
C16712,C23392
C15244,C13197
C5136,C8784
C1618,C5909
C2091,C22112
C906,C18420
C4845,C149
C3538,C3167
C1795,C8768
C25938,C5588
C12682,C17693
C15244,C22899
C24447,C17693
C15244,C16498
C923,C18113
C1743,C2347
C1743,C342
C5782,C22903
C5782,C14678
C1743,C19366
C22275,C17693
C5588,C18731
C18495,C18979
C15244,C14280
C17693,C2320
C21582,C1654
C15244,C11173
C15244,C12833
C15244,C173
C5782,C17412
C4150,C18420
C5782,C21036
C17693,C12682
C18312,C22529
C20731,C17693
C1743,C745
C4222,C3833
C15244,C13123
C15753,C17693
C15244,C9892
C1743,C12337
C20084,C5136
C15244,C5902
C5782,C161
C15244,C5301
C15244,C5977
C5474,C17736
C5782,C14218
C15244,C5377
C5782,C23330
C15244,C9327
C1654,C21582
C15244,C17816
C3173,C17823
C1618,C14540
C15244,C820
C1743,C331
C5782,C23660
C17693,C21527
C5782,C14445
C5588,C17837
C17693,C1506
C22112,C17309
C15288,C23134
C15244,C12652
C5782,C13669
C5782,C274
C8784,C5640
C1618,C14202
C15244,C13034
C15244,C15763
C5782,C23451
C1795,C14494
C5782,C21612
C1618,C21036
C3435,C1770
C15244,C3961
C8951,C5136
C5828,C4227
C15244,C396
C15244,C1770
C4513,C17693
C15244,C17435
C5588,C21311
C15244,C1512
C5782,C11557
C17693,C22729
C15244,C20744
C5782,C23775
C5782,C2668
C5902,C5640
C3173,C16507
C15244,C1097
C15244,C13898
C15244,C2855
C5640,C5817
C22529,C16507
C5588,C17926
C20722,C5136
C1743,C5301
C15244,C5212
C15244,C14373
C24451,C3349
C15244,C17018
C15244,C17299
C1618,C1108
C15244,C14094
C15244,C17037
C1654,C24854
C15244,C15311
C5782,C20371
C963,C936
C24450,C3349
C1743,C820
C1795,C14678
C2150,C23133
C15244,C2683
C15244,C24482
C5901,C5932
C10,C16260
C5782,C23297
C15244,C15030
C4222,C19746
C5782,C13778
C15244,C17730
C15244,C4127
C8784,C22529
C17693,C21748
C2150,C13998
C22529,C5778
C5782,C24020
C5778,C22529
C15244,C3942
C4407,C16451
C5136,C20722
C15244,C22946
C1618,C9132
C12644,C23134
C15244,C16886
C3455,C4645
C16712,C5782
C16397,C5640
C15244,C18731
C15244,C5404
C16507,C22529
C2320,C17693
C5763,C17160
C1743,C1097
C15244,C13220
C15244,C18057
C17309,C22112
C16072,C23379
C5763,C1812
C15244,C258
C17735,C5782
C1968,C17778
C1743,C17037
C1743,C18874
C15244,C17191
C20722,C4222
C15244,C20851
C15244,C22239
C15244,C17424
C5782,C22715
C15244,C6163
C15244,C19746
C5782,C17735
C15244,C191
C2150,C21311
C16507,C3173
C1795,C13457
C3435,C2225
C13023,C906
C17926,C5136
C15244,C5125
C1795,C2668
C1795,C1804
C18715,C3173
C15244,C2225
C1618,C12845
C15244,C924
C15244,C9860
C1618,C11658
C15244,C17546
C2150,C17744
C5782,C18191
C22529,C20250
C5782,C13631
C15244,C3578
C22529,C13218
C1618,C14692
C2424,C23134
C2150,C18251
C15244,C21745
C5782,C17693
C1743,C18731
C15244,C14655
C15244,C16675
C15244,C5756
C15244,C11404
C15244,C16907
C5782,C20336
C1618,C17835
C4222,C12107
C17693,C20345
C22529,C8784
C15244,C7328
C15244,C23134
C17815,C801
C5782,C19945
C9949,C366
C15244,C11736
C15244,C16598
C1795,C13218
C5640,C16397
C11917,C2150
