node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C10805$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1115,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1085,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1114$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11639$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11741$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11886,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C11886$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11888,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C11888$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12135,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C12135$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1214,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1214$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C123$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C527,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C457,2,1,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C12702$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13039,1,5,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
C13039$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
TGT,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13084$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1323$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13701,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13701$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13781,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13781$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13968,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C13968$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1422,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1422$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14354$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C801,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14670$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14709,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C14709$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14746,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1015,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C14746$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1475,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1475$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C10614,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C16712,12,32,44,0.7272727272727273,0.031025854879065888,0.0,0.0,0.0,0.0
C11227,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C25856,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C11667,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C743,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1226,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12267,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12632,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C12941,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C5721,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13470,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13490,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14394,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14702,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14967,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C15459,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C15549,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C16029,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13283,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13570,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C20261,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C20893,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C21112,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24911,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C16756,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1700,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1843,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C185,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1857,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2128,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24336,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24474,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2881,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2882,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C3100,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C4814,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C8026,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C8492,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C962,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
