src,dst,label,one_class_svm_score,svc_score,isolation_forest_score
C2064,C1065,0,-114.5277252308174,5.360329081324669e-05,0.5252931342890692
C8978,C706,0,-482.45631923028805,0.00042544071480787583,0.4508262346567858
C19711,C3547,0,-520.6945778169688,0.0020705686781635484,0.44055788984082955
C21587,C706,0,-656.4073196472496,8.986564959272242e-05,0.4317020436573319
C12782,C16712,0,-565.6039762366454,1.674153053175293e-05,0.4426415876613347
C2685,C15982,0,-126.76026448801622,0.00016222280662246268,0.5604546026663478
C23041,C1707,0,104.18948537734514,1.0000000994736041e-07,0.5538552861540715
C26408,C14961,0,-281.7949558260166,0.004151446733727202,0.4835802492853919
C12699,C529,0,-66.76029338276385,0.0005093580347560071,0.5086865240690474
C1521,C20375,0,-209.7893111518947,0.0008679810382659015,0.5209453503210886
C15045,C585,0,-455.1822930987282,0.00024617342580082605,0.4543137910917728
C18933,C612,0,-350.47171315744436,0.00011594190364128133,0.5041209882585234
C2109,C408,0,-453.07104586275545,4.724616864411919e-05,0.4513127197052861
C14470,C1707,0,-576.3640149596263,4.816103525866309e-05,0.44290356953183146
C16565,C467,0,-484.4659976796679,0.003032052564966774,0.463306470817085
C7286,C3398,0,-630.9458556103059,0.00014875435726612127,0.4325899782940522
C5802,C797,0,-195.17188194094842,0.006469174065740398,0.6172409402946722
C9498,C612,0,-67.06664237018003,0.0015751369791687378,0.5167763665403624
C11743,C529,0,-84.42110777747484,7.365860297462081e-05,0.49608881058204246
C1848,C625,0,-341.2588536779117,0.0018929021825358102,0.4917199157391874
C1521,C297,0,-285.3903770700176,0.0001448084948895227,0.470832891550877
C8972,C1640,0,-236.99664912348817,0.0004106746260614114,0.4734540908534358
C13521,C2327,0,-674.9711960136524,6.961952185966365e-05,0.42237812893870963
C5721,C21583,0,-94.65904222526115,0.0013337315783417672,0.5536645214678354
C21787,C22400,0,-235.7518143453999,1.5446902378509695e-07,0.5382952632325442
C7233,C585,0,-419.234190314703,7.787377989380422e-07,0.4619395375111952
C1010,TGT,0,-489.6996244858915,6.707750833820186e-05,0.4749688338765382
C12010,C467,0,-446.22151368259847,0.002393430192638543,0.46147934446135747
C10743,C5720,0,-457.5256360796516,3.520194060420279e-05,0.4661340228726833
C23987,C706,0,-530.7234837811652,8.261755524414738e-06,0.4524563626093506
C10595,C467,0,-364.3926293155969,0.0017820177396979827,0.48897461370538664
C15401,C467,0,-445.56242657572193,0.0005321332802089066,0.47264807530895914
C20071,C2327,0,-643.3649721407073,0.00016122167987798886,0.4370448537094801
C19452,C5721,0,-299.9485453356833,3.440345343165729e-05,0.4946385470948548
C1076,C467,0,-206.72708576877267,5.011847713365374e-05,0.4978565101478028
C15209,C706,0,-536.5569812788472,1.5802308685953338e-06,0.45328486546018504
C19929,C529,0,-289.5855206138358,0.00010150386126013219,0.509949035426897
C1521,C18975,0,-246.17570138089377,2.3371157461259174e-05,0.47237285324795386
C21906,C529,0,-77.5602103480187,1.0000000994736041e-07,0.6100288357763174
C17813,C706,0,-475.2944638188669,0.00045808006700526297,0.4599726187861392
C24387,C1877,0,-94.74307943017266,1.0000000994736041e-07,0.5290675078242971
C629,C1877,0,-612.4453295420044,0.00010591733632547891,0.435158893577263
C17228,TGT,0,-305.6273636197907,3.6490664078634376e-06,0.5057711011960663
C16204,C743,0,-442.9667527850079,0.00011531776314170386,0.4859538088774118
C22204,C528,0,-546.3216083007583,0.0001550004180931394,0.4561694071118995
C1521,C8133,0,-189.93953400000646,8.6354380500938e-06,0.5117933447059848
C11663,C612,0,-156.99968192383722,0.005305830613700127,0.5202126667760217
C13123,C1065,0,285.3644854910149,1.0000000994736041e-07,0.6443697505635096
C706,C6492,0,-188.6791595784416,7.424986540810607e-07,0.5019491210816869
C893,C706,0,-597.5692739555734,0.00035820485484394106,0.4501569456405149
C22759,C3034,0,-618.3641569638748,3.921260854358126e-06,0.4588321475743777
C13888,C612,0,-414.1245511361499,0.0023875765742322574,0.4645553719848319
C6965,C528,0,-465.6081963215124,0.0025844540405038628,0.4588550105398239
C843,C586,0,-156.06491020863268,0.0009223867873194701,0.508148146826599
C5720,C18197,0,-330.5596067340239,0.0028759198718480918,0.4908376416745241
C5721,C18147,0,-385.93863208083667,0.0014299898170362607,0.4649842876619041
C16670,C231,0,-583.8556162571826,0.001431512703200616,0.4938656623282037
C529,C22867,0,-260.60242012506205,0.003815643548677696,0.4984785323585244
C6018,C5720,0,-588.8777187282963,1.4533852583653207e-06,0.44475149437235734
C457,C11743,0,-288.14440642798854,1.10431436176602e-06,0.47000093852752134
C3662,C528,0,-518.9267511498279,0.006714051577125637,0.4642287369830369
C7105,C2327,0,-676.3508229084132,0.00011025179726366226,0.4227857269533257
C19266,C1065,0,-201.76239546202214,0.0017338349761072934,0.506737279759188
C20353,C1640,0,-505.265403802166,2.2166685923877394e-06,0.46395473215252936
C18288,C23778,0,-154.53415473777932,0.000904420591567018,0.5251110503217435
C17481,C1640,0,-80.58784164399958,9.765494390730124e-05,0.4849203826715902
C24449,C706,0,-77.89392091337368,1.0000000994736041e-07,0.5709356124876769
C4174,C20539,0,-411.5366610071551,0.0013289282260257591,0.44491651370449165
C1382,C5825,0,-505.8492481706303,0.0011611823757441918,0.4484102022643743
C6799,U7,0,-348.01810433733635,0.0007221189125404834,0.45960887598563216
C19755,C467,0,-116.63959722533036,0.0022641894217387054,0.5100036323371062
C7844,C586,0,149.23816471544342,1.0000000994736041e-07,0.6196573393824589
C1521,C11457,0,-232.22667658562523,0.0007567052712587168,0.47730125234731463
C7489,C706,0,-350.39798846691656,2.2495995153654474e-07,0.4859322131098874
C3349,C1273,0,-73.11351459178877,0.0021335198312348695,0.5086922906427617
C5808,C13236,0,-69.34540095676448,0.0049754025566616285,0.6303367172807532
C5588,C10656,0,-120.15225276712818,0.002139103919837092,0.5088693224339697
C3455,C3422,0,-188.99378075023697,1.753224153188368e-06,0.5352634131958178
C2109,C4396,0,-449.5817781415449,3.7861149236853305e-05,0.45269485806538584
C625,C13617,0,-458.28051787606046,4.240304354159608e-05,0.44731090128478146
C5030,C19160,0,-455.6602455798461,0.0003368135891270496,0.4424730815090546
C22878,C1065,0,-163.7180931273042,0.00037511713488640696,0.49859010771754847
C7541,C2106,0,-583.7709201248008,0.0029999718474077023,0.46541981062275334
C10484,C529,0,-257.4759912464983,0.006257576060502053,0.49485061107296124
C3181,C231,0,-331.1960013724656,1.0092674205113604e-06,0.4707412832707258
C4946,C706,0,-476.1362931586509,1.2010119430259074e-06,0.46271712041865565
C2963,C2553,0,-451.5608327844866,7.051856194175754e-05,0.45215272362696196
C15873,C3173,0,-561.6578543892483,5.074532698963409e-07,0.46550377129388865
C17979,C1065,0,-174.51685883931623,0.0007984123585343198,0.5094570323479362
C12652,C2525,0,-662.3434476156044,8.347760342180478e-05,0.42764858826434804
C14559,C2106,0,-467.65032007248783,6.598191129055216e-05,0.5027608807237278
C15244,C11125,0,-36.79410371158065,1.106508909387458e-06,0.6305737439439801
C625,C19774,0,-429.862226238557,0.002433618288025001,0.43547963376995286
C706,C16218,0,-219.98757391563504,1.166052554048005e-06,0.4877813270400779
C4174,C15838,0,-54.2351624348712,0.0019560862124888647,0.5212575847140549
C5720,C9806,0,-331.3730779134826,2.4689955974669824e-05,0.5019291548877445
C13585,C3573,0,-546.729057413223,4.09577426067598e-05,0.45790286104032474
C3634,C2553,0,-375.7980865571444,4.576991759285073e-05,0.45904765194701036
C585,C19354,0,-30.10433977196317,1.2088910557402888e-07,0.5290786638255885
C22681,C754,0,61.00070578671375,1.0000000994736041e-07,0.6301931394043592
C585,C7836,0,-287.2509426383649,9.322930158227337e-06,0.4892298507114519
C16284,C2198,0,-122.69351159477719,1.462846805413825e-06,0.587725340806049
C10213,C586,0,-261.54035539381175,0.0006291518909956636,0.49440036218109096
C11904,C625,0,-306.7316482319625,0.00023493532295069483,0.4905489119343951
C3756,C4920,0,-562.2450320326807,6.5056961197695415e-06,0.43941649829784113
C9933,C1065,0,-36.00596555794982,0.0004115112796576465,0.5139472910518847
C8768,C1877,0,-479.6538117005548,0.00017747899554780076,0.4543573208598548
C5802,C20429,0,-88.09385558297936,0.004064239975522636,0.6295726744282547
C19999,C754,0,-257.82856439826264,1.0000000994736041e-07,0.611240702070699
C2174,C15300,0,-254.81628652662403,0.003289438001024802,0.4655985603574049
C18481,C586,0,-138.36402041848123,0.0001213260982159233,0.5045357971542374
C12269,C586,0,104.58486502535197,1.0000000994736041e-07,0.6411661454614479
C27194,C1883,0,-243.28159565178566,1.0000000994736041e-07,0.5241806017264352
C11445,C2651,0,-490.31787546758324,2.1594317689757818e-07,0.47542330776452457
C1521,C21115,0,-220.08607361347822,5.0390030941265504e-05,0.5059037953575864
C15244,C3758,0,83.0065919242943,1.7374476348716775e-06,0.6501075863945869
C24625,C625,0,-77.02562772738429,1.0000000994736041e-07,0.6376866448520689
C21934,C5721,0,-666.6299326792023,8.062522312230312e-06,0.42366763007940456
C1685,C18696,0,-156.21126872440527,1.0275708439321931e-06,0.4820911878920973
C1027,C1065,0,-264.5790007889518,0.0005551470209086949,0.5091329529447521
C1521,C16352,0,-206.0097288658667,1.870713870577543e-05,0.5076868977066255
C7117,C2327,0,-686.3248157344751,6.045044144355852e-05,0.4272064801797261
C9428,C586,0,277.58956584089333,1.0000000994736041e-07,0.6451971531947643
C5720,C8069,0,47.75433476193393,1.0000000994736041e-07,0.5553396615178607
C8437,C2106,0,-492.0808929883201,0.00030547077159477984,0.46893519791236654
C653,C1640,0,-634.6926480620782,5.843263720771352e-05,0.44274840578820013
C11825,TGT,0,-368.2659892066695,8.377797249481515e-06,0.4886890705289064
C418,C2106,0,-318.61749708274465,6.032999872413218e-05,0.48604932214336655
C23266,C1790,0,444.6208428106472,1.0000000994736041e-07,0.640972196287169
C239,C3811,0,-321.3733086226407,2.6362045568284803e-07,0.5033541099075286
C22911,C2106,0,-561.2353645108474,0.000618435541190987,0.4668408591169452
C21073,C2525,0,-583.528056439713,1.6998215067795318e-05,0.4430185001135589
C3370,C2173,0,-257.3966150366391,1.6403754603192877e-07,0.4864022777710361
C4747,C4784,0,-568.0329509021453,4.1855424770566246e-05,0.45851374700631875
C4434,C457,0,-139.22419898307226,1.0000000994736041e-07,0.5945492087181679
C513,C17895,0,165.26223685780542,1.0000000994736041e-07,0.5922119409423038
C19754,C529,0,-24.213897862854537,4.140412877209911e-05,0.503700932468916
C4370,C1640,0,-481.7266449864419,1.1105968559948056e-06,0.4753299034435316
C706,C7898,0,-288.07327484525786,8.128791133753238e-06,0.4574162200744815
C8976,C231,0,-404.85888801281226,7.126484081373538e-05,0.4568980223037928
C20257,C586,0,-5.683510447014669,0.0011391185410407336,0.5385557973872992
C19398,C1707,0,-531.1924589120667,2.7658925853422214e-06,0.4467714721696029
C15969,C586,0,107.9207297079065,1.052627456769593e-06,0.5831867374261697
C13734,C1815,0,181.84134765736235,1.0000000994736041e-07,0.5803158540450635
C612,C7579,0,-421.91021837244625,0.0009548313125190958,0.4406923925898773
C20011,C528,0,-0.058248076510153624,1.0000000994736041e-07,0.6147864617957715
C25006,C1640,0,-451.5140750415112,4.050304834772422e-06,0.46123661377879543
C5030,C19109,0,-427.1792890940619,0.002124204368252704,0.4459451874980832
C16069,C1707,0,-427.90325954916807,0.0006006062442154749,0.45152999707559144
C4920,C16531,0,-228.8371430774373,0.004122457012909182,0.4692627062347073
C5720,C13258,0,-487.7241415555359,0.0005597152717570204,0.4400909426808795
C5787,C17048,0,-172.27012986761383,0.007313242217186352,0.6240153018092613
C9941,C16712,0,-480.61246077012447,0.0006947165017330573,0.44633729050651266
C528,C17813,0,-291.1470710776657,1.1395937978341452e-05,0.4564996079896831
C11267,C529,0,-153.53399978514153,0.00010632240557982691,0.4845274364985432
C11192,C1640,0,-551.9170534154309,1.09985630989955e-05,0.45727265966665653
C7709,C625,0,-387.7109476506894,0.0009935252423097704,0.4894372004107329
C15244,C25155,0,522.2177598591672,1.1262434793425127e-05,0.655549135249067
C7386,C612,0,-367.6908003779499,0.00015122967321875132,0.4809577571274394
C21598,C457,0,-306.22557795330385,0.0007680688762903952,0.4721671840679598
C23348,C528,0,-473.0784886768047,0.00017093374795991784,0.4850691550106668
C1073,C2106,0,-458.81454823807326,0.00010166764906787258,0.47914416958373995
C9377,C625,0,230.55756586540178,1.0000000994736041e-07,0.6632726316139566
C5721,C11757,0,76.31065443957414,1.0000000994736041e-07,0.5527302141832212
C12240,C528,0,-519.1000483603189,2.493382330204068e-05,0.47077552423301294
C1521,C1833,0,-64.18798956339879,4.5315769421798855e-07,0.5859814350058449
C1521,C11879,0,-270.2231306718609,9.83385874669686e-05,0.4667637072684078
C23877,C1829,0,-317.1116249336965,0.0014462318613347941,0.5086381247901381
C21891,TGT,0,-540.1333577945479,0.0004224515396136997,0.45441292603129174
C754,C17969,0,-315.2665042937774,0.0029823414256213254,0.47209136964014503
C24657,C2173,0,-199.17555047657743,1.0000000994736041e-07,0.5226824658144297
C13844,C467,0,-362.45205928326186,0.0030313598161034383,0.477972448989684
C11258,TGT,0,-512.9483327892235,0.0012396344911792035,0.4607651533707635
C457,C12257,0,-255.97374469442593,0.0035961343161191464,0.4664846368878385
C19967,C754,0,-361.36497946586496,1.2829099008077921e-07,0.6015624355940119
C6623,C4920,0,-570.3716323338249,0.00035385431964799526,0.4399992810173367
C19153,C1707,0,27.64421924363569,1.0000000994736041e-07,0.5496190223538028
C938,C2310,0,-647.6671404810272,6.544235406838995e-06,0.43698132189808453
C5826,C12347,0,-306.93115323491475,0.0015727844255905062,0.46294845387297767
C586,C15003,0,-104.54162477501495,7.273382156531485e-07,0.48861588658366234
C706,C8770,0,-273.5414281522362,3.7964117080547466e-06,0.46489964978645515
C11681,C231,0,-208.05541156332674,9.444798024789781e-05,0.4734704826883156
C11071,C529,0,-43.27185978192165,4.599596983468279e-05,0.5000313734559036
C4458,TGT,0,-416.8953056159471,6.292365058147513e-06,0.48262271691090225
C1521,C20681,0,-100.00047700035384,0.0015079012373629636,0.505713758533703
C585,C22486,0,-355.21570051904564,0.00020542126189386533,0.471095771228544
C5030,C16547,0,-443.00736146514146,0.0003367026420139395,0.4379854541775471
C23392,C15500,0,-446.0865674983029,0.0042799863853815595,0.4662730838078796
C9857,C3173,0,-562.3384075511417,0.0005146958766370185,0.4421413811123384
C9070,C528,0,-497.57359975274903,0.005820173002651903,0.4624028857706446
C5030,C13937,0,-421.34454551325325,3.874215627748645e-05,0.45194820677284175
C12027,C2327,0,-504.45534033472586,0.00020263708834080064,0.45256847915527226
C1883,C20727,0,-426.5665262859411,0.0017528384079707232,0.4891538118857561
C23640,C26408,0,-223.88804985987235,1.0000000994736041e-07,0.529563416679453
C359,C14222,0,-456.63931002627123,0.003828473814792768,0.44902328273949854
C1707,C7400,0,-234.80306115865596,2.2973722186418795e-06,0.4734946383935663
C10766,C1065,0,-346.1418258267595,0.001222669522184541,0.49250841717070576
C16030,C528,0,-355.3556844140858,8.726083737407835e-05,0.48643702229110386
C754,C14490,0,-95.05515296223075,0.0009042771110114269,0.565390710690737
C26408,C14784,0,-417.32195631530294,0.0014288514392627447,0.4942708846918343
C15022,C2327,0,-511.48310104943175,2.260085041673115e-06,0.4546136029756985
C16011,C5721,0,552.6001587022267,1.0000000994736041e-07,0.6122159189369082
C15939,C625,0,-572.4030572054062,0.0025179208163620946,0.45636417426151743
C24815,TGT,0,82.96081011099386,1.0000000994736041e-07,0.5653218684536117
C18722,C5721,0,-657.5727933631056,9.021284832728535e-05,0.42970003606667667
C5909,C706,0,-361.15025181132205,0.0003465108323998685,0.4670657860994698
C20000,C625,0,-435.4894578503772,1.8940547190921516e-05,0.4816038772086699
C6277,C2327,0,-456.3763664691505,5.967845393327196e-07,0.48583776340209267
C18971,C585,0,-468.5023261634133,0.00012618104125554952,0.45277154451839596
C4651,C528,0,-65.77547445839036,3.7588259787659714e-05,0.5327373253190228
C1192,C586,0,-180.956509034982,0.0009829012028093494,0.5026364195112216
C344,C754,0,-109.52088181796171,7.646875688503635e-05,0.6109746731932163
C17122,C586,0,120.75412831282847,1.0000000994736041e-07,0.6413941067504069
C6984,C529,0,-231.79404385144744,0.002682412220755242,0.5051611375828813
C1516,C457,0,-488.15285335788667,0.004552204171439284,0.470332542331957
C23458,C529,0,46.361089946583434,0.0013425922354050155,0.5238741008681465
C17030,C5463,0,-567.2024526976938,0.000414539928259402,0.4361842799176408
C12316,C467,0,-442.4039467785092,0.001609158097989597,0.46042229183017597
C17146,C467,0,-503.54422150798746,0.0015701878485030161,0.46838010066865804
C4377,C1065,0,-121.02890761799017,0.000364055108759492,0.5171136132263424
C5720,C20017,0,-48.56961351198834,0.0014125642619984991,0.5324507877000444
C20333,C754,0,-123.78947050444594,1.0000000994736041e-07,0.6059832328347508
C21412,C467,0,-277.12053591141785,0.000949550320274458,0.4957156868202684
C1586,C457,0,-248.10405095561327,1.0000000994736041e-07,0.5959219182245581
C16289,C625,0,-507.37232613245624,0.0016691016061317976,0.4914878127004617
C5787,C11987,0,37.11186248964714,0.003288715435045293,0.6392297769394956
C19103,C706,0,-321.99541697342556,1.5145901928453586e-07,0.4993027679606055
C2796,C2106,0,-227.6507042581161,1.9338238402684333e-05,0.511225322029459
C1798,C24759,0,273.3225643138869,5.50948261909505e-07,0.6403537563210386
C1795,C5407,0,-142.1221784610475,0.0018087684661496752,0.4981651851415927
C4174,C18741,0,-385.8539585204826,0.002712430900024564,0.44478925991524504
C13462,C5720,0,-639.2019197675991,3.9733440690343525e-06,0.44061810559707876
C24995,C1065,0,19.559473780552253,9.466080344029526e-07,0.5656510122959758
C4597,C4174,0,-446.579452296824,2.964649219066466e-07,0.4776949810101462
C8649,C2327,0,-522.324200878209,7.1652541270879025e-06,0.4413910882714346
C467,C11238,0,-294.7012195097036,3.179753406638955e-06,0.4665133404980174
C16814,C231,0,-345.1159178780613,0.00041651525213428004,0.4626670824262104
C2093,C1737,0,-552.278354459289,0.0012521236469191506,0.4348248937855903
C13542,C3774,0,-579.0658568373224,5.1489706727047165e-05,0.4511066596853983
C5782,C17680,0,-235.11978455467124,0.004721244609320866,0.6198744079110114
C5900,C16351,0,-434.7112383463009,0.001407888457022712,0.48905642577349584
C20285,C1685,0,-403.1696307357115,1.8868624115948518e-06,0.4693142526740551
C11504,C3064,0,-526.5394147524298,0.0010710330995311855,0.43969581370964916
C22224,C743,0,-496.68726475753556,0.0002562970580210041,0.4448859293881229
C5037,C586,0,-182.44474235352163,1.0000000994736041e-07,0.6072045516354471
C1099,C231,0,-525.1698064610896,0.00025864181097005055,0.44087380384602365
C2204,C231,0,-668.7191807048812,0.00014825250158008753,0.4326699018775408
C467,C17464,0,-401.64229360094396,2.2002113445440898e-05,0.4479583847789147
C3873,C3910,0,-54.864710633448794,1.2407556311971165e-07,0.5427759248509136
C11451,C625,0,-269.2919474167011,0.0007287891451289648,0.4924770171215849
C11184,C586,0,53.80636373005473,1.0000000994736041e-07,0.6345775842097919
C12380,C1973,0,-465.94841016766304,3.7398876966085117e-06,0.46452816352380016
C14945,C612,0,-29.5284075753284,1.0000000994736041e-07,0.6096677108882964
C743,C14922,0,-383.8857842468433,0.0053649064351993705,0.4636293823619786
C17996,C231,0,-665.3332705516973,3.4275180254294814e-05,0.4344601930765506
C15570,C529,0,-374.22118889871217,0.0012789542704189484,0.4677389389881947
C14864,C1707,0,-445.886917261701,5.779227998766674e-07,0.46144713815066174
C6826,C457,0,-405.9148277733957,0.0014675728178089329,0.4556536655573724
C1798,C19865,0,-107.84361521276969,8.007358969430777e-07,0.5632757441718047
C16528,C4920,0,-539.4133635986532,0.00019832436126235027,0.43934017240643214
C21979,C612,0,-174.9213710153481,1.0000000994736041e-07,0.6041707592473723
C9647,C2327,0,-549.0691896427411,6.822992491442242e-06,0.4400615389875625
C15244,C17231,0,-16.360077373207332,1.253758968357448e-06,0.6316589710281008
C9443,C586,0,40.746343296567375,6.121938076374021e-05,0.5538270543417146
C900,C1640,0,-391.0230980235774,4.3840532650521027e-07,0.49805168577291653
C8262,C2106,0,-455.6988500136508,0.00015736249014393098,0.4724061047180493
C12835,C706,0,-627.0302324126515,0.0002616964951511114,0.4455014613776629
C3232,C467,0,-312.6307479391503,0.00048705862582207343,0.48963491695741157
C25082,C612,0,-8.40968126935877,1.580482094079846e-07,0.5701293571854678
C12391,C2553,0,-566.1309287984818,5.1992133475550836e-05,0.4416445034318636
C6005,C743,0,-317.5871214463009,0.00048361223770043086,0.4570643865171584
C1743,C9954,0,-466.0221125948301,0.0023296170502424907,0.4383298894262512
C17693,C791,1,-179.52311797491575,0.006420504018216726,0.6227999309680171
C7622,U7,0,-326.0709878261496,1.5003361877969783e-05,0.47184267483063985
C11658,C625,0,-571.3655481840688,0.001539369873175071,0.463108249563707
C17597,C586,0,-133.00928431248894,0.0007520610239828863,0.5171903954291361
C13119,C5720,0,-248.55038714197553,2.0848756482939178e-05,0.5025127908598144
C13188,C743,0,-613.406245604363,0.00019888943025333367,0.42795600936933875
C8490,C2217,0,-335.7015746812385,1.0000000994736041e-07,0.5010496930385554
C11217,C612,0,-88.73072773245258,1.0000000994736041e-07,0.6053694891704994
C16347,C2106,0,-39.603657394624406,1.0000000994736041e-07,0.6400624627784699
C2925,C3398,0,-365.77599595637776,1.0000000994736041e-07,0.5061178425699258
C754,C19419,0,-306.11779099392925,0.003031431679482064,0.4616950965385244
C528,C13907,0,32.311856570290274,4.682770156220648e-07,0.5182777486999864
C21462,C10,0,-413.0426203698812,2.307260630521408e-06,0.4768331550400653
C8424,C1025,0,-564.2596691425733,7.52050351042349e-05,0.45481629283898245
C18759,C2327,0,-655.8365416074726,9.42842262664097e-06,0.4272023707942828
C2048,C467,0,-374.4166510260643,0.0009593536718998674,0.4809766328412035
C1743,C12292,0,-500.9992162240583,0.0005118133298858572,0.4410026536224725
C2521,C7254,0,-507.5126850543493,0.00180994074861237,0.43699639543622354
C18037,C625,0,-369.50255105690803,1.2233824830574465e-06,0.48855290438012644
C23060,C528,0,-363.6300446339428,1.4980324525165885e-06,0.5045862085604375
C1740,C625,0,-326.27787802961893,0.0005310892470432659,0.4922339880602343
C11255,C706,0,-550.8885611337046,0.0002542310772190494,0.48254872207372207
C14680,C467,0,-211.5968194455677,6.430983445929061e-07,0.5348486808972476
C9276,C612,0,-205.48910191684263,0.0016739095950869226,0.4956961544777522
C17804,C586,0,-183.27358928878812,0.004789441101220758,0.5263979796251361
C11112,C529,0,-169.54573926056764,0.0003915661367630426,0.5078313972162516
C7046,C529,0,-364.58675689961774,0.0018216861197260063,0.4684133379719575
C21152,C467,0,-467.9692194311838,0.0017256798271559491,0.4929580084951846
C625,C8561,0,-461.49740599517463,0.0001088372531654074,0.44190536208274206
C13221,C5618,0,106.2624712297843,1.0000000994736041e-07,0.6273761075531811
C2899,C467,0,-497.94022005372744,0.0032495102375550244,0.46673405946612256
C18466,C5720,0,-146.195213626057,5.267087517011679e-07,0.503869396974298
C10690,C1065,0,-246.74177695152457,0.004325894122088929,0.503581475021061
C22961,C3349,0,-127.7587461794351,4.6263492013033774e-07,0.5281976248370295
C2413,C16712,0,-469.16018637360503,1.846163402145797e-07,0.485506267300612
C19566,C754,0,-129.75651876773145,1.0000000994736041e-07,0.6145230584265742
C22094,C1065,0,-279.9275531327585,0.001216129847745231,0.5110673126547934
C706,C20906,0,-192.89695666721627,8.238637172052316e-07,0.48577190687423294
C6797,C467,0,-296.9499970807433,0.002487501485001355,0.4832734661549227
C2875,C2106,0,-334.6007175699988,2.751361818842566e-05,0.4991065616728931
C3461,C5763,0,-106.31016482741097,1.0000000994736041e-07,0.5072282038205127
C1537,C2106,0,-485.23359853200236,0.00458036233336094,0.48249015602648554
C12994,C651,0,462.8605091323618,1.0000000994736041e-07,0.6595833874748982
C1618,C14413,0,-283.76938495854756,0.003418974898677899,0.48554755886615786
C20203,C706,0,-608.2498775757049,2.8362981524979187e-05,0.44010829918511685
C1655,C5720,0,-84.30241140508542,5.329842991050099e-07,0.5150909191321354
C21423,C612,0,-219.35165816853078,0.0007103532032382236,0.5085778681493661
C6522,C612,0,-155.92701040551492,0.00031169833038875765,0.5057272891755489
C1065,C3616,0,-119.07477384263984,3.267273520095041e-07,0.49555108515122276
C8519,C528,0,-566.7159492888995,0.00031168085642528664,0.4522274976055721
C11506,C586,0,188.87207140438613,1.0000000994736041e-07,0.6469305751527175
C2368,U7,0,-330.40860769262144,1.358116247654844e-05,0.4855935628231517
C1798,C18298,0,-123.01601153756701,1.002306098533769e-06,0.572170121890533
C706,C548,0,-289.9086859905542,4.801152145686644e-06,0.4683423821819555
C1856,C529,0,-367.14077614241205,0.0008446968478083481,0.48885587565126315
