name,node_type,is_machine
C9451,computer,False
U3615@DOM1,user,False
C7792,computer,False
U3839@DOM1,user,False
C9972,computer,False
U3886@DOM1,user,False
U4390@DOM1,user,False
U4693@DOM1,user,False
C11946,computer,False
U4800@DOM1,user,False
C11770,computer,False
U4834@DOM1,user,False
C11968,computer,False
U5094@DOM1,user,False
C1832,computer,False
C1,computer,False
U513@DOM1,user,False
C3937,computer,False
C1644,computer,False
C12403,computer,False
U5263@DOM1,user,False
C2553,computer,False
U75@DOM1,user,False
U5449@DOM1,user,False
U6000@DOM1,user,False
U6029@DOM1,user,False
C1755,computer,False
U63@DOM1,user,False
C2481,computer,False
C832,computer,False
C922,computer,False
U6712@DOM1,user,False
U6872@DOM1,user,False
C3900,computer,False
U7619@DOM1,user,False
C5446,computer,False
U782@DOM1,user,False
C7,computer,False
U94@DOM1,user,False
C4358,computer,False
C23074,computer,False
C13855,computer,False
C754,computer,False
ANONYMOUS LOGON@C754,user,False
C10127,computer,False
C10127$@DOM1,user,True
C1073,computer,False
C1073$@DOM1,user,True
C10888,computer,False
C10888$@DOM1,user,True
C11035,computer,False
C11035$@DOM1,user,True
C1186$@DOM1,user,True
C12027,computer,False
C12027$@DOM1,user,True
C1238,computer,False
C1238$@DOM1,user,True
C12403$@DOM1,user,True
C12508,computer,False
C12508$@DOM1,user,True
SYSTEM@C12508,user,False
C12707$@DOM1,user,True
C12820,computer,False
C12820$@DOM1,user,True
C13014,computer,False
C13014$@DOM1,user,True
C13016$@DOM1,user,True
C13318$@DOM1,user,True
C13638$@DOM1,user,True
C1382,computer,False
C1382$@DOM1,user,True
C13855$@DOM1,user,True
C14003$@DOM1,user,True
C14046,computer,False
C14045$@DOM1,user,True
C14254,computer,False
C14254$@DOM1,user,True
C14557,computer,False
C14557$@DOM1,user,True
C14770,computer,False
C14770$@DOM1,user,True
U6599@DOM1,user,False
C15010$@DOM1,user,True
C15040,computer,False
C15040$@DOM1,user,True
C1597$@DOM1,user,True
C1607$@DOM1,user,True
C16341$@DOM1,user,True
C16492,computer,False
C16492$@DOM1,user,True
C16516$@DOM1,user,True
C1788$@DOM1,user,True
C1845,computer,False
C2379,computer,False
C2379$@DOM1,user,True
C2392,computer,False
C2391$@DOM1,user,True
C252,computer,False
C252$@DOM1,user,True
C2742$@DOM1,user,True
C3040$@DOM1,user,True
C306,computer,False
C306$@DOM1,user,True
C400$@DOM1,user,True
C5453,computer,False
C457$@DOM1,user,True
U1765@DOM1,user,False
U2485@DOM1,user,False
C4753$@DOM1,user,True
C4755$@DOM1,user,True
C4790$@DOM1,user,True
C4825$@DOM1,user,True
C4839,computer,False
C5157$@DOM1,user,True
C5250,computer,False
C5250$@DOM1,user,True
C574,computer,False
C5905,computer,False
C6007$@DOM1,user,True
C6144,computer,False
C6144$@DOM1,user,True
C6425,computer,False
C6425$@DOM1,user,True
C6897$@DOM1,user,True
C7348$@DOM1,user,True
C7780,computer,False
C7780$@DOM1,user,True
C787,computer,False
C787$@DOM1,user,True
C795$@DOM1,user,True
C828,computer,False
C828$@DOM1,user,True
C8668$@DOM1,user,True
C9095,computer,False
C9095$@DOM1,user,True
C9192,computer,False
C9192$@DOM1,user,True
C9216$@DOM1,user,True
C9230,computer,False
C9230$@DOM1,user,True
C9416$@DOM1,user,True
C988$@DOM1,user,True
SYSTEM@C17707,user,False
C1103,computer,False
C92,computer,False
U1179@DOM1,user,False
C16583,computer,False
U1580@DOM1,user,False
U1653@DOM1,user,False
U1899@DOM1,user,False
C477,computer,False
U2366@DOM1,user,False
C7476,computer,False
U2738@DOM1,user,False
U2915@DOM1,user,False
U3093@DOM1,user,False
U3542@DOM1,user,False
C5618,computer,False
U363@DOM1,user,False
C9542,computer,False
C8926,computer,False
U3723@DOM1,user,False
U4057@DOM1,user,False
C10,computer,False
U4144@DOM1,user,False
C10620,computer,False
U4154@DOM1,user,False
C11392,computer,False
U4636@DOM1,user,False
U4696@DOM9,user,False
C255,computer,False
U502@DOM1,user,False
U5372@DOM1,user,False
C12682,computer,False
C13030,computer,False
U5428@DOM1,user,False
C13128,computer,False
U5570@DOM1,user,False
C3697,computer,False
U5748@DOM1,user,False
C729,computer,False
U574@DOM1,user,False
U5834@DOM1,user,False
C14003,computer,False
U6130@DOM1,user,False
C14494,computer,False
U6398@DOM1,user,False
U6599@?,user,False
C1661,computer,False
U667@DOM1,user,False
C1971,computer,False
C2944,computer,False
C779,computer,False
U7054@DOM1,user,False
C1712,computer,False
U7107@DOM1,user,False
C16642,computer,False
U7626@DOM1,user,False
C123,computer,False
U8008@DOM1,user,False
C8424,computer,False
C395,computer,False
U86@DOM1,user,False
C119,computer,False
C13672,computer,False
C2757,computer,False
C3677,computer,False
ANONYMOUS LOGON@C625,user,False
C101$@DOM1,user,True
C10892$@DOM1,user,True
C11392$@DOM1,user,True
C11537$@DOM1,user,True
C1170,computer,False
C1170$@DOM1,user,True
C11894$@DOM1,user,True
C119$@DOM1,user,True
C11926,computer,False
C11926$@DOM1,user,True
C11944,computer,False
C11944$@DOM1,user,True
C11979$@DOM1,user,True
C12492,computer,False
C12492$@DOM1,user,True
C12731,computer,False
C12731$@DOM1,user,True
C1323,computer,False
C13483$@DOM1,user,True
C13670$@DOM1,user,True
C13672$@DOM1,user,True
C13685,computer,False
C13685$@DOM1,user,True
C13901$@DOM1,user,True
C14282$@DOM1,user,True
C14581$@DOM1,user,True
C1567$@DOM1,user,True
C15865,computer,False
C15865$@DOM1,user,True
C16567,computer,False
C16567$@DOM1,user,True
C17105,computer,False
C17105$@DOM1,user,True
C17342$@DOM1,user,True
C17368,computer,False
C17368$@DOM1,user,True
C17390,computer,False
C17390$@DOM1,user,True
C17538$@DOM1,user,True
C1766$@DOM1,user,True
C1968,computer,False
C17680,computer,False
C17680$@DOM1,user,True
SYSTEM@C17680,user,False
C1867,computer,False
C1867$@DOM1,user,True
C1909$@DOM1,user,True
C1928,computer,False
C1928$@DOM1,user,True
C193,computer,False
C193$@DOM1,user,True
C2280,computer,False
C2279$@DOM1,user,True
C2757$@DOM1,user,True
C3039$@DOM1,user,True
C3677$@DOM1,user,True
C467$@DOM1,user,True
C4782$@DOM1,user,True
C4788$@DOM1,user,True
C483$@DOM1,user,True
C4859$@DOM1,user,True
C4881,computer,False
C4881$@DOM1,user,True
C4899$@DOM1,user,True
C4969$@DOM1,user,True
C5632,computer,False
C5632$@DOM1,user,True
C5995$@DOM1,user,True
C625$@DOM1,user,True
C6275$@DOM1,user,True
C6789,computer,False
C6789$@DOM1,user,True
C7348,computer,False
C7586,computer,False
C7586$@DOM1,user,True
C761$@DOM1,user,True
C7924,computer,False
C2855,computer,False
C7924$@DOM1,user,True
C8799,computer,False
C8799$@DOM15,user,True
C2288,computer,False
LOCAL SERVICE@C2288,user,False
C14878,computer,False
NETWORK SERVICE@C14878,user,False
C2893,computer,False
NETWORK SERVICE@C2893,user,False
C421,computer,False
C229,computer,False
U19@DOM1,user,False
C7200,computer,False
U2517@DOM1,user,False
U2761@DOM1,user,False
U2876@DOM1,user,False
U2976@DOM1,user,False
U3107@DOM1,user,False
U3617@DOM1,user,False
C9477,computer,False
U3650@DOM1,user,False
C3034,computer,False
U396@DOM1,user,False
C10349,computer,False
U4130@DOM1,user,False
U4666@DOM1,user,False
U4696@DOM1,user,False
C585,computer,False
U4828@DOM1,user,False
C12212,computer,False
U5102@DOM1,user,False
C12224,computer,False
U5187@DOM1,user,False
C13346,computer,False
U5828@DOM1,user,False
U604@DOM1,user,False
C639,computer,False
C14474,computer,False
C423,computer,False
U6393@DOM1,user,False
C14698,computer,False
U6536@DOM1,user,False
C699,computer,False
U658@DOM1,user,False
C2368,computer,False
C15049,computer,False
U6711@DOM1,user,False
U739@DOM1,user,False
C11149,computer,False
U7508@DOM1,user,False
C1766,computer,False
U8039@DOM1,user,False
C3176,computer,False
U832@DOM1,user,False
U832@C3176,user,False
C13578,computer,False
ANONYMOUS LOGON@C13578,user,False
C13661,computer,False
C1532,computer,False
C16293,computer,False
C6071,computer,False
C10616$@DOM1,user,True
C1085$@DOM1,user,True
C11699,computer,False
C11699$@DOM1,user,True
C12408$@DOM1,user,True
C1246,computer,False
C1246$@DOM1,user,True
C12583$@DOM1,user,True
C12873,computer,False
C12873$@DOM1,user,True
C13294,computer,False
C13294$@DOM1,user,True
C13328$@DOM1,user,True
C1335,computer,False
C1335$@DOM1,user,True
C13539$@DOM1,user,True
C13661$@DOM1,user,True
C13687,computer,False
C13687$@DOM1,user,True
C13709,computer,False
C13709$@DOM1,user,True
C14012$@DOM1,user,True
C14021$@DOM1,user,True
C1450$@DOM1,user,True
C14702$@DOM1,user,True
C1472,computer,False
C1472$@DOM1,user,True
SYSTEM@C1472,user,False
C14889$@DOM1,user,True
C15003$@DOM1,user,True
C15049$@DOM1,user,True
SYSTEM@C15049,user,False
C1532$@DOM1,user,True
C157,computer,False
C157$@DOM1,user,True
C1576,computer,False
C1576$@DOM1,user,True
C16293$@DOM1,user,True
C1636,computer,False
C1635$@DOM1,user,True
C16445$@DOM1,user,True
C1648,computer,False
C1648$@DOM1,user,True
C16596$@DOM1,user,True
C16610$@DOM1,user,True
C16691$@DOM1,user,True
C1909,computer,False
C1932,computer,False
C1931$@DOM1,user,True
C1936$@DOM1,user,True
C2320,computer,False
C2319$@DOM1,user,True
C2323,computer,False
C2322$@DOM1,user,True
C287,computer,False
C287$@DOM1,user,True
C3686$@DOM1,user,True
C4087,computer,False
C4087$@DOM1,user,True
C4614$@DOM1,user,True
C4801,computer,False
C4801$@DOM1,user,True
C4835$@DOM1,user,True
C4856$@DOM1,user,True
C4895,computer,False
C4895$@DOM1,user,True
C4897,computer,False
C4911,computer,False
C4911$@DOM1,user,True
C5170,computer,False
C5170$@DOM1,user,True
C5783,computer,False
C5783$@DOM1,user,True
C6001$@DOM1,user,True
C6071$@DOM1,user,True
C612$@DOM1,user,True
C6198$@DOM1,user,True
C6693,computer,False
C6693$@DOM1,user,True
C673$@DOM1,user,True
C7196$@DOM1,user,True
C7200$@DOM1,user,True
C81,computer,False
C81$@DOM1,user,True
C8196,computer,False
C8196$@DOM1,user,True
C8274,computer,False
C8274$@DOM1,user,True
C9491$@DOM1,user,True
C9673,computer,False
C9673$@DOM1,user,True
C12939,computer,False
LOCAL SERVICE@C12939,user,False
C3145,computer,False
LOCAL SERVICE@C3145,user,False
C2608,computer,False
U145@DOM1,user,False
U149@DOM1,user,False
C2022,computer,False
C651,computer,False
U1584@DOM1,user,False
U7,computer,False
U1638@DOM1,user,False
C5927,computer,False
U1854@DOM1,user,False
U1918@DOM1,user,False
U1976@DOM1,user,False
U1984@DOM1,user,False
C6328,computer,False
U2064@DOM1,user,False
U2248@DOM1,user,False
C965,computer,False
U2460@DOM1,user,False
U3009@DOM1,user,False
U3264@DOM1,user,False
C9002,computer,False
U3391@DOM1,user,False
C9833,computer,False
U3802@DOM1,user,False
U3809@DOM1,user,False
C10576,computer,False
U4208@DOM1,user,False
U4575@DOM1,user,False
C11418,computer,False
C11562,computer,False
U4708@DOM1,user,False
C11545,computer,False
U4728@DOM1,user,False
C9368,computer,False
U4777@DOM1,user,False
C727,computer,False
U4871@DOM1,user,False
U4946@DOM1,user,False
U5957@DOM1,user,False
C17696,computer,False
U6171@DOM1,user,False
C1671,computer,False
U632@DOM1,user,False
C2982,computer,False
U710@DOM1,user,False
C16341,computer,False
U7488@DOM1,user,False
U767@DOM1,user,False
U7927@DOM1,user,False
U7@DOM1,user,False
ANONYMOUS LOGON@C14930,user,False
C17452,computer,False
C6045,computer,False
C10624,computer,False
C10624$@DOM1,user,True
C1083$@DOM1,user,True
C1088$@DOM1,user,True
C11346,computer,False
C11346$@DOM1,user,True
C11459$@DOM1,user,True
C12380,computer,False
C12380$@DOM1,user,True
C12699$@DOM1,user,True
C12699,computer,False
C12841,computer,False
C12841$@DOM1,user,True
C13911$@DOM1,user,True
LOCAL SERVICE@C14930,user,False
NETWORK SERVICE@C14930,user,False
SYSTEM@C14930,user,False
C1604,computer,False
C1604$@DOM1,user,True
C16614,computer,False
C16614$@DOM1,user,True
C16969,computer,False
C16969$@DOM1,user,True
C17231,computer,False
C17231$@DOM1,user,True
C17397,computer,False
C17397$@DOM1,user,True
C17452$@DOM1,user,True
C606,computer,False
C1755$@DOM1,user,True
C17560$@DOM1,user,True
C23827,computer,False
C1923,computer,False
C1923$@DOM1,user,True
C1929$@DOM1,user,True
C1972,computer,False
C1972$@DOM1,user,True
U202@DOM1,user,False
C1998$@DOM1,user,True
C2372,computer,False
C2372$@DOM1,user,True
C2608$@DOM1,user,True
C283,computer,False
C283$@DOM1,user,True
C3202$@DOM1,user,True
C3520,computer,False
C3520$@DOM1,user,True
C3745$@DOM1,user,True
C4731,computer,False
C4731$@DOM1,user,True
C4810$@DOM1,user,True
C4814,computer,False
C4814$@DOM1,user,True
C492$@DOM1,user,True
C492,computer,False
C494,computer,False
C494$@DOM1,user,True
C53,computer,False
C53$@DOM1,user,True
C6045$@DOM1,user,True
C6427$@DOM1,user,True
C646$@DOM1,user,True
C6590,computer,False
C6590$@DOM1,user,True
C7006$@DOM1,user,True
C727$@DOM1,user,True
C7597,computer,False
C7597$@DOM1,user,True
C8260,computer,False
C8260$@DOM1,user,True
C8283,computer,False
C8283$@DOM1,user,True
C858,computer,False
C858$@DOM1,user,True
C9176,computer,False
C9776$@DOM1,user,True
C9776,computer,False
LOCAL SERVICE@C4529,user,False
NETWORK SERVICE@C4529,user,False
U10@DOM1,user,False
C1056,computer,False
U111@DOM1,user,False
U1648@DOM1,user,False
U1693@DOM1,user,False
C452,computer,False
U22,computer,False
U2772@DOM1,user,False
U3007@DOM1,user,False
U3472@DOM1,user,False
U4178@DOM1,user,False
C366,computer,False
C10561,computer,False
U4235@DOM1,user,False
C11459,computer,False
C11669,computer,False
U4815@DOM1,user,False
C12180,computer,False
U5015@DOM1,user,False
C15744,computer,False
U5211@DOM1,user,False
U5235@DOM1,user,False
U5283@DOM1,user,False
C3681,computer,False
U5479@DOM1,user,False
C2212,computer,False
U5619@DOM1,user,False
U6367@DOM1,user,False
C1581,computer,False
U6833@DOM1,user,False
C16551,computer,False
U7603@DOM1,user,False
C4615,computer,False
C10997,computer,False
C7290,computer,False
C10199$@DOM1,user,True
C106$@DOM1,user,True
C10856$@DOM1,user,True
C10953,computer,False
C10953$@DOM1,user,True
C10997$@DOM1,user,True
C11940$@DOM1,user,True
C12038$@DOM1,user,True
C1248$@DOM1,user,True
C12570,computer,False
C12570$@DOM1,user,True
C12661,computer,False
C12661$@DOM1,user,True
C12716,computer,False
C12716$@DOM1,user,True
C12870$@DOM1,user,True
C13191$@DOM1,user,True
C13258,computer,False
C13258$@DOM1,user,True
C13273,computer,False
C13273$@DOM1,user,True
C1432,computer,False
C1434$@DOM1,user,True
C14506$@DOM1,user,True
C14694,computer,False
C14694$@DOM1,user,True
C15552$@DOM1,user,True
C1557$@DOM1,user,True
C1611,computer,False
C1611$@DOM1,user,True
C1665$@DOM1,user,True
C1671$@DOM1,user,True
C1726,computer,False
C1726$@DOM1,user,True
C17400,computer,False
C17400$@DOM1,user,True
C1801$@DOM1,user,True
C1868$@DOM1,user,True
C2010$@DOM1,user,True
C2274,computer,False
C2273$@DOM1,user,True
C2299,computer,False
C2299$@DOM1,user,True
C2402,computer,False
C2401$@DOM1,user,True
C2442,computer,False
C2441$@DOM1,user,True
C2500,computer,False
C2499$@DOM1,user,True
C3071,computer,False
C3071$@DOM1,user,True
C3473$@DOM1,user,True
C3997,computer,False
C3997$@DOM1,user,True
C4262$@DOM1,user,True
C43,computer,False
C43$@DOM1,user,True
C4505$@DOM1,user,True
C4787,computer,False
C4786$@DOM1,user,True
C4816,computer,False
C4816$@DOM1,user,True
C4828$@DOM1,user,True
C4829,computer,False
C4829$@DOM1,user,True
C4889$@DOM1,user,True
C5024$@DOM1,user,True
C5024,computer,False
C5921$@DOM1,user,True
C6453$@DOM1,user,True
C6589,computer,False
C6589$@DOM1,user,True
C7180,computer,False
C7180$@DOM1,user,True
C7290$@DOM1,user,True
C773$@DOM1,user,True
C795,computer,False
C719,computer,False
C8167$@DOM1,user,True
C8692$@DOM1,user,True
C8962$@DOM1,user,True
C9188$@DOM1,user,True
C9481$@DOM1,user,True
C953,computer,False
C953$@DOM1,user,True
C1487,computer,False
C967$@DOM1,user,True
C4410,computer,False
LOCAL SERVICE@C4410,user,False
C8474,computer,False
U1111@DOM1,user,False
U1431@DOM1,user,False
C36,computer,False
U199@DOM1,user,False
C246,computer,False
C7223,computer,False
U2528@DOM1,user,False
U2554@DOM1,user,False
C7178,computer,False
C7756,computer,False
U2979@DOM1,user,False
U332@DOM1,user,False
U4033@DOM1,user,False
C23571,computer,False
U4327@DOM1,user,False
U4333@DOM1,user,False
C10964,computer,False
U4345@DOM1,user,False
C11307,computer,False
U4665@DOM1,user,False
U4639@C11307,user,False
C3758,computer,False
C11727,computer,False
U4856@DOM1,user,False
C1161,computer,False
U504@DOM1,user,False
U51@DOM1,user,False
U5239@DOM1,user,False
U5427@DOM1,user,False
C13140,computer,False
U5608@DOM1,user,False
C13221,computer,False
U5655@DOM1,user,False
C1888,computer,False
U5822@DOM1,user,False
U5934@DOM1,user,False
C14806,computer,False
U608@DOM1,user,False
C14829,computer,False
C13868,computer,False
U6257@DOM1,user,False
U7539@DOM1,user,False
C16428,computer,False
U890@DOM1,user,False
C11461,computer,False
ANONYMOUS LOGON@C612,user,False
C1500,computer,False
C10065$@DOM1,user,True
C10227,computer,False
