src,dst,label,one_class_svm_score,svc_score,isolation_forest_score
C2091,C15007,0,-54.08315200309676,0.00011107983694076842,0.46169201093455275
C3028,C3942,0,-59.07617226672687,0.0003276205759123186,0.4565939017950808
C20312,C1883,0,-51.32572551925455,0.0004850160204901723,0.45995512579051173
C16712,C18725,0,-45.186719481661385,0.00020057960659592366,0.47243208624984523
C5721,C10794,0,30.178656829903275,0.00010945768708138317,0.5783992742837072
C586,C17792,0,-53.26382268886573,0.0003848537642149852,0.47925982532213857
C2016,C231,0,-59.311271837090544,1.1161158630628495e-05,0.4713591783256778
C528,C10577,0,-64.62910246154615,0.00037001018457781054,0.4747687736063708
C3349,C15285,0,-53.78436377003504,0.00027613877184745546,0.49355765694355774
C22027,C5721,0,-18.02100002045904,1.0000000994736041e-07,0.6319930592732754
C19752,C585,0,-3.1746923119990242,1.0000000994736041e-07,0.6047061164940994
C528,C11408,0,-9.296470042957026,0.0004758203831340597,0.45741264279728244
C7131,C585,0,-0.6104246708623577,1.0000000994736041e-07,0.6049316407642159
C4,C5720,0,-5.390766653368701,3.2866506834430996e-06,0.6240660420619135
C21167,C754,0,-43.839600509324555,3.910401013771252e-06,0.4944500090768892
C528,C19286,0,-51.52138522625728,0.00025473316708702086,0.46907917912567515
C18384,C11813,0,-63.99801435020345,4.2621252410918905e-05,0.4891188684225865
C4895,C1973,0,-62.93811720431154,0.00035988147265705737,0.49013631847194555
C15760,C1707,0,-38.998256131161725,1.3743004028886869e-05,0.5040366150232439
C10751,C1685,0,-28.076664840222747,9.47972853984112e-06,0.5225476752225001
C231,C5137,0,-48.97264451219371,0.00011583028916744733,0.5075773532835922
C22920,C11977,0,-16.382756316659652,0.00022795765252331434,0.5176908326670767
C625,C11374,0,-39.271465467195185,0.00024003852621189614,0.47117164475474366
C13239,C585,0,-6.546610549557045,1.0000000994736041e-07,0.6012524410911523
C19199,C5721,0,3.110683663553573,4.929564760611543e-07,0.6046869777086475
C16712,C22220,0,-7.302900331497767,0.00010148103495375224,0.5454705018479041
C5721,C245,0,-2.3463719909618703,6.216923258836454e-05,0.585390460478391
C7194,C585,0,15.633431349076773,1.0000000994736041e-07,0.6260078019844343
C528,C10243,0,-73.0674744927619,0.0003620395382031475,0.5138118590306502
C577,C1139,0,-23.862223809274383,0.00037447432075940826,0.4619091089560425
C3349,C8643,0,-23.782077518254937,0.00037688004090785383,0.5249238526104525
C4603,C1707,0,-57.1992806878211,1.3252136027601692e-05,0.48893471092916246
C706,C17815,0,-50.17788928975983,0.00011497726240314142,0.4587825524759124
C754,C13717,0,-64.97205481137485,3.163830103101602e-05,0.48697439380826535
C15468,C4920,0,-65.69971239870233,4.898928019039191e-05,0.4581425439448545
C231,C15030,0,-32.49116137596525,8.313429861592475e-05,0.5205134080138374
C1707,C14366,0,-69.92726112105925,0.0003022641599827114,0.49791158553229026
C18696,C1503,0,-45.33622717539197,1.0557185003445446e-05,0.4879718687721848
C6238,C1879,0,-66.8961938557677,1.949429042422712e-05,0.48597414097966646
C14551,C4174,0,-68.29156595844006,8.94205600955155e-05,0.46322169850133765
C4174,C7564,0,-31.305276212899116,0.00030812724757525744,0.4541523580038613
C585,C18854,0,-83.31384466967233,0.00039097736106993164,0.4847839556608771
C5030,C18068,0,-64.982353915884,0.000147613089842052,0.4832395793445747
C706,C8951,0,-27.3138423911048,0.00024929635546603544,0.4586480324150732
C15244,C7912,0,-84.45774618921473,0.00045242075677354935,0.4873037486506804
C585,C13218,0,-64.4532791022491,5.37636722206273e-05,0.4662232652676179
C585,C17815,0,-66.2327814596515,4.4732922013794365e-05,0.4806744618124964
C6300,C5720,0,-60.820643807693386,3.5141813930316776e-05,0.4821038941960013
C15244,C25182,0,53.128472366604,4.5990779484905243e-05,0.6066098552764149
C3245,C180,0,-13.691946258597682,8.352060654243681e-05,0.5126497354323093
C23392,C8772,0,-17.4525579949634,0.00037070614675792385,0.4626927875257382
C585,C14967,0,-77.04611552831125,0.00039300836874303185,0.48327806053910355
C585,C6714,0,-70.9382739369446,0.00036451259510298983,0.47770129838974856
C2475,C1685,0,-32.95734420634176,8.433687020674182e-06,0.505173865306027
C11886,C231,0,-59.28570666236487,7.029262892730493e-06,0.4871251392576784
C15802,C528,0,-59.641893124682156,0.0003793736268717814,0.49544990965093305
C19021,C4920,0,-56.474433950737875,9.622096090967351e-05,0.44636615152148945
C15244,C275,0,-64.31767986525983,0.00019370436398096088,0.5149690913826932
C495,C585,0,-6.8985106018947135,1.0000000994736041e-07,0.5932633165154543
C8952,C467,0,-90.1665108785212,0.00017102781359548585,0.4893106695477585
C16179,C529,0,-117.31076625866922,1.0000000994736041e-07,0.6124950504983756
C1685,C7026,0,-19.134260816930237,0.0002272769778970362,0.5514940419400178
C3612,C9157,0,21.209541196654072,9.325161183258907e-05,0.5786303741938307
C14837,C706,0,-75.6097410741836,2.2042631542889846e-05,0.47018491616332114
C5876,C528,0,-34.469336771938515,0.0004014814169491991,0.4550066717207239
C20758,C5720,0,-80.75930927942773,8.074175963350126e-07,0.6022600691888728
C1707,C138,0,-49.32937110885814,0.00038976452056712057,0.47466741235196436
C16778,C231,0,-69.56079747151534,5.6245834862030285e-05,0.4757538933139804
C5900,C25019,0,-46.9279434885384,0.00011171755986219061,0.5078114321003011
C12917,C5720,0,-15.364282562193694,2.938995138706529e-06,0.6104942269870014
C10445,C1065,0,-94.78248106501633,1.5878834389915206e-06,0.6180782139971367
C1480,C1685,0,-29.13196413514379,8.547957956300364e-06,0.5190482942382378
C2174,C19730,0,-9.70843394702979,0.0003804966801191008,0.46064435425555456
C1685,C12113,0,-81.26481512669875,0.0003790630966188516,0.4800940777604421
C18365,C5720,0,-57.19132485034197,1.5186777062417794e-06,0.5999994228885616
C529,C17633,0,-71.41974973370338,0.000299028822591182,0.4832528422411848
C12705,C5721,0,27.579931053182236,7.463933375712475e-07,0.6185854705057406
C17680,C528,0,56.9725015682468,0.00013943048029074184,0.6554831059561713
C11045,C585,0,0.3285892414560294,1.0000000994736041e-07,0.6002194125836099
C1707,C22707,0,-53.78436377003504,0.00027613877184745546,0.49355765694355774
C4222,C14172,0,-61.41277212491468,0.0002036777786350392,0.5209947249412967
C15244,C2225,0,-84.45774618921473,0.00045242075677354935,0.4873037486506804
C18254,C4174,0,-67.3171694958071,1.392679565493915e-05,0.47061656200063773
C5136,C972,0,-24.084129013302572,0.0004000967998555503,0.5161244168179676
C16549,C5720,0,-45.262868196971795,1.0000000994736041e-07,0.6449544179385718
C528,C11264,0,-38.014418503988054,0.0004656140904528911,0.49258822045619993
C2759,C231,0,-59.39466713943443,9.015901724191071e-06,0.4770124287746059
C4920,C315,0,-37.107856592532244,0.0002043505934696128,0.4516798257541125
C25760,C1707,0,-47.02557146708182,1.5825380283082197e-05,0.4906782301374304
C4174,C23911,0,-51.000161964474955,0.00012299768680533316,0.46219393653656976
C18251,C457,0,-71.55912826503868,2.935706742069379e-05,0.47297721150444694
C4920,C11551,0,-67.59569103716217,0.00019205867637517058,0.4899948353505901
C5584,C1973,0,-43.44229305530189,0.00039473068322394393,0.5011804721346388
C19697,C26408,0,-71.92327413225257,2.5369939163756926e-05,0.4697528113594899
C1743,C6731,0,-67.59569103716217,0.00019205867637517058,0.4899948353505901
C4396,C1065,0,-70.85510245329942,0.00014670607931083484,0.45935909645327794
C2647,C231,0,-88.87679963425762,4.781043380312752e-05,0.4858825611988972
C3173,C2870,0,-63.62238993839287,0.0003234786187397225,0.464712893295414
C5030,C4576,0,-24.755244509519343,0.0002999103386303124,0.4560123358680248
C1065,C15207,0,-31.749423049676807,0.0004500947353375622,0.4940398260306587
C13191,C5721,0,25.322882875489086,7.217738045403052e-07,0.6135589731232829
C14768,C16712,0,-57.58549069816581,9.442211521656246e-05,0.4471967737147297
C1685,C5078,0,-42.1487357023243,0.00023938920406004025,0.5443144365582714
C706,C3833,0,-51.5824950989022,0.0004106860692278358,0.4784613544784692
C13849,C529,0,-78.00765936983885,9.53974417567102e-05,0.4981797576328062
C1685,C11508,0,-82.77823683457586,0.0003930263289450017,0.48909917529874664
C13672,C5763,0,-53.83859568480557,0.0004769825500268348,0.4669400312944584
C529,C17039,0,-9.22365156549722,0.00043008008767931807,0.4549555647713357
C5763,C3719,0,-26.1367436825642,0.00017908574230431914,0.5561380671368161
C1065,C20058,0,-16.47343089397441,7.595263001429638e-05,0.5143881734315782
C2174,C10105,0,-25.40467800805027,0.0004177762279229929,0.5193164250961527
C2109,C21399,0,-55.73179122207375,0.00020886818570238738,0.5269660286215819
C2109,C16528,0,-34.786990245387415,0.00028316282028967874,0.45987442955486535
C5763,C8198,0,-12.99666340689646,5.6776368212448115e-05,0.5691809350450797
C2983,C1089,0,-32.25178452721207,0.00024233991281770155,0.4503608102260703
C612,C19109,0,-77.68228931891827,0.0004537948197058885,0.5055420648249436
C10347,C529,0,-65.73095348779907,9.920442307945056e-05,0.464416719689257
C5900,C24053,0,-32.279091350512545,8.063521031353996e-05,0.5224411871966642
C15244,C19366,0,-64.26376372011487,0.0001113200295059889,0.48203321157263646
C16637,C3028,0,0.6844195613753072,3.018107100996739e-06,0.5387556930607235
C16712,C18080,0,-32.170926536953175,0.0002709954410497565,0.4667442639585154
C612,C20393,0,-29.509940593853344,0.0003098065019594031,0.45694339764840064
C624,C5720,0,-13.32107783348306,3.010272327232826e-06,0.6146633082917234
C1065,C14692,0,-36.539659186818426,0.00046323199650329105,0.48651138384448445
C1915,C5919,0,-67.41163840359263,3.54443487581292e-05,0.4752529724516438
C15244,C2107,0,-80.84589454626848,0.00033280820923488433,0.4971818823333902
C1707,C25523,0,-17.643060474159938,0.0001860193864046706,0.549106862844236
C6294,C1685,0,-42.592943844045976,8.27366839334441e-06,0.5000357620531004
C586,C8082,0,-10.262603273253035,0.00037983383914749774,0.45178227366537804
C1743,C8978,0,-57.49587550505635,0.0002735372722030776,0.4685592556034179
C15244,C21011,0,-18.471157765314047,0.00029985593411766584,0.5279537454417739
C11576,C612,0,-101.15665952021118,3.920063374045228e-07,0.6061709104341821
C6810,C5030,0,-75.54389719445112,5.274067782661666e-06,0.5003928550764111
C706,C4515,0,-45.2736717343455,0.00044076985526206064,0.4713806446177069
C5780,C22399,0,-48.2606803287058,0.00027988593162005894,0.4591436970657358
C1544,C15672,0,-12.103543163759696,0.00013675189094271878,0.5192204521276431
C7722,C585,0,-3.813865814288647,1.0000000994736041e-07,0.6063557408835513
C17872,C586,0,-90.12106495700391,6.207403414584712e-05,0.4886729551774567
C1065,C3952,0,-65.94221039830495,0.00028833859003902953,0.4855535538703159
C14160,C1685,0,-46.785059370084355,9.055032437053247e-06,0.49951508194388144
C9545,C743,0,-12.926201654593115,1.2085587748288102e-06,0.6301106738464847
C17133,C585,0,6.344755100713428,1.0000000994736041e-07,0.6135350014299997
C19393,C1382,0,-69.78535624200322,3.0208690285120784e-05,0.4784263886357322
C21093,C4920,0,-43.12234077872972,3.3821366953621405e-06,0.4958917433423366
C17693,C19495,0,-64.17736358714774,0.0004982082626600904,0.4967603243066172
C19838,C585,0,-0.2410335523475169,1.0000000994736041e-07,0.6049316407642159
C19219,C5721,0,-26.10660242061499,2.3600265271767474e-07,0.6045615496042107
C2320,C4174,0,-21.79992699316699,9.923309548760436e-05,0.5447571591898329
C2174,C14804,0,-53.78436377003504,0.00027613877184745546,0.49355765694355774
C19366,C1879,0,-66.8961938557677,1.949429042422712e-05,0.48597414097966646
C5588,C20921,0,-80.17157702611212,0.00046669503886142416,0.4889907903436422
C3178,C1685,0,-45.25402444767701,9.296986538338772e-06,0.495129235043975
C585,C10345,0,-16.77723695068471,5.911584276668616e-05,0.5442130689754769
C1685,C15920,0,-52.93015733895254,0.0002221737771026862,0.48783872357572877
C871,C5763,0,-29.580175390269005,0.0004942057484626631,0.45308561210153103
C5030,C8768,0,-16.944992960551872,0.0004693564783055339,0.4536492084906652
C23379,C22183,0,-59.3559226756131,0.00010121181281912558,0.47027720379238974
C11616,C3873,0,-41.32096205473863,0.0005307263202353176,0.4549558187773474
C3173,C6526,0,-56.18253577910082,0.0003738522993260406,0.49751260113690865
C3349,C14455,0,-71.99742838154316,0.0004087308590294376,0.5005007314711084
C2053,C5030,0,-58.04079041222258,0.0001792424067564054,0.4632374857539919
C585,C19793,0,-4.250556594754926,6.422478319957511e-05,0.5389560045630655
C19189,C612,0,-67.62105042412759,0.00017326873479124027,0.46107750517970386
C21311,C529,0,-69.28867700926139,1.6732868225171603e-05,0.4685742753851707
C14866,C4174,0,-68.27072242647182,9.214929739310546e-06,0.4770223736451579
C1707,C9827,0,-72.45240436622612,0.00036099850885540585,0.4756580437590765
C2514,C1940,0,-13.479136753864623,0.00042498837494233944,0.46793284339534225
C154,C586,0,-110.64280027643872,2.6526973571282337e-07,0.6095360398686936
C11352,C5721,0,-18.02100002045904,1.0000000994736041e-07,0.6319930592732754
C743,C17366,0,-74.7955572772994,0.00034287831123500155,0.4688572444942435
C586,C15953,0,-60.74709276438148,0.0003153296276577849,0.46478078250227145
C3349,C9256,0,-62.30119681439692,0.00047565937214444457,0.489670574843407
C291,C18969,0,-31.762851417220872,0.00028912824353907165,0.454902949841188
C585,C16373,0,-33.197953525909725,0.00027828138644807717,0.464111919741331
C5030,C16373,0,-70.69632627361989,0.0003557719825347693,0.46459591761285957
C16576,C754,0,57.96430229219027,1.6780570126656438e-06,0.6500516085279817
C22712,C585,0,132.3989309271451,3.1997623020068203e-07,0.617404647544795
C1685,C13220,0,18.511587528312702,0.00014224192825627004,0.5858975709651402
C3461,C5721,0,4.828501894742658,5.097074162827646e-07,0.6021527166012015
C3299,C8388,0,-70.27770641632492,0.000356193527515045,0.4707291162882251
C20141,C359,0,-58.60316308390384,7.063806365296042e-05,0.4552645391981474
C20063,C231,0,-30.38041205690297,9.427628239821024e-07,0.5496211499499729
C528,C15072,0,-50.27170484646649,0.00014712289872501402,0.4956494494702836
C14640,C231,0,-59.36761144303205,1.0054090444902458e-05,0.4736925996836866
C13757,C529,0,-65.69979365838594,3.5303356712314516e-05,0.4567379456651721
C7346,C585,0,107.76434733032954,1.0000000994736041e-07,0.6689010700371011
C529,C6253,0,-21.221294054805867,0.00035126541267349,0.4436785790593267
C22181,C5720,0,-34.92951231468396,1.3236153968539874e-06,0.5314768662358205
C625,C794,0,-46.56827156872532,0.00027487876333848416,0.46003545952720526
C5030,C15168,0,-61.83089730994743,0.0003227887245006307,0.4691608869612202
C23388,C20244,0,-53.39418614172564,9.453195388891032e-05,0.45414683873633865
C5900,C13574,0,-64.4532791022491,5.37636722206273e-05,0.4662232652676179
C7956,C585,0,-2.1559110435400726,1.0000000994736041e-07,0.6040288548435
C467,C20250,0,-15.515132389651626,0.0004094011332366407,0.46696546040715053
C1503,C17875,0,-67.4088494681564,4.118706405014991e-05,0.475581669485549
C1685,C12996,0,-45.441239194881746,0.0003576117917165734,0.4602745776318214
C359,C21577,0,-12.041401890350244,0.0001490447517067651,0.5736593699059938
C706,C15187,0,-47.74065779554189,0.00044446096179560153,0.47763177683501573
C1973,C16827,0,-62.30119681439692,0.00047565937214444457,0.489670574843407
C4920,C11174,0,-55.63142648683561,0.00026840070620848234,0.4703114876004809
C20000,C1707,0,-64.03986781329536,1.3903560576778723e-05,0.4767498969465911
C3083,C5788,0,-0.8199334112143788,0.0003288854678320139,0.57544269724998
C528,C5942,0,-36.58852764508015,0.0001732785201004109,0.5202865811045261
C5778,C743,0,-12.926201654593115,1.2085587748288102e-06,0.6301106738464847
C3028,C19721,0,-6.142808088541415,3.277215433173123e-05,0.5128815509600001
C11118,C2485,0,-50.684771243288424,0.00010545007422900336,0.4529323927358699
C1685,C3589,0,-53.33219800977031,0.00023445946167448414,0.5204378374313927
C5736,C2485,0,-68.0258479303759,3.839073172736734e-05,0.46842547956470193
C4174,C9311,0,-49.504003679596735,0.00016960237634813439,0.4880284563704983
C1065,C2882,0,-74.91204876568463,0.0003297464983686417,0.49007391616004553
C2174,C993,0,-63.12018515698492,0.0004536008166021604,0.5026371094044668
C1707,C10269,0,-65.05178558838247,0.0002918390098894107,0.5146773879690966
C2651,C719,0,-24.084129013302572,0.0004000967998555503,0.5161244168179676
