edge_index,edge_rarity,src_out_degree,dst_in_degree
63,0.038461538461538464,11,1589
64,0.0038910505836575876,17,662
65,0.041666666666666664,13,1589
66,0.041666666666666664,10,1589
67,0.041666666666666664,10,1589
68,0.006666666666666667,19,1753
69,0.013157894736842105,1875,15
70,0.041666666666666664,11,1589
71,0.0047169811320754715,1754,19
72,0.005050505050505051,5,3622
73,0.01098901098901099,663,16
74,0.0035714285714285713,663,17
75,0.041666666666666664,16,1589
76,0.045454545454545456,10,1589
77,0.029411764705882353,7,3622
78,0.0006406149903907751,5,3630
79,0.041666666666666664,11,1589
80,0.041666666666666664,16,1589
81,0.041666666666666664,2014,22
82,0.015625,2014,13
83,0.01,2014,4
84,0.011904761904761904,2014,12
85,0.011363636363636364,2014,13
86,0.008333333333333333,2014,3
87,0.011904761904761904,2014,4
88,0.011904761904761904,2014,1
89,0.008333333333333333,2014,2
90,0.008333333333333333,2014,1
91,0.008333333333333333,2014,18
92,0.009615384615384616,2014,2
93,0.008333333333333333,2014,1
94,0.008928571428571428,2014,2
95,0.0009910802775024777,4,4752
96,0.02040816326530612,16,2000
97,0.02040816326530612,1964,16
98,0.007462686567164179,17,1927
99,0.007462686567164179,1900,17
100,0.0017825311942959,3631,10
101,0.0017889087656529517,4,3630
102,0.00011563367252543941,2,29
103,0.0001156737998843262,17,2
104,0.00034317089910775565,17,3154
105,0.00034281796366129587,1391,17
106,0.00011869436201780416,187,12
107,0.0005257623554153522,4,3865
108,0.000671591672263264,88,8
109,0.00025673940949935817,1977,4
110,0.00024832381425378696,4,3865
111,0.0008726003490401396,95,14
112,0.004132231404958678,1902,13
113,0.022727272727272728,11,1753
114,0.001310615989515072,13,1642
115,0.0005321979776476849,6,3630
116,0.004424778761061947,13,1925
117,0.0005310674455655868,3631,6
118,0.003968253968253968,3631,12
119,0.000564334085778781,26,2000
120,0.003952569169960474,7,3630
121,0.001310615989515072,1615,13
122,0.05555555555555555,1875,18
123,0.0008326394671107411,15,3219
124,0.02127659574468085,1754,11
125,0.0015174506828528073,3260,13
126,0.0003832886163280951,7,13
127,0.0015503875968992248,1964,11
128,0.00047505938242280285,1964,26
129,0.05555555555555555,18,1905
130,0.0049504950495049506,3221,14
131,0.008849557522123894,3221,10
132,0.0012970168612191958,11,2000
133,0.003048780487804878,3620,8
134,0.0030581039755351682,4,3622
135,0.001466275659824047,3260,15
136,0.0003894080996884735,8,17
137,0.0003718854592785422,8,16
138,0.0003716090672612412,8,15
139,0.0003717472118959108,8,15
140,0.0003716090672612412,8,18
141,0.0003714710252600297,8,18
142,0.0003716090672612412,8,17
143,0.0003718854592785422,8,12
144,0.00030665440049064706,187,13
145,0.00031308703819661864,187,26
146,0.0009478672985781991,3,26
147,0.0009505703422053232,26,1
148,9.475080538184574e-05,187,12
149,0.004608294930875576,7,3219
150,0.007936507936507936,6,3219
151,4.3878894251864855e-05,6,15
152,0.0002399232245681382,3,15
153,0.00043956043956043956,29,15
154,0.0004385964912280702,9,29
155,8.778089887640449e-05,139,12
156,0.00023618327822390176,117,55
157,0.00014766686355581807,70,5
158,0.0003447087211306446,3,3154
159,0.0004894762604013706,95,11
160,0.008620689655172414,1902,14
161,0.010752688172043012,2,3154
162,0.0005906674542232723,5,45
163,0.0005899705014749262,45,9
164,0.005847953216374269,15,1905
165,0.00048661800486618007,25,31
166,0.0003248862897985705,1615,10
167,0.008620689655172414,15,1925
168,0.005813953488372093,1875,15
169,0.005917159763313609,3260,20
170,0.0003245699448231094,10,1642
171,0.005,3221,10
172,0.00048638132295719845,15,25
173,0.002785515320334262,5,3219
174,0.0029940119760479044,21,3630
175,0.004366812227074236,4,3622
176,0.0048543689320388345,4,3622
177,0.005376344086021506,4,3622
178,0.0035714285714285713,3260,12
179,0.0072992700729927005,10,2000
180,0.0072992700729927005,1964,10
181,0.006329113924050633,15,1928
182,0.006289308176100629,1937,15
183,0.00017596339961288053,3,3865
184,0.0001405678942929435,187,13
185,0.00018885741265344664,15,1928
186,0.00014963339817447254,1937,15
187,0.0027624309392265192,3631,21
188,0.004366812227074236,3620,9
189,0.005376344086021506,3620,9
190,0.00028555111364934324,4,3865
191,0.0003562522265764161,9,367
192,0.00042643923240938164,9,367
193,0.0003557452863749555,385,27
194,0.0007230657989877079,3,3865
195,0.0004892367906066536,3,3865
196,0.00032690421706440013,15,3865
197,0.00047214353163361664,10,3865
198,0.0004906771344455348,3,3865
199,0.000792393026941363,2,3865
200,0.0007336757153338225,6,3865
201,0.0006891798759476223,15,3865
202,0.0013698630136986301,2,3865
203,0.00035236081747709656,2,3865
204,0.0006738544474393531,5,3865
205,0.0004496402877697842,15,3865
206,0.000449842555105713,4,3865
207,0.0003654970760233918,3,3865
208,0.00047551117451260106,3,3865
209,0.0005136106831022085,3,3865
210,0.000395882818685669,4,3865
211,0.0005652911249293386,2,3865
212,0.010638297872340425,4,3865
213,0.0005701254275940707,3,3865
214,0.000513083632632119,4,3865
215,0.00018796992481203009,3,3865
216,0.00046533271288971617,4,3865
217,0.00024709661477637757,2,3865
218,0.0008183306055646482,2,3865
219,0.00047281323877068556,3,3865
220,0.00045248868778280545,3,3865
221,0.000267022696929239,4,3865
222,0.0004955401387512388,20,3865
223,0.0006523157208088715,3,3865
224,0.022222222222222223,11,1753
225,0.000395882818685669,3,3865
226,0.0004570383912248629,2,3865
227,0.0019267822736030828,3,3865
228,0.0002077274615704196,2,3865
229,0.0045871559633027525,1902,16
230,0.001984126984126984,1902,19
231,0.0022471910112359553,3,3865
232,0.0028089887640449437,2,3865
233,0.000547945205479452,18,3865
234,0.0013089005235602095,13,3865
235,0.00028885037550548814,3,3865
236,0.0009025270758122744,3,3865
237,0.0005136106831022085,3,3865
238,0.00027005130974885227,4,3865
239,0.0009671179883945841,18,3865
240,0.0004664179104477612,3,3865
241,0.0007363770250368188,15,3865
242,0.0007363770250368188,15,3865
243,0.0005959475566150178,2,3865
244,0.0002610966057441253,8,3865
245,0.00045495905368516835,3,3865
246,0.00025031289111389235,2,3865
247,0.0007390983000739098,2,3865
248,0.0005688282138794084,14,3865
249,0.0005128205128205128,2,3865
250,0.0002565418163160595,4,3865
251,0.0005361930294906167,2,3865
252,0.0007163323782234957,3,3865
253,0.0007122507122507123,16,3865
254,0.0005878894767783657,3,3865
255,0.0005151983513652757,2,3865
256,0.0008319467554076539,3,3865
257,0.0006455777921239509,16,3865
258,0.00045558086560364467,2,3865
259,0.0007380073800738007,2,3865
260,0.0004366812227074236,4,3865
261,0.0006640106241699867,4,3865
262,0.0005,19,3865
263,0.00024073182474723158,3,3865
264,0.0004657661853749418,3,3865
265,0.0003057169061449098,17,3865
266,0.000513083632632119,2,3865
267,0.0008576329331046312,3,3865
268,0.0007451564828614009,15,3865
269,0.0005302226935312832,4,3865
270,0.0002635740643120717,7,3865
271,0.0006349206349206349,3,3865
272,0.00024807740014884643,3,3865
273,0.0003156565656565657,3,3865
274,0.0012376237623762376,15,3865
275,0.0005672149744753262,3,3865
276,0.0004748338081671415,3,3865
277,0.00011012003083360864,15,3154
278,0.0004780114722753346,14,3865
279,0.0014814814814814814,1,3865
280,0.00043554006968641115,18,3865
281,0.00031496062992125983,3,3865
282,0.002325581395348837,16,3865
283,0.0005991611743559018,15,3865
284,0.0004597701149425287,3,3865
285,0.0005136106831022085,3,3865
286,0.001890359168241966,3,3865
287,0.0005122950819672131,3,3865
288,0.0012391573729863693,3,3865
289,0.0005128205128205128,4,3865
290,0.00047281323877068556,4,3865
291,0.0005414185165132648,4,3865
292,0.0003151591553734636,8,3865
293,0.0005546311702717693,4,3865
294,0.006134969325153374,16,3865
295,0.00046816479400749064,3,3865
296,0.0005254860746190226,2,3865
297,0.0004764173415912339,4,3865
298,0.00023713540431586437,3,3865
299,0.00024189646831156264,3,3865
300,0.0002519526329050139,2,3865
301,0.00025700334104343357,3,3865
302,0.0008532423208191126,4,3865
303,0.008928571428571428,1,3865
304,0.0005627462014631402,3,3865
305,0.0013089005235602095,2,3865
306,0.0005291005291005291,15,3865
307,0.0004880429477794046,4,3865
308,0.0004764173415912339,4,3865
309,0.00027114967462039046,4,3865
310,0.0007002801120448179,7,3865
311,0.0006997900629811056,4,3865
312,0.0007507507507507507,6,3865
313,0.0005117707267144319,8,3865
314,0.00028153153153153153,4,3865
315,0.0004901960784313725,5,3865
316,0.00047214353163361664,2,3865
317,0.0007905138339920949,16,3865
318,0.00032530904359141186,3,3865
319,0.0003443526170798898,2,3865
320,0.00025342118601115053,3,3865
321,0.0011918951132300357,9,3630
322,0.0025252525252525255,9,3622
323,0.00038880248833592535,4,3865
324,0.00044033465433729633,2,3865
325,0.0008718395815170009,17,3865
326,0.00037313432835820896,3,3865
327,0.00202020202020202,2,3865
328,0.0002405002405002405,3,3865
329,0.0005096839959225281,4,3865
330,0.0005173305742369374,3,3865
331,0.0005178663904712584,4,3865
332,0.000744047619047619,3,3865
333,0.0029850746268656717,3,3865
334,0.0005399568034557236,5,3865
335,0.00017394329448599757,2,3865
336,0.0004492362982929021,15,3865
337,0.00025680534155110427,1,3865
338,0.00032615786040443573,2,3865
339,0.00046816479400749064,6,3865
340,0.0005099439061703213,2,3865
341,0.0007374631268436578,17,3865
342,0.0011074197120708748,3,3865
343,0.0009165902841429881,14,3865
344,0.00017979144192736425,4,3865
345,0.0005263157894736842,4,3865
346,0.00043782837127845885,2,3865
347,0.0004528985507246377,3,3865
348,0.000819672131147541,3,3865
349,0.0007412898443291327,3,3865
350,0.0005691519635742744,5,3865
351,0.0010471204188481676,3,3865
352,0.0014970059880239522,2,3865
353,0.002364066193853428,2,3865
354,0.0007993605115907274,3,3865
355,0.0004975124378109452,2,3865
356,0.0045871559633027525,16,1925
357,0.0009794319294809011,1,3865
358,0.00024606299212598425,2,3865
359,0.00023724792408066428,2,3865
360,0.0002737476047084588,3,3865
361,0.001160092807424594,3,3865
362,0.00047192071731949034,3,3865
363,0.0005107252298263534,2,3865
364,0.0005117707267144319,4,3865
365,0.000513347022587269,2,3865
366,0.0006056935190793458,6,3865
367,0.0008264462809917355,3,3865
368,0.0003763643206624012,16,3865
369,0.0011261261261261261,4,3865
370,0.001182033096926714,2,3865
371,0.0005141388174807198,3,3865
372,0.0022624434389140274,18,1925
373,0.058823529411764705,18,1642
374,0.0006269592476489029,3,3865
375,0.003257328990228013,22,1928
376,0.00043782837127845885,22,2000
377,0.0008097165991902834,4,3865
378,0.0002105706464518846,15,3865
379,0.0005022601707684581,3,3865
380,0.0012515644555694619,11,1597
381,0.00047709923664122136,2,3865
382,0.0003856536829926726,2,3865
383,0.0015015015015015015,15,1905
384,0.0007722007722007722,3,3865
385,0.00024993751562109475,5,3865
386,0.0007898894154818325,17,3865
387,0.0004591368227731864,2,3865
388,0.00028208744710860365,17,3865
389,0.0025380710659898475,1,3865
390,0.00031857279388340236,6,3865
391,0.000757002271006813,3,3865
392,0.000984251968503937,3,3865
393,0.00030543677458766036,4,3865
394,0.0012642225031605564,2,3865
395,0.0007374631268436578,4,3865
396,0.0009832841691248771,150,3865
397,0.0007955449482895784,18,3865
398,0.0007598784194528875,4,3865
399,0.0007407407407407407,2,3865
400,0.00048123195380173246,3,3865
401,0.0005122950819672131,3,3865
402,0.058823529411764705,3,3865
403,0.0008347245409015025,15,3865
404,0.0007621951219512195,2,3865
405,0.001869158878504673,2,3865
406,0.0003677822728944465,6,3865
407,0.0007183908045977011,15,3865
408,0.0005417118093174431,2,3865
409,0.0007062146892655367,4,3865
410,0.0005927682276229994,2,3865
411,0.00051440329218107,3,3865
412,0.0004361098996947231,4,3865
413,0.0009478672985781991,3,3865
414,0.0006242197253433209,4,3865
415,0.0006067961165048543,5,3865
416,0.0008045052292839903,3,3865
417,0.0011876484560570072,3631,10
418,0.001272264631043257,3,3865
419,0.000572737686139748,2,3865
420,0.0025252525252525255,3620,10
421,0.00025290844714213456,3,3865
422,0.041666666666666664,3,3865
423,0.00046728971962616824,17,3865
424,0.0004269854824935952,2,3865
425,0.0007396449704142012,1,3865
426,0.0007293946024799417,2,3865
427,0.00025967281225655674,3,3865
428,0.00046685340802987864,2,3865
429,0.00023185717597959656,6,3865
430,0.0007267441860465116,16,3865
431,0.0012515644555694619,1562,11
432,0.000513347022587269,1,3865
433,0.0007627765064836003,3,3865
434,0.0002817695125387433,3,3865
435,0.0005458515283842794,4,3865
436,0.00027277686852154935,3,3865
437,0.0005494505494505495,3,3865
438,0.0005305039787798408,5,3865
439,0.00022361359570661896,5,3865
440,0.0003996802557953637,4,3865
441,0.0009523809523809524,3,3865
442,0.0013227513227513227,3,3865
443,0.0004589261128958238,3,3865
444,0.00039478878799842083,2,3865
445,0.0004737091425864519,3,3865
446,0.000244140625,3,3865
447,0.0006067961165048543,3,3865
448,0.0009551098376313276,2,3865
449,0.00023894862604540023,2,3865
450,0.0016474464579901153,2,3865
451,0.00045167118337850043,3,3865
452,0.0005136106831022085,1,3865
453,0.00029197080291970805,15,3865
454,0.0005307855626326964,4,3865
455,0.0004677268475210477,4,3865
456,0.00047824007651841227,3,3865
457,0.0014970059880239522,2,3865
458,0.0006222775357809583,4,3865
459,0.00048007681228996637,2,3865
460,0.0009532888465204957,4,3865
461,0.0009216589861751152,3,3865
462,0.0006548788474132286,3,3865
463,0.0005128205128205128,1,3865
464,0.0022371364653243847,17,3865
465,0.0005605381165919282,3,3865
466,0.0005005005005005005,2,3865
467,0.0003202049311559398,15,3865
468,0.00023957834211787255,2,3865
469,0.0012048192771084338,16,3865
470,0.0012422360248447205,16,3865
471,0.0006591957811470006,4,3865
472,0.0004657661853749418,2,3865
473,0.003125,1937,23
474,0.0014388489208633094,12,3865
475,0.0006514657980456026,2,3865
476,0.058823529411764705,1615,19
477,0.0013175230566534915,1875,15
478,0.0006131207847946045,2,3865
479,0.00030175015087507544,5,3865
480,0.022222222222222223,1754,11
481,0.0013175230566534915,3,3865
482,0.0002414875633904854,2,3865
483,0.00029507229271171436,3,3865
484,0.0027247956403269754,1900,17
485,0.0004640371229698376,4,3865
486,0.001652892561983471,2,3865
487,0.001177856301531213,2,3865
488,0.00011010790574763268,1391,15
489,0.0004880429477794046,1977,3
490,0.00032499187520311994,1977,15
491,0.00047214353163361664,1977,10
492,0.0004847309743092584,1977,3
493,0.0006734006734006734,1977,15
494,0.000354735721887194,1977,2
495,0.0006743088334457181,1977,5
496,0.00044583147570218456,1977,16
497,0.000449842555105713,1977,4
498,0.000364963503649635,1977,3
499,0.000513347022587269,1977,3
500,0.0005694760820045558,1977,3
501,0.0005128205128205128,1977,4
502,0.00046533271288971617,1977,4
503,0.00024703557312252963,1977,2
504,0.0004725897920604915,1977,3
505,0.0004945598417408506,1977,20
506,0.000649772579597141,1977,3
507,0.0017006802721088435,1977,4
508,0.00020716801325875285,1977,2
509,0.0022471910112359553,1977,3
510,0.002777777777777778,1977,2
511,0.000547645125958379,1977,18
512,0.00130718954248366,1977,13
513,0.00028876696505919725,1977,3
514,0.0008880994671403197,1977,3
515,0.0009652509652509653,1977,18
516,0.0004675081813931744,1977,3
517,0.0007288629737609329,1977,15
518,0.0007358351729212656,1977,15
519,0.0005665722379603399,1977,14
520,0.000508646998982706,1977,2
521,0.0005376344086021505,1977,2
522,0.0017123287671232876,1977,16
523,0.0005861664712778429,1977,3
524,0.000514668039114771,1977,2
525,0.0008278145695364238,1977,3
526,0.0006459948320413437,1977,16
527,0.00043554006968641115,1977,4
528,0.0006747638326585695,1977,4
529,0.001314060446780552,1977,17
530,0.00024073182474723158,1977,3
531,0.0004657661853749418,1977,3
532,0.0003056234718826406,1977,17
533,0.000513083632632119,1977,2
534,0.0008361204013377926,1977,3
535,0.000744047619047619,1977,15
536,0.0005299417064122947,1977,4
537,0.0006246096189881324,1977,3
538,0.00024850894632206757,1977,3
539,0.0012062726176115801,1977,15
540,0.0005602240896358543,1977,3
541,0.00047281323877068556,1977,3
542,0.0004761904761904762,1977,14
543,0.00042936882782310007,1977,18
544,0.0003139717425431711,1977,3
545,0.0022988505747126436,1977,17
546,0.001589825119236884,1977,15
547,0.00045998160073597056,1977,3
548,0.0005136106831022085,1977,3
549,0.001890359168241966,1977,3
550,0.0005122950819672131,1977,3
551,0.001226993865030675,1977,3
552,0.0005122950819672131,1977,4
553,0.0004725897920604915,1977,4
554,0.006134969325153374,1977,16
555,0.0005254860746190226,1977,2
556,0.0004761904761904762,1977,16
557,0.00023713540431586437,1977,3
558,0.00024177949709864604,1977,3
559,0.00025201612903225806,1977,2
560,0.00025687130747495504,1977,3
561,0.0008547008547008547,1977,4
562,0.0005617977528089888,1977,3
563,0.001128668171557562,1977,15
564,0.0004906771344455348,1977,4
565,0.00847457627118644,1977,3
566,0.000281928390188892,1977,4
567,0.00047393364928909954,1977,2
568,0.000777000777000777,1977,16
569,0.0003341129301703976,1977,3
570,0.0003436426116838488,1977,2
571,0.0004347826086956522,1977,2
572,0.0008710801393728223,1977,17
573,0.0002403846153846154,1977,3
574,0.0005091649694501018,1977,4
575,0.0005216484089723526,1977,3
576,0.00017394329448599757,1977,2
577,0.0013227513227513227,1977,15
578,0.00025680534155110427,1977,1
579,0.0007380073800738007,1977,17
580,0.0009140767824497258,1977,14
581,0.00017972681524083394,1977,4
582,0.0005249343832020997,1977,4
583,0.0008176614881439084,1977,3
584,0.0010449320794148381,1977,3
585,0.0007942811755361397,1977,3
586,0.00024679170779861795,1977,2
587,0.00027359781121751026,1977,3
588,0.00047192071731949034,1977,3
589,0.000513347022587269,1977,2
590,0.0003755163349605708,1977,16
591,0.0011123470522803114,1977,4
592,0.0011682242990654205,1977,2
593,0.0002103049421661409,1977,15
594,0.0005083884087442806,1977,3
595,0.0020408163265306124,1977,16
596,0.00028153153153153153,1977,17
597,0.00030525030525030525,1977,4
598,0.0012610340479192938,1977,2
599,0.0007911392405063291,1977,18
600,0.0007558578987150416,1977,4
601,0.00047709923664122136,1977,3
602,0.041666666666666664,1977,3
603,0.0008237232289950577,1977,15
604,0.00125,1977,15
605,0.0005414185165132648,1977,2
606,0.0005858230814294083,1977,2
607,0.0004361098996947231,1977,3
608,0.0009433962264150943,1977,3
609,0.000794912559618442,1977,3
610,0.037037037037037035,1977,3
611,0.0004608294930875576,1977,17
612,0.0007262164124909223,1977,16
613,0.000513347022587269,1977,1
614,0.0002794076557697681,1977,3
615,0.00027285129604365623,1977,3
616,0.0005302226935312832,1977,5
617,0.0002247696111485727,1977,5
618,0.00039824771007566706,1977,4
619,0.0012953367875647669,1977,3
620,0.0003992015968063872,1977,2
621,0.00046707146193367583,1977,3
622,0.0002454590083456063,1977,3
623,0.0005136106831022085,1977,1
624,0.00029761904761904765,1977,16
625,0.0005293806246691371,1977,4
626,0.0004780114722753346,1977,3
627,0.0014947683109118087,1977,2
628,0.000473260766682442,1977,2
629,0.0009182736455463728,1977,3
630,0.0005122950819672131,1977,1
631,0.0022222222222222222,1977,17
632,0.0005733944954128441,1977,3
633,0.0005,1977,2
634,0.000697350069735007,1977,15
635,0.0011695906432748538,1977,16
636,0.0012315270935960591,1977,16
637,0.00046425255338904364,1977,2
638,0.0014285714285714286,1977,12
639,0.0006527415143603133,1977,2
640,0.000612369871402327,1977,2
641,0.00030102347983142685,1977,5
642,0.00024301336573511544,1977,2
643,0.0002949852507374631,1977,3
644,0.0004662004662004662,1977,4
645,0.00047596382674916705,1977,4
646,0.001488095238095238,1977,16
647,0.000664451827242525,1977,18
648,0.0008230452674897119,1977,3
649,0.00024242424242424242,1977,3
650,0.0005787037037037037,1977,15
651,0.0004967709885742673,1977,2
652,0.0010834236186348862,1977,2
653,0.00038895371450797355,1977,3
654,0.0002575328354365182,1977,2
655,0.0005243838489774515,1977,3
656,0.00025497195308516065,1977,3
657,0.00046061722708429296,1977,3
658,0.0005122950819672131,1977,4
659,0.0004786979415988511,1977,8
660,0.000484027105517909,1977,3
661,0.0004299226139294927,1977,2
662,0.0008431703204047217,1977,17
663,0.0003365870077415012,1977,2
664,0.0003427004797806717,1977,13
665,0.0006925207756232687,1977,3
666,0.0045871559633027525,1977,16
667,0.0009389671361502347,1977,3
668,0.0007855459544383347,1977,3
669,0.0006253908692933083,1977,3
670,0.0006067961165048543,1977,2
671,0.00036469730123997083,1977,3
672,0.0013123359580052493,1977,14
673,0.000513083632632119,1977,3
674,0.0005747126436781609,1977,2
675,0.00030637254901960784,1977,2
676,0.0010162601626016261,1977,4
677,0.00047961630695443646,1977,16
678,0.0006016847172081829,1977,3
679,0.000554016620498615,1977,2
680,0.00023479690068091102,1977,3
681,0.0004957858205255329,1977,4
682,0.0016233766233766235,1977,16
683,0.0002949852507374631,1977,15
684,0.021739130434782608,1977,15
685,0.0003637686431429611,1977,3
686,0.0005200208008320333,1977,3
687,0.0011235955056179776,1977,17
688,0.0005341880341880342,1977,4
689,0.0005115089514066496,1977,2
690,0.00043084877208099956,1977,4
691,0.00040567951318458417,1977,3
692,0.00020437359493153485,1977,3
693,0.00145985401459854,1977,3
694,0.0002469745616201531,1977,3
695,0.0003645643456069996,1977,3
696,0.001483679525222552,1977,16
697,0.0001694628029147602,1977,3
698,0.00045662100456621003,1977,2
699,0.0007358351729212656,1977,14
700,0.0005810575246949448,1977,17
701,0.0004578754578754579,1977,14
702,0.0007117437722419929,1977,2
703,0.00047664442326024784,4,3865
704,0.0014925373134328358,16,3865
705,0.0004344048653344917,1964,23
706,0.012345679012345678,1964,15
707,0.0003526093088857546,3,3865
708,0.0006743088334457181,18,3865
709,0.002012072434607646,2,3865
710,0.0003629764065335753,3,3865
711,0.0004992511233150275,2,3865
712,0.0008271298593879239,3,3865
713,0.0038022813688212928,1876,15
714,0.0008665511265164644,4,3865
715,0.0004528985507246377,4,3865
716,0.001091703056768559,3,3865
717,0.00024254183846713557,3,3865
718,0.0005807200929152149,15,3865
719,0.0005889281507656066,3,3865
720,0.001422475106685633,6,3865
721,0.0007363770250368188,2,3865
722,0.0004562043795620438,3,3865
723,0.0005549389567147614,4,3865
724,0.0004710315591144607,3,3865
725,0.0004972650422675286,2,3865
726,0.0010857763300760044,2,3865
727,0.00039277297721916735,3,3865
728,0.0003696857670979667,3,3865
729,0.0008726003490401396,2,3865
730,0.0009074410163339383,4,3865
731,0.0011402508551881414,2,3865
732,0.0004880429477794046,3,3865
733,0.00048496605237633366,5,3865
734,0.0002566735112936345,2,3865
735,0.0006169031462060457,4,3865
736,0.0002572678157962439,2,3865
737,0.0005249343832020997,3,3865
738,0.00020161290322580645,2,3865
739,0.0004906771344455348,5,3865
740,0.0002545824847250509,3,3865
741,0.0024752475247524753,2,3865
742,0.00045413260672116256,4,3865
743,0.0006184291898577613,2,3865
744,0.0004045307443365696,3,3865
745,0.00046040515653775324,3,3865
746,0.0005154639175257732,4,3865
747,0.0006583278472679394,3,3865
748,0.00046598322460391424,3,3865
749,0.005076142131979695,3221,11
750,0.009009009009009009,3221,20
751,0.0004775549188156638,8,3865
752,0.000484027105517909,3,3865
753,0.0005580357142857143,3,3865
754,0.00043252595155709344,2,3865
755,0.000846740050804403,17,3865
756,0.0007662835249042146,3,3865
757,0.002066115702479339,2,3865
758,0.00032499187520311994,4,3865
759,0.0006238303181534623,4,3865
760,0.000708215297450425,2,3865
761,0.0003333333333333333,2,3865
762,0.00034328870580157915,13,3865
763,0.0004972650422675286,5,3865
764,0.0027247956403269754,17,1927
765,0.0009416195856873823,2,3865
766,0.0006337135614702154,3,3865
767,0.0004945598417408506,5,3865
768,0.0005324813631522897,2,3865
769,0.0004464285714285714,3,3865
770,0.0007042253521126761,3,3865
771,0.0004730368968779565,3,3865
772,0.0007776049766718507,4,3865
773,0.0012345679012345679,16,3865
774,0.0009514747859181732,3,3865
775,0.0007656967840735069,3,3865
776,0.0006090133982947625,4,3865
777,0.0006297229219143577,3,3865
778,0.0006079027355623101,2,3865
779,0.000513347022587269,1,3865
780,0.0007215007215007215,6,3865
781,0.0004761904761904762,3,3865
782,0.00036563071297989033,3,3865
783,0.0009398496240601503,15,3865
784,0.000513347022587269,3,3865
785,0.0005685048322910744,2,3865
786,0.0004677268475210477,8,3865
787,0.0003075030750307503,2,3865
788,0.0010638297872340426,4,3865
789,0.0004803073967339097,16,3865
790,0.0002575328354365182,3,3865
791,0.00047080979284369113,2,3865
792,0.0006060606060606061,2,3865
793,0.0002876042565429968,4,3865
794,0.0006024096385542169,3,3865
795,0.0003695491500369549,3,3865
796,0.0005543237250554324,2,3865
797,0.00023479690068091102,3,3865
798,0.0003040437823046519,6,3865
799,0.000496031746031746,4,3865
800,0.0016611295681063123,16,3865
801,0.0002973535533749628,15,3865
802,0.02857142857142857,15,3865
803,0.0003636363636363636,3,3865
804,0.000473260766682442,2,3865
805,0.00033783783783783786,3,3865
806,0.0007656967840735069,4,3865
807,0.0011614401858304297,2,3865
808,0.0016666666666666668,2,3865
809,0.0038022813688212928,15,1907
810,0.012345679012345678,15,2000
811,0.0006506180871828237,2,3865
812,0.0005216484089723526,3,3865
813,0.0011961722488038277,17,3865
814,0.0004861448711716091,3,3865
815,0.0005321979776476849,4,3865
816,0.000449034575662326,2,3865
817,0.0005120327700972862,2,3865
818,0.0008006405124099279,3,3865
819,0.0006954102920723226,2,3865
820,0.00042936882782310007,4,3865
821,0.00040567951318458417,3,3865
822,0.0004916420845624386,5,3865
823,0.00023228803716608595,3,3865
824,0.00020383204239706482,3,3865
825,0.0012165450121654502,3,3865
826,0.0002460024600246002,3,3865
827,0.001215066828675577,2,3865
828,0.0014684287812041115,3,3865
829,0.00024703557312252963,3,3865
830,0.0006020469596628537,2,3865
831,0.00036536353671903543,3,3865
832,0.0014388489208633094,16,3865
833,0.00228310502283105,5,3865
834,0.00031625553447185326,2,3865
835,0.00016903313049357674,3,3865
836,0.0007763975155279503,2,3865
837,0.0004210526315789474,3,3865
