src,dst,type,auth_type,logon_type,auth_orientation,success,time,weight,first_time,last_time,protocol,src_port,dst_port,pkt_count,byte_count,duration
C14354$@DOM1,C14354$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147470.0,,,,,,
C801,C801,auth,?,Network,LogOff,Success,147285.0,317,147285.0,147510.0,,,,,,
C14670$@DOM1,C14670$@DOM1,auth,?,Network,LogOff,Success,147285.0,22,147285.0,147506.0,,,,,,
C14709,C528,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C14709$@DOM1,C14709$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147295.0,,,,,,
C14746,C1015,auth,NTLM,Network,LogOn,Success,147285.0,31,147285.0,147501.0,,,,,,
C14746$@DOM1,C14746$@DOM1,auth,NTLM,Network,LogOn,Success,147285.0,17,147285.0,147501.0,,,,,,
C1475,C457,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147288.0,,,,,,
C1475$@DOM1,C1475$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,14,147285.0,147352.0,,,,,,
C14850$@DOM1,C14850$@DOM1,auth,?,Network,LogOff,Success,147285.0,14,147285.0,147508.0,,,,,,
C14930,C14930,auth,?,?,TGT,Success,147285.0,10,147285.0,147416.0,,,,,,
C14930$@DOM1,C14930$@DOM1,auth,?,?,TGT,Success,147285.0,28,147285.0,147479.0,,,,,,
C1503,C1503,auth,?,?,TGS,Success,147285.0,1,147285.0,,,,,,,
C1503$@DOM1,C1503$@DOM1,auth,?,?,TGS,Success,147285.0,5,147285.0,147414.0,,,,,,
C1503,C529,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C1065,C1065,auth,?,Network,LogOff,Success,147285.0,1515,147285.0,147510.0,,,,,,
C1519$@DOM1,C1519$@DOM1,auth,?,Network,LogOff,Success,147285.0,30,147285.0,147343.0,,,,,,
C1519,C1065,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147314.0,,,,,,
C1519,C612,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147333.0,,,,,,
C1798,C1519,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C2162,C2162,auth,?,Network,LogOff,Success,147285.0,689,147285.0,147510.0,,,,,,
C15602$@DOM1,C15602$@DOM1,auth,?,Network,LogOff,Success,147285.0,17,147285.0,147497.0,,,,,,
C15715$@DOM1,C15715$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147504.0,,,,,,
C1573$@DOM1,C1573$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147366.0,,,,,,
C101,C101,auth,?,Network,LogOff,Success,147285.0,803,147285.0,147511.0,,,,,,
C1617$@DOM1,C1617$@DOM1,auth,?,Network,LogOff,Success,147285.0,361,147285.0,147509.0,,,,,,
C1085,C1085,auth,?,Network,LogOff,Success,147285.0,157,147285.0,147510.0,,,,,,
C1618,C101,auth,Kerberos,Network,LogOn,Success,147285.0,80,147285.0,147509.0,,,,,,
C1618,C1085,auth,Kerberos,Network,LogOn,Success,147285.0,14,147285.0,147489.0,,,,,,
C1618,C553,auth,Kerberos,Network,LogOn,Success,147285.0,29,147285.0,147503.0,,,,,,
C553,C553,auth,?,Network,LogOff,Success,147285.0,459,147285.0,147510.0,,,,,,
C16318$@DOM1,C16318$@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
C1634,C457,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C1634$@DOM1,C1634$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147294.0,,,,,,
C1640$@DOM1,C1640$@DOM1,auth,?,Network,LogOff,Success,147285.0,48,147285.0,147505.0,,,,,,
C2109,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147436.0,,,,,,
C2110,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,5,147285.0,147436.0,,,,,,
C1677$@DOM1,C1677$@DOM1,auth,?,Network,LogOff,Success,147285.0,2,147285.0,147309.0,,,,,,
C17262$@DOM1,C17262$@DOM1,auth,?,Network,LogOff,Success,147285.0,12,147285.0,147405.0,,,,,,
C17262,C1065,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147313.0,,,,,,
C1727,C1881,auth,Kerberos,Network,LogOn,Success,147285.0,28,147285.0,147509.0,,,,,,
C1727$@DOM1,C1727$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,43,147285.0,147509.0,,,,,,
C17422$@DOM1,C17422$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147312.0,,,,,,
C17514$@DOM1,C17514$@DOM1,auth,?,Network,LogOff,Success,147285.0,9,147285.0,147496.0,,,,,,
C17631,C1065,auth,?,?,TGS,Success,147285.0,20,147285.0,147527.0,,,,,,
C17631$@DOM1,C17631$@DOM1,auth,?,?,TGS,Success,147285.0,7,147285.0,147333.0,,,,,,
C17707,C231,auth,Kerberos,Network,LogOn,Success,147285.0,21,147285.0,147499.0,,,,,,
C17707$@DOM1,C17707$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,88,147285.0,147500.0,,,,,,
C231,C231,auth,?,Network,LogOff,Success,147285.0,99,147285.0,147501.0,,,,,,
C1794$@DOM1,C1794$@DOM1,auth,?,Network,LogOff,Success,147285.0,457,147285.0,147510.0,,,,,,
C1795,C101,auth,Kerberos,Network,LogOn,Success,147285.0,60,147285.0,147498.0,,,,,,
C187,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C187$@DOM1,C187$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147349.0,,,,,,
C1961,C528,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147478.0,,,,,,
C1961$@DOM1,C1961$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,7,147285.0,147478.0,,,,,,
C2008,C2008,auth,Kerberos,Network,LogOn,Success,147285.0,8,147285.0,147487.0,,,,,,
C2008$@DOM1,U638@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147286.0,,,,,,
C2057,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C2057$@DOM1,C2057$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147445.0,,,,,,
C2093,C457,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C2092$@DOM1,C2092$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,81,147285.0,147506.0,,,,,,
C2162,C9228,auth,?,?,TGS,Success,147285.0,1,147285.0,,,,,,,
C2162$@DOM1,C2162$@DOM1,auth,?,?,TGS,Success,147285.0,20,147285.0,147510.0,,,,,,
C2247,C2247,auth,?,?,TGT,Success,147285.0,6,147285.0,147510.0,,,,,,
C2246$@DOM1,C2246$@DOM1,auth,?,?,TGT,Success,147285.0,24,147285.0,147510.0,,,,,,
C2247,C457,auth,?,?,TGS,Success,147285.0,12,147285.0,147510.0,,,,,,
C2252,C2252,auth,?,?,TGT,Success,147285.0,6,147285.0,147510.0,,,,,,
C2251$@DOM1,C2251$@DOM1,auth,?,?,TGT,Success,147285.0,24,147285.0,147510.0,,,,,,
C2252,C457,auth,?,?,TGS,Success,147285.0,12,147285.0,147510.0,,,,,,
C2337,C2337,auth,?,?,TGT,Success,147285.0,6,147285.0,147510.0,,,,,,
C2336$@DOM1,C2336$@DOM1,auth,?,?,TGT,Success,147285.0,24,147285.0,147510.0,,,,,,
C2337,C457,auth,?,?,TGS,Success,147285.0,12,147285.0,147510.0,,,,,,
C241$@DOM1,C241$@DOM1,auth,?,Network,LogOff,Success,147285.0,20,147285.0,147482.0,,,,,,
C241,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147286.0,,,,,,
C2724,C2162,auth,Kerberos,Network,LogOn,Success,147285.0,40,147285.0,147497.0,,,,,,
C2724$@DOM1,C2724$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,26,147285.0,147509.0,,,,,,
C290$@DOM1,C290$@DOM1,auth,?,Network,LogOff,Success,147285.0,5,147285.0,147377.0,,,,,,
C3101,C467,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147479.0,,,,,,
C3101$@DOM1,C3101$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,5,147285.0,147312.0,,,,,,
C334,C2162,auth,Kerberos,Network,LogOn,Success,147285.0,14,147285.0,147495.0,,,,,,
C334$@DOM1,C334$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,15,147285.0,147505.0,,,,,,
C3386$@DOM1,C3386$@DOM1,auth,?,Network,LogOff,Success,147285.0,11,147285.0,147429.0,,,,,,
C3430,C586,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C3430$@DOM1,C3430$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,12,147285.0,147320.0,,,,,,
C743,C743,auth,?,Network,LogOff,Success,147285.0,118,147285.0,147510.0,,,,,,
C3828$@DOM1,C3828$@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
C428,C2162,auth,Kerberos,Network,LogOn,Success,147285.0,15,147285.0,147497.0,,,,,,
C428$@DOM1,C428$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,11,147285.0,147421.0,,,,,,
C4429$@DOM1,C4429$@DOM1,auth,?,Network,LogOff,Success,147285.0,18,147285.0,147347.0,,,,,,
C4529,C4529,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147290.0,,,,,,
C4529$@DOM1,C4529$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,24,147285.0,147340.0,,,,,,
C4843$@DOM1,C4843$@DOM1,auth,?,Network,LogOff,Success,147285.0,5,147285.0,147372.0,,,,,,
C4871,TGT,auth,?,?,TGS,Success,147285.0,2,147285.0,147299.0,,,,,,
C4871$@DOM1,C4871$@DOM1,auth,?,?,TGS,Success,147285.0,4,147285.0,147349.0,,,,,,
C4874,C529,auth,Kerberos,Network,LogOn,Success,147285.0,13,147285.0,147609.0,,,,,,
C4874$@DOM1,C4874$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147301.0,,,,,,
C5255,C467,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147313.0,,,,,,
C5255$@DOM1,C5255$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,7,147285.0,147340.0,,,,,,
C5255,C612,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147332.0,,,,,,
C538$@DOM1,C538$@DOM1,auth,?,Network,LogOff,Success,147285.0,317,147285.0,147510.0,,,,,,
C539,C529,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147294.0,,,,,,
C567$@DOM1,C567$@DOM1,auth,?,Network,LogOff,Success,147285.0,419,147285.0,147510.0,,,,,,
C599$@DOM1,C599$@DOM1,auth,?,Network,LogOff,Success,147285.0,686,147285.0,147510.0,,,,,,
C1619,C101,auth,Kerberos,Network,LogOn,Success,147285.0,142,147285.0,147510.0,,,,,,
C1619,C1085,auth,NTLM,Network,LogOn,Success,147285.0,9,147285.0,147485.0,,,,,,
C1619,C467,auth,Kerberos,Network,LogOn,Success,147285.0,10,147285.0,147338.0,,,,,,
C1619,C599,auth,?,?,TGS,Success,147285.0,193,147285.0,147510.0,,,,,,
C6096$@DOM1,C6096$@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
C6151$@DOM1,C6151$@DOM1,auth,?,Network,LogOff,Success,147285.0,8,147285.0,147320.0,,,,,,
C62,C529,auth,Kerberos,Network,LogOn,Success,147285.0,7,147285.0,147501.0,,,,,,
C62$@DOM1,C62$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,12,147285.0,147506.0,,,,,,
C649$@DOM1,C649$@DOM1,auth,?,Network,LogOff,Success,147285.0,15,147285.0,147340.0,,,,,,
C649,C1065,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147286.0,,,,,,
C6909$@DOM1,C6909$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147378.0,,,,,,
C1798,C702,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C702$@DOM1,C702$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,22,147285.0,147367.0,,,,,,
C702,C702,auth,?,Network,LogOff,Success,147285.0,2,147285.0,147331.0,,,,,,
C7296,C457,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C7296$@DOM1,C7296$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147295.0,,,,,,
C7794,C1015,auth,Kerberos,Network,LogOn,Success,147285.0,16,147285.0,147495.0,,,,,,
C7794$@DOM1,C7794$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,16,147285.0,147509.0,,,,,,
C7993$@DOM1,C7993$@DOM1,auth,?,Network,LogOff,Success,147285.0,17,147285.0,147383.0,,,,,,
C7993,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147285.0,,,,,,
C804,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C804$@DOM1,C804$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,17,147285.0,147505.0,,,,,,
C8141,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
C8141$@DOM1,C8141$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147349.0,,,,,,
C8293,C528,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147378.0,,,,,,
C8293$@DOM1,C8293$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147393.0,,,,,,
C8363,C1065,auth,?,?,TGS,Success,147285.0,8,147285.0,147327.0,,,,,,
C8363$@DOM1,C8363$@DOM1,auth,?,?,TGS,Success,147285.0,14,147285.0,147327.0,,,,,,
C8779$@DOM1,C8779$@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
C9202$@DOM1,C9202$@DOM1,auth,?,Network,LogOff,Success,147285.0,14,147285.0,147438.0,,,,,,
C9475,C1065,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147312.0,,,,,,
C9475$@DOM1,C9475$@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147312.0,,,,,,
C9986$@DOM1,C9986$@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147332.0,,,,,,
LOCAL SERVICE@C13781,LOCAL SERVICE@C13781,auth,Negotiate,Service,LogOn,Success,147285.0,1,147285.0,,,,,,,
C16162,C16162,auth,Negotiate,Service,LogOn,Success,147285.0,2,147285.0,147466.0,,,,,,
LOCAL SERVICE@C16162,LOCAL SERVICE@C16162,auth,Negotiate,Service,LogOn,Success,147285.0,2,147285.0,147466.0,,,,,,
NETWORK SERVICE@C13781,NETWORK SERVICE@C13781,auth,Negotiate,Service,LogOn,Success,147285.0,1,147285.0,,,,,,,
U106@DOM1,U106@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
U1211@DOM1,U1211@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
U133@DOM1,U133@DOM1,auth,?,Network,LogOff,Success,147285.0,9,147285.0,147312.0,,,,,,
U13@DOM1,U13@DOM1,auth,?,Network,LogOff,Success,147285.0,56,147285.0,147502.0,,,,,,
C10632,TGT,auth,?,?,TGS,Success,147285.0,1,147285.0,,,,,,,
U1589@DOM1,U1589@DOM1,auth,?,?,TGS,Success,147285.0,9,147285.0,147389.0,,,,,,
C419,C419,auth,?,Network,LogOff,Success,147285.0,196,147285.0,147509.0,,,,,,
U15@DOM1,U15@DOM1,auth,?,Network,LogOff,Success,147285.0,24,147285.0,147502.0,,,,,,
U1729@DOM1,U1729@DOM1,auth,?,Network,LogOff,Success,147285.0,5,147285.0,147395.0,,,,,,
C3181,C1173,auth,NTLM,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U174@DOM1,U174@DOM1,auth,NTLM,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U1951@DOM1,U1951@DOM1,auth,?,Network,LogOff,Success,147285.0,3,147285.0,147388.0,,,,,,
U1@DOM1,U1@DOM1,auth,?,Network,LogOff,Success,147285.0,41,147285.0,147495.0,,,,,,
C6715,C743,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U2262@DOM1,U2262@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,9,147285.0,147353.0,,,,,,
U22@DOM1,U22@DOM1,auth,?,Network,LogOff,Success,147285.0,843,147285.0,147510.0,,,,,,
C506,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,29,147285.0,147451.0,,,,,,
U2789@DOM1,U2789@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,20,147285.0,147509.0,,,,,,
C7997,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U2919@DOM1,U2919@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,9,147285.0,147484.0,,,,,,
C5117,C529,auth,Kerberos,Network,LogOn,Success,147285.0,3,147285.0,147299.0,,,,,,
U299@DOM1,U299@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,12,147285.0,147355.0,,,,,,
U3111@DOM1,U3111@DOM1,auth,?,Network,LogOff,Success,147285.0,11,147285.0,147406.0,,,,,,
U3184@DOM1,U3184@DOM1,auth,?,Network,LogOff,Success,147285.0,15,147285.0,147495.0,,,,,,
C9195,C338,auth,?,?,TGS,Success,147285.0,2,147285.0,147285.0,,,,,,
U3455@DOM1,U3455@DOM1,auth,?,?,TGS,Success,147285.0,29,147285.0,147481.0,,,,,,
C9195,C400,auth,?,?,TGS,Success,147285.0,2,147285.0,147285.0,,,,,,
U3660@DOM1,U3660@DOM1,auth,?,Network,LogOff,Success,147285.0,18,147285.0,147333.0,,,,,,
C3249,C3249,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
U3662@DOM1,U3662@DOM1,auth,?,Network,LogOff,Success,147285.0,5,147285.0,147376.0,,,,,,
C9471,C3249,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U3677@DOM1,U3677@DOM1,auth,?,Network,LogOff,Success,147285.0,23,147285.0,147497.0,,,,,,
U3775@DOM1,U3775@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
U3@DOM1,U3@DOM1,auth,?,Network,LogOff,Success,147285.0,40,147285.0,147507.0,,,,,,
U4060@DOM1,U4060@DOM1,auth,?,Network,LogOff,Success,147285.0,1,147285.0,,,,,,,
C10682,C2106,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U4251@DOM1,U4251@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,10,147285.0,147475.0,,,,,,
C10823,C529,auth,Kerberos,Network,LogOn,Success,147285.0,1,147285.0,,,,,,,
U4290@DOM1,U4290@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,2,147285.0,147285.0,,,,,,
C10988,C2327,auth,?,?,TGS,Success,147285.0,1,147285.0,,,,,,,
U4376@DOM1,U4376@DOM1,auth,?,?,TGS,Success,147285.0,1,147285.0,,,,,,,
U4425@DOM1,U4425@DOM1,auth,?,Network,LogOff,Success,147285.0,22,147285.0,147507.0,,,,,,
U4499@DOM1,U4499@DOM1,auth,?,Network,LogOff,Success,147285.0,17,147285.0,147454.0,,,,,,
C1015,C1015,auth,?,Network,LogOff,Success,147285.0,323,147285.0,147509.0,,,,,,
U453@DOM1,U453@DOM1,auth,?,Network,LogOff,Success,147285.0,27,147285.0,147497.0,,,,,,
U4591@DOM1,U4591@DOM1,auth,?,Network,LogOff,Success,147285.0,12,147285.0,147469.0,,,,,,
C11839,C11839,auth,?,?,TGT,Success,147285.0,5,147285.0,147486.0,,,,,,
U4896@DOM1,U4896@DOM1,auth,?,?,TGT,Success,147285.0,12,147285.0,147486.0,,,,,,
C11839,C2310,auth,?,?,AuthMap,Success,147285.0,2,147285.0,147469.0,,,,,,
C11839,C2327,auth,?,?,TGS,Success,147285.0,5,147285.0,147486.0,,,,,,
U48@DOM1,U48@DOM1,auth,?,Network,LogOff,Success,147285.0,74,147285.0,147509.0,,,,,,
C12129,C612,auth,Kerberos,Network,LogOn,Success,147285.0,4,147285.0,147422.0,,,,,,
U4999@DOM1,U4999@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,13,147285.0,147500.0,,,,,,
C12247,C467,auth,Kerberos,Network,LogOn,Success,147285.0,6,147285.0,147369.0,,,,,,
U5085@DOM1,U5085@DOM1,auth,Kerberos,Network,LogOn,Success,147285.0,14,147285.0,147351.0,,,,,,
C12402,C3443,auth,NTLM,Network,LogOn,Success,147285.0,20,147285.0,147501.0,,,,,,
U5171@DOM1,U5171@DOM1,auth,NTLM,Network,LogOn,Success,147285.0,40,147285.0,147501.0,,,,,,
C3443,C3443,auth,?,Network,LogOff,Success,147285.0,43,147285.0,147501.0,,,,,,
