src,dst,label,one_class_svm_score,isolation_forest_score
C18578,C1707,0,-49.29995786643394,0.48342860047155867
C754,C11451,0,-48.475792166505244,0.5323177259690198
C16712,C3179,0,-46.28538332068615,0.48198213449137234
C457,C2095,0,-12.548528920259741,0.44967262663149715
C11391,C16712,0,-62.80795662097535,0.44801351819234164
C586,C4193,0,-40.925151052706724,0.4595745325375356
C1065,C14984,0,-41.338566090271115,0.48457585384511526
C14655,C706,0,-51.7774737853174,0.49780577162880235
C6113,C585,0,-14.010520970118478,0.6118570444892946
C2150,C21766,0,-55.50120051861927,0.517464301006169
C467,C1905,0,-51.73866171786585,0.5033725086702722
C1065,C10827,0,-63.663564052309994,0.4648801079755742
C2588,C7377,0,9.326442090055252,0.5799234860743463
C4042,C5721,0,35.875718411872185,0.5869018566449947
C12877,C5763,0,-2.4603200311912587,0.534010218603438
C612,C2827,0,-34.45784515351397,0.49119616090284157
C4790,C5721,0,5.410659595844436,0.56066377864528
C11667,C5808,0,11.634907670097846,0.5607928169735499
C231,C15558,0,-51.71752960029653,0.463644460496351
C585,C13847,0,-45.117906849389556,0.4821474562808607
C2486,C231,0,-58.68807986421234,0.48920860029464447
C467,C4988,0,-24.64901534690739,0.5107124224775185
C5030,C6705,0,-65.4121365341955,0.47180290003167846
C6819,C706,0,-75.39978490129965,0.4772863763385185
C2174,C22583,0,-75.92928527126969,0.4952740877189921
C529,C242,0,-9.204984012822706,0.4605217284038531
C5904,C1015,0,-3.868595177063753,0.5274116613684354
C3040,C278,0,-59.16591832374206,0.4727665122864294
C625,C19735,0,-66.22644672753995,0.4874119127982389
C1879,C20744,0,-44.914389358460994,0.4839039679160489
C13623,C585,0,53.583057128321116,0.6464248409586588
C6683,C4920,0,-62.177770339962535,0.49406272173420984
C1973,C3185,0,-61.645725531350536,0.5220374241460627
C18155,C742,0,-67.9779863539427,0.4853863392045386
C15244,C14273,0,53.128472366604,0.6066098552764149
C11077,C1707,0,-51.76402529412826,0.47769739398106303
C1065,C9159,0,-41.46918968194359,0.45061851834614924
C22265,C231,0,-47.36935235773444,0.5251117360494368
C457,C962,0,-47.2026475386449,0.4672201904328265
C1973,C1549,0,-45.028264449243125,0.48613430388987694
C10992,C585,0,11.598642418458212,0.6330934156953488
C3554,C5721,0,4.286727075935232,0.6022372158947582
C625,C6001,0,-16.151732774886796,0.45941125876910804
C457,C10347,0,-75.46445299980928,0.47435108501498435
C14678,C529,0,-90.7018670360228,0.4913880377846695
C18390,C231,0,-59.285706662364646,0.4871251392576784
C359,C16168,0,-43.91862592421694,0.48260591447416684
C2109,C185,0,-52.13611325644001,0.486027420937488
C586,C11292,0,-64.66596597030616,0.4763560581852491
C1065,C23398,0,-57.19716385570632,0.4692006191881017
C467,C26778,0,-54.508010986502995,0.5106782199433614
C5721,C18570,0,59.18558551447177,0.6195116015082006
C23380,C12907,0,-60.249270278151926,0.49962408287814186
C5751,C4920,0,-52.3638122585603,0.44463375235034475
C754,C13771,0,-25.40467800805027,0.5193164250961527
C2091,C15007,0,-54.083152003096984,0.46169201093455275
C3028,C3942,0,-59.07617226672687,0.4565939017950808
C20312,C1883,0,-51.32572551925432,0.45995512579051173
C16712,C18725,0,-45.186719481661385,0.47243208624984523
C5721,C10794,0,30.178656829903275,0.5783992742837072
C586,C17792,0,-53.26382268886573,0.47925982532213857
C2016,C231,0,-59.311271837090544,0.4713591783256778
C528,C10577,0,-64.62910246154615,0.4747687736063708
C3349,C15285,0,-53.78436377003504,0.49355765694355774
C22027,C5721,0,-18.02100002045904,0.6319930592732754
C19752,C585,0,-3.174692311998797,0.6047061164940994
C528,C11408,0,-9.296470042956798,0.45741264279728244
C7131,C585,0,-0.6104246708623577,0.6049316407642159
C4,C5720,0,-5.390766653368473,0.6240660420619135
C21167,C754,0,-43.83960050932319,0.4944500090768892
C528,C19286,0,-51.52138522625728,0.46907917912567515
C18384,C11813,0,-63.99801435020345,0.4891188684225865
C4895,C1973,0,-62.93811720431154,0.49013631847194555
C15760,C1707,0,-38.9982561311615,0.5040366150232439
C10751,C1685,0,-28.076664840222747,0.5225476752225001
C231,C5137,0,-48.97264451219257,0.5075773532835922
C22920,C11977,0,-16.382756316659652,0.5176908326670767
C625,C11374,0,-39.27146546719496,0.47117164475474366
C13239,C585,0,-6.546610549556817,0.6012524410911523
C19199,C5721,0,3.1106836635538,0.6046869777086475
C16712,C22220,0,-7.30290033149754,0.5454705018479041
C5721,C245,0,-2.3463719909618703,0.585390460478391
C7194,C585,0,15.633431349077,0.6260078019844343
C528,C10243,0,-73.0674744927619,0.5138118590306502
C577,C1139,0,-23.862223809274383,0.4619091089560425
C3349,C8643,0,-23.782077518254937,0.5249238526104525
C4603,C1707,0,-57.1992806878211,0.48893471092916246
C706,C17815,0,-50.17788928975983,0.4587825524759124
C754,C13717,0,-64.97205481137462,0.48697439380826535
C15468,C4920,0,-65.69971239870233,0.4581425439448545
C231,C15030,0,-32.49116137596525,0.5205134080138374
C1707,C14366,0,-69.92726112105902,0.49791158553229026
C18696,C1503,0,-45.336227175391514,0.4879718687721848
C6238,C1879,0,-66.8961938557677,0.48597414097966646
C14551,C4174,0,-68.29156595843983,0.46322169850133765
C4174,C7564,0,-31.305276212899344,0.4541523580038613
C585,C18854,0,-83.31384466967211,0.4847839556608771
C5030,C18068,0,-64.98235391588378,0.4832395793445747
C706,C8951,0,-27.313842391104572,0.4586480324150732
C15244,C7912,0,-84.45774618921473,0.4873037486506804
C585,C13218,0,-64.45327910224887,0.4662232652676179
C585,C17815,0,-66.23278145965128,0.4806744618124964
C6300,C5720,0,-60.820643807693386,0.4821038941960013
C15244,C25182,0,53.128472366604,0.6066098552764149
C3245,C180,0,-13.691946258597682,0.5126497354323093
C23392,C8772,0,-17.452557994963172,0.4626927875257382
C585,C14967,0,-77.04611552831125,0.48327806053910355
C585,C6714,0,-70.9382739369446,0.47770129838974856
C2475,C1685,0,-32.95734420634153,0.505173865306027
C11886,C231,0,-59.285706662364646,0.4871251392576784
C15802,C528,0,-59.64189312468238,0.49544990965093305
C19021,C4920,0,-56.47443395073765,0.44636615152148945
C15244,C275,0,-64.31767986525983,0.5149690913826932
C495,C585,0,-6.898510601894486,0.5932633165154543
C8952,C467,0,-90.16651087852074,0.4893106695477585
C16179,C529,0,-117.31076625866922,0.6124950504983756
C1685,C7026,0,-19.13426081693069,0.5514940419400178
C3612,C9157,0,21.209541196654072,0.5786303741938307
C14837,C706,0,-75.60974107418315,0.47018491616332114
C5876,C528,0,-34.469336771938515,0.4550066717207239
C20758,C5720,0,-80.75930927942727,0.6022600691888728
C1707,C138,0,-49.32937110885814,0.47466741235196436
C16778,C231,0,-69.56079747151534,0.4757538933139804
C5900,C25019,0,-46.9279434885384,0.5078114321003011
C12917,C5720,0,-15.364282562193466,0.6104942269870014
C10445,C1065,0,-94.78248106501633,0.6180782139971367
C1480,C1685,0,-29.131964135144017,0.5190482942382378
C2174,C19730,0,-9.70843394702979,0.46064435425555456
C1685,C12113,0,-81.2648151266992,0.4800940777604421
C18365,C5720,0,-57.19132485034174,0.5999994228885616
C529,C17633,0,-71.41974973370338,0.4832528422411848
C12705,C5721,0,27.579931053182463,0.6185854705057406
C17680,C528,0,56.97250156824725,0.6554831059561713
C11045,C585,0,0.3285892414560294,0.6002194125836099
C1707,C22707,0,-53.78436377003504,0.49355765694355774
C4222,C14172,0,-61.41277212491468,0.5209947249412967
C15244,C2225,0,-84.45774618921473,0.4873037486506804
C18254,C4174,0,-67.3171694958071,0.47061656200063773
C5136,C972,0,-24.084129013302572,0.5161244168179676
C16549,C5720,0,-45.26286819697134,0.6449544179385718
C528,C11264,0,-38.014418503988054,0.49258822045619993
C2759,C231,0,-59.39466713943443,0.4770124287746059
C4920,C315,0,-37.107856592532244,0.4516798257541125
C25760,C1707,0,-47.02557146708136,0.4906782301374304
C4174,C23911,0,-51.000161964474955,0.46219393653656976
C18251,C457,0,-71.55912826503868,0.47297721150444694
C4920,C11551,0,-67.59569103716217,0.4899948353505901
C5584,C1973,0,-43.44229305530166,0.5011804721346388
C19697,C26408,0,-71.92327413225257,0.4697528113594899
C1743,C6731,0,-67.59569103716217,0.4899948353505901
C4396,C1065,0,-70.85510245329942,0.45935909645327794
C2647,C231,0,-88.87679963425762,0.4858825611988972
C3173,C2870,0,-63.62238993839287,0.464712893295414
C5030,C4576,0,-24.755244509519343,0.4560123358680248
C1065,C15207,0,-31.749423049677034,0.4940398260306587
C13191,C5721,0,25.322882875489313,0.6135589731232829
C14768,C16712,0,-57.585490698165586,0.4471967737147297
C1685,C5078,0,-42.1487357023243,0.5443144365582714
C706,C3833,0,-51.58249509890197,0.4784613544784692
C13849,C529,0,-78.00765936983862,0.4981797576328062
C1685,C11508,0,-82.77823683457541,0.48909917529874664
C13672,C5763,0,-53.83859568480534,0.4669400312944584
C529,C17039,0,-9.223651565496993,0.4549555647713357
C5763,C3719,0,-26.1367436825642,0.5561380671368161
C1065,C20058,0,-16.47343089397441,0.5143881734315782
C2174,C10105,0,-25.40467800805027,0.5193164250961527
C2109,C21399,0,-55.73179122207375,0.5269660286215819
C2109,C16528,0,-34.786990245387415,0.45987442955486535
C5763,C8198,0,-12.99666340689646,0.5691809350450797
C2983,C1089,0,-32.25178452721161,0.4503608102260703
C612,C19109,0,-77.68228931891827,0.5055420648249436
C10347,C529,0,-65.73095348779907,0.464416719689257
C5900,C24053,0,-32.279091350512545,0.5224411871966642
C15244,C19366,0,-64.26376372011487,0.48203321157263646
C16637,C3028,0,0.6844195613753072,0.5387556930607235
C16712,C18080,0,-32.170926536953175,0.4667442639585154
C612,C20393,0,-29.509940593853344,0.45694339764840064
C624,C5720,0,-13.321077833482605,0.6146633082917234
C1065,C14692,0,-36.539659186818426,0.48651138384448445
C1915,C5919,0,-67.41163840359263,0.4752529724516438
C15244,C2107,0,-80.84589454626848,0.4971818823333902
C1707,C25523,0,-17.64306047415971,0.549106862844236
C6294,C1685,0,-42.592943844045976,0.5000357620531004
C586,C8082,0,-10.262603273253035,0.45178227366537804
C1743,C8978,0,-57.49587550505635,0.4685592556034179
C15244,C21011,0,-18.471157765314047,0.5279537454417739
C11576,C612,0,-101.15665952021095,0.6061709104341821
C6810,C5030,0,-75.54389719445112,0.5003928550764111
C706,C4515,0,-45.27367173434527,0.4713806446177069
C5780,C22399,0,-48.260680328705575,0.4591436970657358
C1544,C15672,0,-12.103543163759696,0.5192204521276431
C7722,C585,0,-3.8138658142877375,0.6063557408835513
C17872,C586,0,-90.12106495700323,0.4886729551774567
C1065,C3952,0,-65.94221039830472,0.4855535538703159
C14160,C1685,0,-46.78505937008458,0.49951508194388144
C9545,C743,0,-12.926201654593115,0.6301106738464847
C17133,C585,0,6.344755100713655,0.6135350014299997
C19393,C1382,0,-69.78535624200322,0.4784263886357322
C21093,C4920,0,-43.12234077872972,0.4958917433423366
C17693,C19495,0,-64.17736358714774,0.4967603243066172
C19838,C585,0,-0.2410335523475169,0.6049316407642159
C19219,C5721,0,-26.10660242061499,0.6045615496042107
C2320,C4174,0,-21.79992699316699,0.5447571591898329
C2174,C14804,0,-53.78436377003504,0.49355765694355774
C19366,C1879,0,-66.8961938557677,0.48597414097966646
C5588,C20921,0,-80.17157702611212,0.4889907903436422
C3178,C1685,0,-45.254024447676784,0.495129235043975
C585,C10345,0,-16.77723695068471,0.5442130689754769
C1685,C15920,0,-52.93015733895254,0.48783872357572877
C871,C5763,0,-29.580175390268778,0.45308561210153103
C5030,C8768,0,-16.944992960551645,0.4536492084906652
C23379,C22183,0,-59.3559226756131,0.47027720379238974
C11616,C3873,0,-41.32096205473863,0.4549558187773474
C3173,C6526,0,-56.18253577910082,0.49751260113690865
C3349,C14455,0,-71.99742838154316,0.5005007314711084
C2053,C5030,0,-58.04079041222258,0.4632374857539919
C585,C19793,0,-4.250556594754926,0.5389560045630655
C19189,C612,0,-67.62105042412782,0.46107750517970386
C21311,C529,0,-69.28867700926139,0.4685742753851707
C14866,C4174,0,-68.27072242647182,0.4770223736451579
C1707,C9827,0,-72.45240436622635,0.4756580437590765
C2514,C1940,0,-13.479136753864395,0.46793284339534225
C154,C586,0,-110.64280027643849,0.6095360398686936
C11352,C5721,0,-18.02100002045904,0.6319930592732754
C743,C17366,0,-74.7955572772994,0.4688572444942435
C586,C15953,0,-60.74709276438125,0.46478078250227145
C3349,C9256,0,-62.30119681439692,0.489670574843407
C291,C18969,0,-31.762851417220872,0.454902949841188
C585,C16373,0,-33.1979535259095,0.464111919741331
C5030,C16373,0,-70.69632627361989,0.46459591761285957
C16576,C754,0,57.96430229219027,0.6500516085279817
C22712,C585,0,132.39893092714533,0.617404647544795
C1685,C13220,0,18.511587528312702,0.5858975709651402
C3461,C5721,0,4.828501894742658,0.6021527166012015
C3299,C8388,0,-70.27770641632492,0.4707291162882251
C20141,C359,0,-58.60316308390156,0.4552645391981474
C20063,C231,0,-30.38041205690297,0.5496211499499729
C528,C15072,0,-50.271704846466264,0.4956494494702836
C14640,C231,0,-59.36761144303205,0.4736925996836866
C13757,C529,0,-65.69979365838026,0.4567379456651721
C7346,C585,0,107.76434733032966,0.6689010700371011
C529,C6253,0,-21.221294054805867,0.4436785790593267
C22181,C5720,0,-34.92951231468396,0.5314768662358205
C625,C794,0,-46.568271568725095,0.46003545952720526
C5030,C15168,0,-61.83089730994743,0.4691608869612202
C23388,C20244,0,-53.394186141725186,0.45414683873633865
C5900,C13574,0,-64.45327910224887,0.4662232652676179
C7956,C585,0,-2.1559110435400726,0.6040288548435
C467,C20250,0,-15.515132389651399,0.46696546040715053
C1503,C17875,0,-67.40884946815618,0.475581669485549
C1685,C12996,0,-45.44123919488197,0.4602745776318214
C359,C21577,0,-12.041401890350244,0.5736593699059938
C706,C15187,0,-47.74065779554144,0.47763177683501573
C1973,C16827,0,-62.30119681439692,0.489670574843407
C4920,C11174,0,-55.63142648683561,0.4703114876004809
C20000,C1707,0,-64.03986781329536,0.4767498969465911
C3083,C5788,0,-0.8199334112143788,0.57544269724998
C528,C5942,0,-36.58852764508015,0.5202865811045261
C5778,C743,0,-12.926201654593115,0.6301106738464847
C3028,C19721,0,-6.142808088541415,0.5128815509600001
C11118,C2485,0,-50.684771243288196,0.4529323927358699
C1685,C3589,0,-53.33219800977031,0.5204378374313927
C5736,C2485,0,-68.0258479303759,0.46842547956470193
C4174,C9311,0,-49.504003679596735,0.4880284563704983
C1065,C2882,0,-74.9120487656844,0.49007391616004553
C2174,C993,0,-63.12018515698492,0.5026371094044668
C1707,C10269,0,-65.05178558838224,0.5146773879690966
C2651,C719,0,-24.084129013302572,0.5161244168179676
C12527,C586,0,-62.503835668303964,0.46216442469211516
C18332,C5720,0,-106.3280882708309,0.5980430465350626
C754,C24629,0,-30.5614276595677,0.5120005881873473
C15678,C529,0,-68.80852541137824,0.5025872179088589
C4174,C18113,0,-67.74575570591628,0.4654802455601931
C585,C18664,0,-17.588375729622157,0.5329912812007155
C612,C20736,0,-32.91688417980936,0.4537832500729662
C12448,C743,0,-51.08569790349202,0.6241976824124994
C17222,C4920,0,-74.81771633627841,0.4637539116256518
C15244,C10477,0,-78.93932542368293,0.4849839427148555
C15482,C1685,0,-47.91368776579952,0.49576082662565174
C3832,C16166,0,-25.40467800805027,0.5193164250961527
C1685,C14445,0,-50.792027461472344,0.4808830427098632
C529,C10523,0,-10.166684819850616,0.4536627242701411
C12036,C1685,0,-41.495723085886766,0.5005112523900456
C15244,C25672,0,53.128472366604,0.6066098552764149
C21628,C467,0,-76.44701960588509,0.49620045350121283
C585,C11783,0,-20.81730921706935,0.552147204261997
C1300,C5030,0,-82.60971198129846,0.476646951966456
C18854,C743,0,-19.61303554667211,0.6458744762882568
C8633,C5720,0,-104.36714337954254,0.6078973429240412
C5136,C17037,0,-5.256040166723778,0.517048345326923
C5721,C20821,0,-55.360201513182346,0.5266149331695866
C22961,C3349,0,-3.0786636043874296,0.5297120647789287
C395,C15279,0,-10.267136820191354,0.45410334396469676
C7254,C1567,0,-26.81961003533047,0.45499870692330824
C20483,C1707,0,-49.164279846785576,0.4933986482482838
C17611,C612,0,-88.35680626665612,0.6167887795151504
C3235,C586,0,-51.51782215379967,0.5105352597600982
C3349,C6415,0,-44.97559638295752,0.4834401743853692
C20736,C4174,0,-64.04225655011646,0.5068423871533938
C4222,C16631,0,-73.256544559129,0.5069770357285436
C11827,C359,0,-70.53034188282982,0.4777025948801606
C17794,C1707,0,-62.2464580915439,0.48282118197589835
C231,C12053,0,-59.96349721792717,0.49390289432447715
C5787,C19086,0,399.0066152325155,0.6720296337245723
C16746,C1922,0,-26.791366008259274,0.45810558802566154
C1289,C5720,0,-107.7129502187504,0.5993770348428742
C16712,C8627,0,-46.33692246905093,0.49473160430521157
C1707,C22814,0,-63.671636275618994,0.509621019853173
C5640,C18957,0,-60.20917953973094,0.4850711637337889
C1883,C15908,0,-10.56171230023665,0.5260926979430492
C3873,C6655,0,-28.633591508718155,0.45239546320345925
C5720,C816,0,38.35846568000875,0.5892321564950217
C20161,C467,0,-60.3668603671465,0.4708559225516227
C6883,C4920,0,-69.80530849027036,0.4934119899364899
C529,C20345,0,-43.5053526400784,0.48208442323691686
C5721,C14262,0,-13.179666399589678,0.546414009938981
C467,C5924,0,-40.48153523170936,0.4615357038191676
C21391,C1685,0,1.937339704454871,0.5524536845287796
C13492,C625,0,-38.95490014091365,0.5129291685762483
C2871,C586,0,-90.11031974825596,0.472870311614801
C9495,C5721,0,-52.765661118214894,0.6161132021761521
C14692,C586,0,-58.58917580406205,0.5081037228635136
C528,C12800,0,3.2741207497440428,0.5690337135847303
C22516,C22398,0,450.5719960434467,0.6796087293677261
C16712,C25549,0,-0.0004536688550160761,0.5610141310057479
C22529,C6823,0,-23.782077518254937,0.5249238526104525
C3349,C1332,0,-12.103543163759696,0.5192204521276431
C13362,C4174,0,-46.27653362256092,0.5343922905886769
C1627,C1707,0,-63.612482269179736,0.47650496101758083
C12164,C5721,0,-38.95356000853144,0.6064088185966857
C1707,C12212,0,-54.923401130085495,0.5296540768656826
C1707,C21260,0,-78.25273555520016,0.49747293797917364
C13715,C585,0,15.633431349077,0.6260078019844343
C754,C4937,0,-5.9695335949072614e-05,0.5505170858704674
C4174,C8082,0,-21.330975487155683,0.45106136936587576
C3028,C10477,0,-23.782077518254937,0.5249238526104525
C5030,C18080,0,-32.75457831254357,0.4699699428825829
C1743,C14282,0,-50.271704846466264,0.4956494494702836
C4131,C612,0,-87.44092803558988,0.4938335383828427
C742,C17924,0,-51.997881317690144,0.45866150988241244
C1743,C1305,0,-60.854043678080416,0.4712263143179925
C6639,C5720,0,-52.18350810429524,0.4832292267077634
C21182,C1973,0,-65.26697335111953,0.4673596849678952
C16712,C13256,0,-32.091794826350906,0.4641883733827161
C1973,C172,0,-67.77045121060291,0.5179821282663428
C2109,C405,0,-38.51972281958865,0.4617243136494295
C24448,C4920,0,-7.225918787672299,0.550472285143514
C8030,C5720,0,-59.78712355853213,0.5982938548180801
C585,C640,0,-25.1330255651485,0.5309129677855522
C585,C1883,0,-62.51540781881681,0.48895917304831443
C8117,C585,0,53.583057128321116,0.6464248409586588
C6462,C585,0,9.80307728847697,0.5655522844643522
C18957,C1707,0,36.10829519901131,0.5768096402264097
C24192,C706,0,-61.0320598042681,0.47721471134676197
C1685,C4975,0,-66.9477426730341,0.4749416658402774
C1685,C21893,0,-2.3846036744291723,0.5623815423181353
C4137,C585,0,-0.2410335523475169,0.6049316407642159
C6308,C743,0,-31.04402929996172,0.6305829555807534
C1410,C16712,0,-54.84227811147298,0.4468102095417683
C15593,C586,0,-62.707851619004714,0.5014302454188293
C1707,C1906,0,-82.40060512063405,0.4808689701959641
C1015,C12000,0,-14.053083205613575,0.5564863648991136
C16561,C457,0,11.862461319365366,0.5563258942181836
C11139,C231,0,-30.38041205690297,0.5496211499499729
C3349,C10874,0,-58.25675717889976,0.5119850767372236
C10150,C5720,0,-111.11492765433331,0.6141223392076627
C4174,C11283,0,-81.24681554735253,0.48692253943533403
C1685,C260,0,-47.7676338209867,0.5270244018735959
C586,C9574,0,-37.874977129485615,0.4480008765390652
C5640,C9733,0,-24.084129013302572,0.5161244168179676
C1707,C26721,0,-4.278185043390749,0.5544254768631143
C19127,C585,0,-15.031212026615549,0.6118570444892946
C9941,C625,0,-79.12264653171178,0.5964737199046316
C20067,C4920,0,-43.12234077872972,0.4958917433423366
C16712,C25270,0,-0.0004536688550160761,0.5610141310057479
C19134,C16712,0,-74.37231099565429,0.46081653602090994
C231,C18097,0,-58.92015474088066,0.47514499133840665
C10421,C5463,0,-29.977865911530444,0.626437201038268
C706,C91,0,-68.01766410531127,0.49503767985253166
C17078,C231,0,-58.937008955924966,0.47621557199549275
C16712,C6645,0,-40.06292216503948,0.4686865617982149
C8659,C612,0,-88.56247641353525,0.4749961157356164
C5593,C1707,0,-60.717783702709994,0.46940358900740076
C16087,C1707,0,-44.28514152585899,0.4923335935185428
C18975,C586,0,-27.800172836254433,0.5474853880861572
C7558,C706,0,-63.830396712200354,0.4856032167600295
C18957,C2057,0,-31.53743720158991,0.459731097014097
C1973,C1233,0,-68.50742624630402,0.49126558686506255
C5136,C7982,0,9.381396123634886,0.5638031632798715
C1685,C16778,0,-40.190687962917764,0.4799195812626199
C395,C24781,0,689.7745472898011,0.683772359060801
C17186,C2588,0,2.2868665125695316,0.5500544628728231
C5136,C5973,0,-10.02890084859746,0.5368959355695635
C18520,C743,0,-48.645142384944165,0.6225106718194626
C1707,C9086,0,-19.07099672867912,0.5094232012566293
C4367,C4174,0,-70.74556660157873,0.463228606678706
C1743,C22618,0,-81.49995249400695,0.4861533501591541
C467,C9197,0,-49.55034725148562,0.4585962131141548
C5030,C3167,0,-7.7550002421719455,0.4597705524783338
C6701,C4920,0,-43.12234077872972,0.4958917433423366
C13273,C625,0,-53.231375895861675,0.46579175240305115
C9576,C585,0,62.99494762601262,0.5858437347023251
C528,C21524,0,-53.72233457551556,0.4724467777792388
C1065,C17477,0,-82.66448324584803,0.485624412454625
C19522,C16712,0,-72.78594936954596,0.46147426804658714
C231,C19717,0,-63.87099608866106,0.4816935432528834
C8406,C7844,0,-58.25675717889976,0.5119850767372236
C19735,C5698,0,368.58257550156475,0.67222720134001
C457,C10921,0,-52.94687619349315,0.46593128427547004
C528,C10210,0,-44.48748896909501,0.4742322616884676
C3028,C19723,0,-63.24977871426745,0.49448320767928555
