src,dst,label,one_class_svm_score,isolation_forest_score
C16496,C528,0,-33.57281138485769,0.4857915080697276
C5874,C457,0,-26.031087034581105,0.6033500116066265
C20229,C1877,0,-6.844478434686607e-05,0.4791470497109693
C14751,C2106,0,108.68839038482042,0.6785315661419716
C1798,C3024,0,0.00010886338804994011,0.5495556690250851
C14298,C612,0,-1.298176753663256,0.5913219792636996
C6255,C1640,0,-41.822780591438004,0.4352340865952729
C20278,C529,0,-97.55996955984506,0.5026945278658853
C14464,C231,0,-53.62742515679588,0.47122899852616035
C2448,C457,0,-48.77933580457125,0.5133195656125483
C4267,TGT,0,-71.15589608420123,0.5158703875028625
C3032,C2327,0,-21.14535616513558,0.5214230019589953
C2044,C754,0,-82.81478233473194,0.6244694186074793
C1798,C1333,0,0.00010886338804994011,0.5495556690250851
C1521,C23339,0,-29.19985145781925,0.5468408185443014
C2022,C467,0,-98.31296394345827,0.5021568164688807
C3387,C467,0,-88.73591376368108,0.6197769056149074
C3063,C449,0,-36.0561259055346,0.4806979771874493
C12889,C2651,0,4.533157971418632,0.557442459198301
C23255,C467,0,-12.044303858460125,0.4826569321398182
C15244,C2881,0,-0.00022493624419439584,0.5684909062579582
C18306,C706,0,-104.51288668200846,0.4573315258908859
C17402,C586,0,-85.75962899555407,0.47136853969231973
C2855,C2106,0,-12.226839000670225,0.5656353153601084
C903,C1065,0,-120.26566613067212,0.46814455892244555
C16226,C528,0,-135.67614971420358,0.6309254940303126
C17512,C528,0,-115.14028065609637,0.47842120477635164
C18927,C2106,0,-115.96050146764856,0.453906013832627
C14156,C1877,0,-41.39291686768706,0.4749531603333441
C1190,C467,0,-92.13660331378196,0.48232618416176093
C242,C3640,0,-75.56443832313653,0.508198154533711
C24954,C1065,0,358.72634432226346,0.7178265633146086
C1567,C5825,0,-2.9078154461706163,0.5529982879211687
C21626,C529,0,-15.918395957801067,0.5872837363458813
C5893,TGT,0,-23.164541087597627,0.5033558343827594
C13185,C1640,0,-103.57452926504652,0.48539350186265634
C18059,C586,0,-98.31296394345827,0.5021568164688807
C23827,C17560,0,-10.886558109630869,0.47893100192848165
C2300,C2106,0,-64.99848357608607,0.4363726114770934
C9982,C467,0,-178.22040537793237,0.6297080562675583
C19836,TGT,0,-24.880236960912953,0.48856880995358987
C2240,C2327,0,-68.97663373879936,0.528227499319216
C1798,C10632,0,0.00010886338804994011,0.5495556690250851
C1449,C754,0,257.1660216591699,0.6745032303533319
C15828,C612,0,551.4109094123305,0.7305657462038183
C19653,C529,0,-45.389751215330534,0.4663822689649678
C921,U20,0,-126.75309978068026,0.4773203437026088
C20427,C467,0,-21.931143152177356,0.48167129609806464
C23516,C706,0,-92.51011812192337,0.49969886486948295
C1798,C10589,0,0.00010886338804994011,0.5495556690250851
C13994,C467,0,-98.31296394345827,0.5021568164688807
C20325,C586,0,-14.567863912838902,0.5640114558247312
C4313,C12232,0,14.927968234481114,0.5776664796128443
C23481,C2553,0,-80.76984603247274,0.48135089142733506
C223,C457,0,-126.75309978068026,0.4773203437026088
C1540,C625,0,-50.209992000250395,0.4584669949369561
C8109,C529,0,-46.54815501699636,0.4356723731736193
C1063,C1640,0,-75.02971973592275,0.5178824686523946
C8038,C2553,0,-50.209992000250395,0.4584669949369561
C3637,C231,0,-23.231776269308284,0.4784212460261085
C11330,C2173,0,-6.495102555632002,0.4901660047687407
C19658,C2553,0,-85.99647741346098,0.440131373339042
C22641,C2327,0,9.880753827928856e-05,0.5258209812624577
C19967,C467,0,-6.572668985427299e-05,0.5984674296928556
C22338,C231,0,23.71601769759468,0.5432251236677091
C19607,C586,0,-105.70834759811032,0.45274962921747414
C22336,C2310,0,-45.389751215330534,0.4663822689649678
C7776,C457,0,-105.10507979794397,0.4868186852483801
C3173,C1152,0,47.39127803992892,0.5902709432097695
C3940,C2327,0,-42.10955170737043,0.5005458003810122
C21690,C528,0,-119.87487606667764,0.4881507360501755
C23754,C706,0,-98.31296394345827,0.5021568164688807
C15244,C14302,0,-0.00022493624419439584,0.5684909062579582
C9206,U5,0,-5.0939565114690595,0.5214770639989572
C11364,C457,0,-112.1795469263268,0.6138233021047329
C22373,C231,0,-98.74491716914736,0.515765115064586
C13046,C1681,0,-152.0024447279725,0.6315297201846836
C16494,C586,0,-104.51288668200846,0.4573315258908859
C16249,C1877,0,-24.536458231689494,0.49292320004655593
C151,C2106,0,-38.910069293412334,0.5496974150554818
C5763,C2969,0,-75.7193524978934,0.5845026170635843
C4942,TGT,0,-65.85288854401279,0.516418078396791
C15244,C16189,0,-0.00022493624419439584,0.5684909062579582
C10432,C2327,0,-46.54815501699636,0.4356723731736193
C18206,C2106,0,551.4109094123305,0.7305657462038183
C19233,TGT,0,-33.57281138485769,0.4857915080697276
C21558,C585,0,-46.54815501699636,0.4356723731736193
C15443,C2327,0,-115.96050146764856,0.453906013832627
C17827,C457,0,-21.931143152177356,0.48167129609806464
C18453,C18452,0,-146.23730494703477,0.5506476856452216
C8257,U7,0,-15.350423348554159,0.5028892563212615
C637,C586,0,-48.77933580457125,0.5133195656125483
C3174,C1640,0,-90.35637495094352,0.49775063263674896
C14152,C457,0,-45.389751215330534,0.4663822689649678
C20240,C457,0,180.64573155646735,0.6446738000358938
C18837,C743,0,-105.70834759811032,0.45274962921747414
C754,C15833,0,114.5537621714102,0.6345937478036888
C11639,TGT,0,-64.99848357608607,0.4363726114770934
C13823,C2106,0,-23.231776269308284,0.4784212460261085
C754,C20450,0,114.5537621714102,0.6345937478036888
C4152,C586,0,-87.41579209961401,0.515549824818206
C21612,C528,0,-53.62742515679588,0.47122899852616035
C23168,C586,0,-12.044303858460125,0.4826569321398182
C16179,C529,0,-41.39291686768706,0.4749531603333441
C4991,C528,0,-41.39291686768706,0.4749531603333441
C3703,C2106,0,-86.88457816869618,0.5064525589441966
C21894,C231,0,-80.76984603247274,0.48135089142733506
C5478,C2173,0,-23.231776269308284,0.4784212460261085
C10,C18773,0,63.62098970601596,0.6093136410391133
C2109,C1628,0,-135.20746544300573,0.6412278563600413
C3181,C1640,0,-96.59450492009228,0.4535186568613242
C21902,C1640,0,-6.495102555632002,0.4901660047687407
C9128,C743,0,-6.844478434686607e-05,0.4791470497109693
C9238,C1065,0,-38.63271483787662,0.43831906967787904
C1198,C625,0,-46.54815501699636,0.4356723731736193
C2652,C1065,0,-12.044303858460125,0.4826569321398182
C7227,C324,0,-115.96050146764856,0.453906013832627
C18971,C612,0,-50.209992000250395,0.4584669949369561
C6691,C10817,0,-104.51288668200846,0.4573315258908859
C12461,C2310,0,-46.54815501699636,0.4356723731736193
C15533,C529,0,-45.389751215330534,0.4663822689649678
C18082,C528,0,-86.88457816869618,0.5064525589441966
C13525,C1065,0,-86.79029975675758,0.5285628213567275
C532,TGT,0,-68.08393069272233,0.5140908169234429
C10936,C529,0,-115.14028065609637,0.47842120477635164
C20980,C2327,0,-45.389751215330534,0.4663822689649678
C17252,C706,0,-87.41579209961401,0.515549824818206
C369,C625,0,-48.77933580457125,0.5133195656125483
C6945,C585,0,-41.822780591438004,0.4352340865952729
C24111,C529,0,98.74759332523104,0.649007420126317
C1521,C18965,0,-29.19985145781925,0.5468408185443014
C17891,C3040,0,-12.044303858460125,0.4826569321398182
C4315,C1065,0,-85.75962899555407,0.47136853969231973
C3134,C612,0,-15.918395957801067,0.5872837363458813
C323,C2525,0,-115.96050146764856,0.453906013832627
C16341,C586,0,-68.97663373879936,0.528227499319216
C19378,C2525,0,-96.59450492009228,0.4535186568613242
C16079,C1065,0,-35.691232727353054,0.48329707663636917
C13732,C754,0,-170.34960970340944,0.5811266669074646
C11851,C2106,0,-101.51574540029424,0.45239700195534027
C10759,C528,0,-126.75309978068026,0.4773203437026088
C2307,C585,0,-12.044303858460125,0.4826569321398182
C25812,C1640,0,-23.231776269308284,0.4784212460261085
C10291,U7,0,-2.374564499714552,0.47748866569872805
C10071,C529,0,-119.79079791115942,0.4694976884121653
C1523,C467,0,-23.231776269308284,0.4784212460261085
C18739,C1065,0,-97.15058771935628,0.4545980374517106
C11748,C2106,0,-51.04491543462768,0.4994005997534051
C15775,C395,0,-133.38421178132103,0.5409924151504805
C28,C1640,0,-115.96050146764856,0.453906013832627
C1798,C1550,0,0.00010886338804994011,0.5495556690250851
C18018,C625,0,-98.31296394345827,0.5021568164688807
C12448,C2327,0,-112.08299348951232,0.5139130388829021
C1521,C613,0,-29.19985145781925,0.5468408185443014
C10378,C12313,0,-118.60136833896945,0.6205054885992207
C6283,C585,0,-46.54815501699636,0.4356723731736193
C13119,C801,0,-87.64136919375665,0.5158165626925061
C10585,C2327,0,-80.76984603247274,0.48135089142733506
C254,C1065,0,-148.0924506562726,0.5897309248187638
C12316,C1065,0,-41.39291686768706,0.4749531603333441
C10366,C2553,0,-48.20738658756409,0.4393190706912998
C22833,C1640,0,-85.99647741346098,0.440131373339042
C590,C1065,0,-103.57452926504652,0.48539350186265634
C9968,C2106,0,-85.99647741346098,0.440131373339042
C1521,C14288,0,-29.19985145781925,0.5468408185443014
C22583,C529,0,-103.57452926504652,0.48539350186265634
C18859,C585,0,-6.844478434686607e-05,0.4791470497109693
C3273,C457,0,-33.57281138485769,0.4857915080697276
C7288,C3573,0,-73.11296231312099,0.5271953318573801
C651,C1015,0,-12.710144512878287,0.5520615733074762
C24368,C529,0,45.20323986143285,0.5933992616727027
C17249,C2327,0,-92.13660331378196,0.48232618416176093
C7707,C1065,0,-20.50198967759934,0.5297774064930251
C1988,C529,0,-64.99848357608607,0.4363726114770934
C2510,C529,0,-41.822780591438004,0.4352340865952729
C2848,TGT,0,-92.3474556546555,0.5378471992279469
C2496,C2173,0,86.35237498644187,0.5931016810236354
C5398,C625,0,-34.931407432469996,0.6043477499843799
C19172,C457,0,-20.50198967759934,0.5297774064930251
C145,C743,0,-107.62037473980581,0.46316414968530817
C10697,TGT,0,-31.31056014555179,0.48573390914955533
C6505,C625,0,-46.54815501699636,0.4356723731736193
C9651,C2327,0,-50.209992000250395,0.4584669949369561
C1798,C24586,0,0.00010886338804994011,0.5495556690250851
C16169,C529,0,-23.231776269308284,0.4784212460261085
C1521,C22440,0,-29.19985145781925,0.5468408185443014
C3388,C706,0,-44.42722274083394,0.5462312559027667
C19149,C231,0,-107.62037473980581,0.46316414968530817
C1798,C13138,0,0.00010886338804994011,0.5495556690250851
C40,C612,0,-64.99848357608607,0.4363726114770934
C13092,C706,0,-15.350423348554159,0.5028892563212615
C8236,C586,0,-36.0561259055346,0.4806979771874493
C2406,C457,0,-38.63271483787662,0.43831906967787904
C15244,C17087,0,-0.00022493624419439584,0.5684909062579582
C8717,C528,0,-50.209992000250395,0.4584669949369561
C19485,C1640,0,-65.85288854401279,0.516418078396791
C11303,C586,0,-23.231776269308284,0.4784212460261085
C7873,C612,0,-119.56726990353604,0.5053121668943231
C2829,C1640,0,-53.62742515679588,0.47122899852616035
C8238,C231,0,-2.374564499714552,0.47748866569872805
C22044,C625,0,-77.90208713709217,0.5159499508998919
C21191,C1881,0,204.48213486527402,0.6554368764758505
C1521,C7462,0,-29.19985145781925,0.5468408185443014
C1521,C21248,0,-29.19985145781925,0.5468408185443014
C1521,C475,0,-29.19985145781925,0.5468408185443014
C11623,C743,0,-31.31056014555179,0.48573390914955533
C9685,C2480,0,-115.96050146764856,0.453906013832627
C22094,C754,0,-170.34960970340944,0.5811266669074646
C1382,C10,0,-8.943007866254447,0.5534281090506588
C1798,C407,0,0.00010886338804994011,0.5495556690250851
C12149,C15579,0,-49.6771836811879,0.5390624305993512
C25845,C706,0,-6.518021571878307,0.4796957079613945
C1285,C706,0,-68.9199365338286,0.5248898242030124
C15075,C1640,0,-6.495102555632002,0.4901660047687407
C1584,C706,0,-120.26566613067212,0.46814455892244555
C18605,C5790,0,-87.41579209961401,0.515549824818206
C23099,C1065,0,-10.886558109630869,0.47893100192848165
C8696,C743,0,-85.99647741346098,0.440131373339042
C17918,C2543,0,-99.37601369409094,0.49758818647652414
C23315,C2327,0,-23.164541087597627,0.5033558343827594
C13446,C5716,0,-21.931143152177356,0.48167129609806464
C1521,C20212,0,-29.19985145781925,0.5468408185443014
C1798,C7470,0,0.00010886338804994011,0.5495556690250851
C24491,C528,0,-55.649495991217464,0.48206860162369025
C20331,C13684,0,103.73567019513462,0.6470783802354897
C13675,C529,0,-30.369292980836917,0.5901089007011905
C21556,C706,0,-98.03531231763986,0.5059235835498443
C5536,C1065,0,-25.20424865884047,0.5495018636792572
C11153,C467,0,-105.70834759811032,0.45274962921747414
C5156,C231,0,-6.844478434686607e-05,0.4791470497109693
C6234,C528,0,-53.62742515679588,0.47122899852616035
C5763,C18716,0,-75.7193524978934,0.5845026170635843
C13785,C2553,0,-80.60429575277408,0.524460740639782
C20515,C457,0,-98.31296394345827,0.5021568164688807
C19509,C231,0,-70.75335856343804,0.501663363054157
C12800,C1640,0,-99.37601369409094,0.49758818647652414
C7356,C1640,0,-53.62742515679588,0.47122899852616035
C11184,C625,0,-48.20738658756409,0.4393190706912998
C11301,C1640,0,-104.51288668200846,0.4573315258908859
C21876,C423,0,358.72634432226346,0.7178265633146086
C8304,C5618,0,-119.56726990353604,0.5053121668943231
C2545,TGT,0,-58.504020720926974,0.5446425877801908
C7018,C4681,0,-2.374564499714552,0.47748866569872805
C4955,C467,0,-135.67614971420358,0.6309254940303126
C2662,C1640,0,-92.13660331378196,0.48232618416176093
C20610,C743,0,-6.844478434686607e-05,0.4791470497109693
C1521,C21054,0,-29.19985145781925,0.5468408185443014
C19329,C96,0,-76.09294147353512,0.4765442929805698
C5090,C3395,0,-6.844478434686607e-05,0.4791470497109693
C20664,C2062,0,-36.0561259055346,0.4806979771874493
C1521,C4083,0,-29.19985145781925,0.5468408185443014
C7637,C754,0,-201.59072423663747,0.5868070256275743
C16255,C1042,0,151.25659089702253,0.6306934092267166
C3283,C2438,0,-12.313528795668617,0.556609958656959
C3644,C529,0,-120.26566613067212,0.46814455892244555
C4314,C231,0,-23.231776269308284,0.4784212460261085
C1798,C9159,0,0.00010886338804994011,0.5495556690250851
C21514,TGT,0,-21.14535616513558,0.5214230019589953
C3884,TGT,0,-24.880236960912953,0.48856880995358987
C7402,C625,0,-2.374564499714552,0.47748866569872805
C2131,C457,0,-46.70852269855186,0.47567560988048246
C24921,C457,0,-135.67614971420358,0.6309254940303126
C7926,C528,0,-6.844478434686607e-05,0.4791470497109693
C19493,C5769,0,-105.70834759811032,0.45274962921747414
C15244,C17913,0,-0.00022493624419439584,0.5684909062579582
C15244,C20995,0,-0.00022493624419439584,0.5684909062579582
C16686,C1884,0,-177.00997186030327,0.6335318717846891
C9601,C2106,0,-166.966307655533,0.5810368199891014
C19256,C231,0,-103.5161576913872,0.5285022428190729
C4702,TGT,0,-23.231776269308284,0.4784212460261085
C1585,C586,0,-107.62037473980581,0.46316414968530817
C10445,C231,0,-38.63271483787662,0.43831906967787904
C3202,C586,0,-55.649495991217464,0.48206860162369025
C7087,C1640,0,-50.209992000250395,0.4584669949369561
C10690,C467,0,-12.044303858460125,0.4826569321398182
C23198,C467,0,218.80357345177595,0.6730280164623217
C12517,C612,0,-38.63271483787662,0.43831906967787904
C7681,C754,0,-95.1759478257211,0.5978963976519016
C1007,C706,0,-64.38726325083235,0.5282318896335229
C24905,C1640,0,-53.62742515679588,0.47122899852616035
C12796,C92,0,-86.79029975675758,0.5285628213567275
C1798,C21045,0,0.00010886338804994011,0.5495556690250851
C10839,C586,0,-126.75309978068026,0.4773203437026088
