2026-05-16 01:31:19,303 [INFO] __main__: Loading LANL data from data/LANL-Dataset-2015 (window=3600s)
2026-05-16 01:31:19,802 [INFO] src.pipeline: Run ID: 20260516_083119, output dir: results/20260516_083119
2026-05-16 01:31:19,802 [INFO] src.io:   Saved pipeline_config.json to results/20260516_083119
2026-05-16 01:31:19,804 [INFO] src.stages: Red team: 749 events, 25 merged windows
2026-05-16 01:31:19,816 [INFO] src.io:   Saved redteam data to results/20260516_083119/redteam
2026-05-16 01:31:19,817 [INFO] src.stages: Streaming + building: combined
2026-05-16 01:31:27,574 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 500,000 events processed...
2026-05-16 01:33:06,392 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 27,500,000 events processed...
2026-05-16 01:33:08,244 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 28,000,000 events processed...
2026-05-16 01:33:10,088 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 28,500,000 events processed...
2026-05-16 01:33:11,938 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 29,000,000 events processed...
2026-05-16 01:33:13,734 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 29,500,000 events processed...
2026-05-16 01:33:15,595 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 30,000,000 events processed...
2026-05-16 01:33:17,509 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 30,500,000 events processed...
2026-05-16 01:33:19,318 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 31,000,000 events processed...
2026-05-16 01:33:21,192 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 31,500,000 events processed...
2026-05-16 01:33:22,970 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 32,000,000 events processed...
2026-05-16 01:33:24,721 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 32,500,000 events processed...
2026-05-16 01:33:26,434 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 33,000,000 events processed...
2026-05-16 01:33:28,197 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 33,500,000 events processed...
2026-05-16 01:33:29,931 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 34,000,000 events processed...
2026-05-16 01:33:31,656 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 34,500,000 events processed...
2026-05-16 01:33:33,393 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 35,000,000 events processed...
2026-05-16 01:33:35,153 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 35,500,000 events processed...
2026-05-16 01:33:36,876 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 36,000,000 events processed...
2026-05-16 01:33:47,127 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 36,500,000 events processed...
2026-05-16 01:33:48,864 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 37,000,000 events processed...
2026-05-16 01:33:50,624 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 37,500,000 events processed...
2026-05-16 01:34:19,278 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 38,000,000 events processed...
2026-05-16 01:34:21,136 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 38,500,000 events processed...
2026-05-16 01:34:22,963 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 39,000,000 events processed...
2026-05-16 01:34:24,720 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 39,500,000 events processed...
2026-05-16 01:34:26,576 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 40,000,000 events processed...
2026-05-16 01:34:28,439 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 40,500,000 events processed...
2026-05-16 01:34:30,264 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 41,000,000 events processed...
2026-05-16 01:34:32,012 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 41,500,000 events processed...
2026-05-16 01:34:33,812 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 42,000,000 events processed...
2026-05-16 01:34:35,624 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 42,500,000 events processed...
2026-05-16 01:34:37,473 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 43,000,000 events processed...
2026-05-16 01:34:39,203 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 43,500,000 events processed...
2026-05-16 01:34:40,975 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 44,000,000 events processed...
2026-05-16 01:34:42,765 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 44,500,000 events processed...
2026-05-16 01:34:44,550 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 45,000,000 events processed...
2026-05-16 01:34:46,311 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 45,500,000 events processed...
2026-05-16 01:34:48,136 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 46,000,000 events processed...
2026-05-16 01:34:49,913 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 46,500,000 events processed...
2026-05-16 01:34:51,722 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 47,000,000 events processed...
2026-05-16 01:34:53,497 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 47,500,000 events processed...
2026-05-16 01:34:55,278 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 48,000,000 events processed...
2026-05-16 01:34:57,038 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 48,500,000 events processed...
2026-05-16 01:34:58,743 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 49,000,000 events processed...
2026-05-16 01:35:00,554 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 49,500,000 events processed...
2026-05-16 01:35:08,211 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 50,000,000 events processed...
2026-05-16 01:35:09,969 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 50,500,000 events processed...
2026-05-16 01:35:11,691 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 51,000,000 events processed...
2026-05-16 01:35:13,425 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 51,500,000 events processed...
2026-05-16 01:35:15,179 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 52,000,000 events processed...
2026-05-16 01:35:16,944 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 52,500,000 events processed...
2026-05-16 01:35:18,682 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 53,000,000 events processed...
2026-05-16 01:35:20,420 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 53,500,000 events processed...
2026-05-16 01:35:22,217 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 54,000,000 events processed...
2026-05-16 01:35:23,983 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 54,500,000 events processed...
2026-05-16 01:35:25,684 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 55,000,000 events processed...
2026-05-16 01:35:27,472 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 55,500,000 events processed...
2026-05-16 01:35:29,268 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 56,000,000 events processed...
2026-05-16 01:35:31,042 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 56,500,000 events processed...
2026-05-16 01:35:32,817 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 57,000,000 events processed...
2026-05-16 01:35:34,605 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 57,500,000 events processed...
2026-05-16 01:35:36,437 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 58,000,000 events processed...
2026-05-16 01:35:38,208 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 58,500,000 events processed...
2026-05-16 01:35:39,999 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 59,000,000 events processed...
2026-05-16 01:35:41,801 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 59,500,000 events processed...
2026-05-16 01:35:43,595 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 60,000,000 events processed...
2026-05-16 01:35:45,380 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 60,500,000 events processed...
2026-05-16 01:35:47,204 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 61,000,000 events processed...
2026-05-16 01:35:49,062 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 61,500,000 events processed...
2026-05-16 01:35:56,460 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 62,000,000 events processed...
2026-05-16 01:35:58,271 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 62,500,000 events processed...
2026-05-16 01:35:59,987 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 63,000,000 events processed...
2026-05-16 01:36:01,742 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 63,500,000 events processed...
2026-05-16 01:36:03,801 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 64,000,000 events processed...
2026-05-16 01:36:05,625 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 64,500,000 events processed...
2026-05-16 01:36:07,437 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 65,000,000 events processed...
2026-05-16 01:36:09,371 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 65,500,000 events processed...
2026-05-16 01:36:11,238 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 66,000,000 events processed...
2026-05-16 01:36:13,093 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 66,500,000 events processed...
2026-05-16 01:36:14,970 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 67,000,000 events processed...
2026-05-16 01:36:16,761 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 67,500,000 events processed...
2026-05-16 01:36:18,576 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 68,000,000 events processed...
2026-05-16 01:36:20,460 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 68,500,000 events processed...
2026-05-16 01:36:22,353 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 69,000,000 events processed...
2026-05-16 01:36:32,747 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 69,500,000 events processed...
2026-05-16 01:36:34,574 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 70,000,000 events processed...
2026-05-16 01:36:36,390 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 70,500,000 events processed...
2026-05-16 01:36:38,137 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 71,000,000 events processed...
2026-05-16 01:36:42,909 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 71,500,000 events processed...
2026-05-16 01:36:44,792 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 72,000,000 events processed...
2026-05-16 01:36:46,615 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 72,500,000 events processed...
2026-05-16 01:36:48,407 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 73,000,000 events processed...
2026-05-16 01:36:50,173 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 73,500,000 events processed...
2026-05-16 01:36:51,958 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 74,000,000 events processed...
2026-05-16 01:36:53,736 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 74,500,000 events processed...
2026-05-16 01:36:55,554 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 75,000,000 events processed...
2026-05-16 01:36:57,296 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 75,500,000 events processed...
2026-05-16 01:37:40,196 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 76,000,000 events processed...
2026-05-16 01:37:41,462 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 76,500,000 events processed...
2026-05-16 01:37:42,709 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 77,000,000 events processed...
2026-05-16 01:37:43,966 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 77,500,000 events processed...
2026-05-16 01:37:51,669 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 78,000,000 events processed...
2026-05-16 01:37:52,956 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 78,500,000 events processed...
2026-05-16 01:37:54,236 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 79,000,000 events processed...
2026-05-16 01:37:55,605 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 79,500,000 events processed...
2026-05-16 01:37:56,978 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 80,000,000 events processed...
2026-05-16 01:37:58,341 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 80,500,000 events processed...
2026-05-16 01:38:05,903 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 81,000,000 events processed...
2026-05-16 01:38:07,313 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 81,500,000 events processed...
2026-05-16 01:38:08,688 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 82,000,000 events processed...
2026-05-16 01:38:10,078 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 82,500,000 events processed...
2026-05-16 01:38:35,260 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 83,000,000 events processed...
2026-05-16 01:38:36,675 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 83,500,000 events processed...
2026-05-16 01:38:37,971 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 84,000,000 events processed...
2026-05-16 01:38:39,270 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 84,500,000 events processed...
2026-05-16 01:38:40,582 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 85,000,000 events processed...
2026-05-16 01:38:41,910 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 85,500,000 events processed...
2026-05-16 01:38:43,284 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 86,000,000 events processed...
2026-05-16 01:38:44,582 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 86,500,000 events processed...
2026-05-16 01:38:45,884 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 87,000,000 events processed...
2026-05-16 01:38:47,251 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 87,500,000 events processed...
2026-05-16 01:38:51,945 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 88,000,000 events processed...
2026-05-16 01:38:53,308 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 88,500,000 events processed...
2026-05-16 01:38:54,588 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 89,000,000 events processed...
2026-05-16 01:38:55,918 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 89,500,000 events processed...
2026-05-16 01:38:57,276 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 90,000,000 events processed...
2026-05-16 01:38:58,592 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 90,500,000 events processed...
2026-05-16 01:38:59,855 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 91,000,000 events processed...
2026-05-16 01:39:01,118 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 91,500,000 events processed...
2026-05-16 01:39:02,441 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 92,000,000 events processed...
2026-05-16 01:39:04,025 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 92,500,000 events processed...
2026-05-16 01:39:05,278 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 93,000,000 events processed...
2026-05-16 01:39:06,590 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 93,500,000 events processed...
2026-05-16 01:39:08,021 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 94,000,000 events processed...
2026-05-16 01:39:14,468 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 94,500,000 events processed...
2026-05-16 01:39:15,781 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 95,000,000 events processed...
2026-05-16 01:39:17,172 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 95,500,000 events processed...
2026-05-16 01:39:18,658 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 96,000,000 events processed...
2026-05-16 01:39:20,055 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 96,500,000 events processed...
2026-05-16 01:39:21,375 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 97,000,000 events processed...
2026-05-16 01:39:22,708 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 97,500,000 events processed...
2026-05-16 01:39:24,162 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 98,000,000 events processed...
2026-05-16 01:39:29,831 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 98,500,000 events processed...
2026-05-16 01:39:31,169 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 99,000,000 events processed...
2026-05-16 01:39:32,509 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 99,500,000 events processed...
2026-05-16 01:39:33,910 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 100,000,000 events processed...
2026-05-16 01:39:35,888 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 100,500,000 events processed...
2026-05-16 01:39:37,216 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 101,000,000 events processed...
2026-05-16 01:39:38,646 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 101,500,000 events processed...
2026-05-16 01:39:40,103 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 102,000,000 events processed...
2026-05-16 01:39:41,439 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 102,500,000 events processed...
2026-05-16 01:39:42,776 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 103,000,000 events processed...
2026-05-16 01:39:44,162 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 103,500,000 events processed...
2026-05-16 01:39:45,489 [INFO] src.graph.builder:   data/LANL-Dataset-2015/auth.txt: 104,000,000 events processed...
2026-05-16 01:39:50,530 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 500,000 events processed...
2026-05-16 01:39:51,644 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 1,000,000 events processed...
2026-05-16 01:39:54,140 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 1,500,000 events processed...
2026-05-16 01:39:55,264 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 2,000,000 events processed...
2026-05-16 01:39:56,435 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 2,500,000 events processed...
2026-05-16 01:39:57,609 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 3,000,000 events processed...
2026-05-16 01:39:58,828 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 3,500,000 events processed...
2026-05-16 01:40:00,019 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 4,000,000 events processed...
2026-05-16 01:40:01,155 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 4,500,000 events processed...
2026-05-16 01:40:07,634 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 5,000,000 events processed...
2026-05-16 01:40:08,774 [INFO] src.graph.builder:   data/LANL-Dataset-2015/flows.txt: 5,500,000 events processed...
