src,dst,type,protocol,src_port,dst_port,pkt_count,byte_count,duration,time,weight,first_time,last_time
C16712,C16756,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C1700,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C1843,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C185,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C1857,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C2128,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C24336,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C24474,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C2881,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C2882,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C3100,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C4814,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C8026,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C8492,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16712,C962,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C16756,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C1685,C20473,flow,6.0,N105,N24889,5.0,2691.0,0.0,147285.0,2,147285.0,147286.0
C1685,C9156,flow,6.0,N105,N19644,4.0,445.0,0.0,147285.0,1,147285.0,
C1700,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C1707,C6211,flow,6.0,N105,N2681,4.0,413.0,0.0,147285.0,2,147285.0,147285.0
C1707,C8677,flow,6.0,N105,N17940,4.0,409.0,0.0,147285.0,2,147285.0,147285.0
C17693,C5074,flow,6.0,443.0,N9713,6.0,563.0,0.0,147285.0,79,147285.0,147675.0
C1823,C1971,flow,1.0,N78,N10,1.0,60.0,0.0,147285.0,7,147285.0,147645.0
C1843,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C185,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C1857,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C1971,C1823,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,7,147285.0,147645.0
C20473,C1685,flow,6.0,N24889,N105,7.0,1262.0,0.0,147285.0,2,147285.0,147286.0
C2091,C12839,flow,6.0,80.0,N14632,1.0,46.0,0.0,147285.0,1,147285.0,
C2128,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C24336,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C24474,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C2697,C743,flow,6.0,N10783,445.0,1.0,46.0,0.0,147285.0,4,147285.0,147646.0
C2881,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C2882,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C3100,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C453,C5030,flow,6.0,N2149,443.0,2.0,92.0,0.0,147285.0,1,147285.0,
C467,C12632,flow,17.0,123.0,123.0,1.0,96.0,0.0,147285.0,2,147285.0,147306.0
C4814,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C5030,C453,flow,6.0,443.0,N2149,1.0,46.0,0.0,147285.0,1,147285.0,
C6211,C1707,flow,6.0,N2681,N105,5.0,856.0,0.0,147285.0,2,147285.0,147285.0
C743,C11667,flow,6.0,139.0,N3529,1.0,46.0,0.0,147285.0,4,147285.0,147646.0
C743,C2697,flow,6.0,445.0,N10783,1.0,46.0,0.0,147285.0,4,147285.0,147646.0
C8026,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C8492,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C8677,C1707,flow,6.0,N17940,N105,5.0,852.0,0.0,147285.0,2,147285.0,147285.0
C9156,C1685,flow,6.0,N19644,N105,6.0,932.0,0.0,147285.0,1,147285.0,
C962,C16712,flow,1.0,N10,N10,1.0,60.0,0.0,147285.0,1,147285.0,
C10293,C16712,flow,1.0,N10,N10,2.0,120.0,1.0,147285.0,1,147285.0,
C16712,C10293,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,1,147285.0,
C16712,C13140,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147286.0
C16712,C17743,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C19499,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147286.0
C16712,C20342,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C21185,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C21376,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C22132,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C22414,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147286.0
C16712,C23067,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C23099,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C23918,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C24056,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C16712,C25561,flow,1.0,N78,N10,2.0,120.0,1.0,147285.0,5,147285.0,147287.0
C11545,C585,flow,6.0,N1625,445.0,14.0,3585.0,12.0,147285.0,5,147285.0,147576.0
C11122,C586,flow,6.0,N10943,445.0,13.0,4217.0,13.0,147285.0,1,147285.0,
C586,C11122,flow,6.0,445.0,N10943,9.0,1653.0,13.0,147285.0,1,147285.0,
C13730,C529,flow,6.0,N34135,445.0,14.0,5635.0,14.0,147285.0,12,147285.0,147604.0
C529,C13730,flow,6.0,445.0,N34135,10.0,1701.0,14.0,147285.0,12,147285.0,147604.0
C1685,C3841,flow,6.0,N105,N9521,30449.0,45625996.0,18.0,147285.0,6,147285.0,147676.0
C3841,C1685,flow,6.0,N9521,N105,16432.0,756023.0,18.0,147285.0,6,147285.0,147676.0
C1581,C368,flow,6.0,1433.0,N25628,4.0,190.0,20.0,147285.0,6,147285.0,147665.0
C368,C1581,flow,6.0,N25628,1433.0,4.0,190.0,20.0,147285.0,6,147285.0,147665.0
C13730,C5720,flow,6.0,N6818,445.0,472.0,117221.0,32.0,147285.0,6,147285.0,147628.0
C5720,C13730,flow,6.0,445.0,N6818,468.0,215759.0,32.0,147285.0,6,147285.0,147628.0
C1015,C375,flow,6.0,N20,N3813,2.0,92.0,38.0,147285.0,6,147285.0,147663.0
C11727,C5721,flow,6.0,N6180,445.0,41.0,8960.0,60.0,147285.0,6,147285.0,147673.0
C22112,C22751,flow,17.0,N29,N29,3.0,282.0,60.0,147285.0,5,147285.0,147645.0
C5721,C9477,flow,6.0,445.0,N439,40.0,7704.0,60.0,147285.0,7,147285.0,147648.0
C9477,C5721,flow,6.0,N439,445.0,42.0,8814.0,60.0,147285.0,7,147285.0,147648.0
C10,C9079,flow,6.0,445.0,N2054,1.0,46.0,0.0,147286.0,7,147286.0,147646.0
C1065,C1508,flow,6.0,445.0,N1246,1.0,46.0,0.0,147286.0,2,147286.0,147360.0
C10833,C5030,flow,6.0,N34894,443.0,2.0,92.0,0.0,147286.0,1,147286.0,
C12133,C457,flow,6.0,N5254,445.0,1.0,52.0,0.0,147286.0,4,147286.0,147645.0
C13337,C1685,flow,6.0,N18885,N105,7.0,974.0,0.0,147286.0,2,147286.0,147286.0
C1508,C1065,flow,6.0,N1246,445.0,1.0,52.0,0.0,147286.0,1,147286.0,
C1685,C13337,flow,6.0,N105,N18885,4.0,445.0,0.0,147286.0,2,147286.0,147286.0
C1685,C1906,flow,6.0,N105,N4757,4.0,414.0,0.0,147286.0,3,147286.0,147419.0
C17552,C586,flow,6.0,N17721,N676,8.0,2648.0,0.0,147286.0,27,147286.0,147532.0
C1906,C1685,flow,6.0,N4757,N105,5.0,857.0,0.0,147286.0,3,147286.0,147419.0
C457,C12133,flow,6.0,445.0,N5254,1.0,46.0,0.0,147286.0,4,147286.0,147645.0
C467,C6001,flow,6.0,389.0,N23110,12.0,7505.0,0.0,147286.0,1,147286.0,
C4858,C706,flow,6.0,N950,80.0,1.0,46.0,0.0,147286.0,1,147286.0,
C5030,C10833,flow,6.0,443.0,N34894,1.0,46.0,0.0,147286.0,1,147286.0,
C528,C4067,flow,6.0,445.0,N5269,1.0,46.0,0.0,147286.0,4,147286.0,147646.0
C545,C1294,flow,6.0,445.0,N5226,1.0,46.0,0.0,147286.0,4,147286.0,147646.0
C586,C8308,flow,17.0,389.0,N15335,1.0,193.0,0.0,147286.0,4,147286.0,147286.0
C586,C17552,flow,6.0,N676,N17721,6.0,1918.0,0.0,147286.0,32,147286.0,147532.0
C6001,C467,flow,6.0,N23110,389.0,12.0,3984.0,0.0,147286.0,1,147286.0,
C706,C1216,flow,6.0,80.0,N14207,6.0,4084.0,0.0,147286.0,1,147286.0,
C706,C38,flow,6.0,80.0,N22963,4.0,515.0,0.0,147286.0,1,147286.0,
C8308,C586,flow,17.0,N15335,389.0,1.0,194.0,0.0,147286.0,4,147286.0,147286.0
C1707,C5061,flow,6.0,N105,N5979,4.0,409.0,1.0,147286.0,3,147286.0,147444.0
C5061,C1707,flow,6.0,N5979,N105,5.0,852.0,1.0,147286.0,3,147286.0,147444.0
C528,C7139,flow,6.0,389.0,N13584,8.0,3178.0,1.0,147286.0,2,147286.0,147286.0
C5089,C3371,flow,6.0,N16318,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C4116,flow,6.0,N16413,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C4847,flow,6.0,N16754,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C3935,flow,6.0,N18616,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C3971,flow,6.0,N1931,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C3469,flow,6.0,N23487,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C128,flow,6.0,N23501,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C5089,C24735,flow,6.0,N35692,N382,3.0,152.0,10.0,147286.0,4,147286.0,147628.0
C1015,C732,flow,6.0,N20,N4416,2.0,92.0,38.0,147286.0,6,147286.0,147665.0
C1015,C788,flow,6.0,N20,N4438,2.0,92.0,38.0,147286.0,6,147286.0,147665.0
C1592,C23679,flow,1.0,N10,N10,5.0,420.0,4.0,147286.0,2,147286.0,147596.0
C23679,C1592,flow,1.0,N78,N10,5.0,420.0,4.0,147286.0,2,147286.0,147596.0
C1015,C13340,flow,6.0,N20,N2110,7.0,840.0,60.0,147286.0,16,147286.0,147637.0
C1216,C706,flow,6.0,N14207,80.0,8.0,3525.0,60.0,147286.0,1,147286.0,
C38,C706,flow,6.0,N22963,80.0,8.0,3003.0,60.0,147286.0,1,147286.0,
C5053,C10865,flow,6.0,1433.0,N1892,5.0,230.0,60.0,147286.0,60,147286.0,147676.0
C5571,C12166,flow,17.0,N3588,161.0,4.0,428.0,60.0,147286.0,5,147286.0,147616.0
C3065,C505,flow,6.0,N101,N844,64.0,4480.0,63.0,147286.0,7,147286.0,147667.0
C505,C3065,flow,6.0,N844,N101,64.0,2944.0,63.0,147286.0,7,147286.0,147667.0
C3173,C9178,flow,6.0,N282,N2444,64.0,8448.0,64.0,147286.0,18,147286.0,147671.0
C5782,C5787,flow,6.0,1241.0,N36941,305.0,25188.0,64.0,147286.0,7,147286.0,147590.0
C5787,C5782,flow,6.0,N36941,1241.0,381.0,155662.0,64.0,147286.0,10,147286.0,147590.0
C6157,C5720,flow,6.0,N3645,445.0,7749.0,401882.0,64.0,147286.0,6,147286.0,147650.0
C10,C2993,flow,6.0,139.0,N5552,1.0,46.0,0.0,147287.0,4,147287.0,147647.0
C1065,C4576,flow,6.0,389.0,N10766,11.0,5369.0,0.0,147287.0,3,147287.0,147331.0
C13680,C5720,flow,6.0,N10363,445.0,23.0,6174.0,0.0,147287.0,1,147287.0,
C20473,C2519,flow,6.0,N5079,445.0,1.0,52.0,0.0,147287.0,8,147287.0,147657.0
C2519,C20473,flow,6.0,445.0,N5079,1.0,46.0,0.0,147287.0,8,147287.0,147657.0
C2784,C467,flow,17.0,N18731,389.0,1.0,193.0,0.0,147287.0,7,147287.0,147509.0
C3468,C721,flow,6.0,445.0,N2937,1.0,46.0,0.0,147287.0,4,147287.0,147647.0
C457,C5760,flow,17.0,389.0,N43461,1.0,117.0,0.0,147287.0,14,147287.0,147647.0
C4576,C1065,flow,6.0,N10766,389.0,12.0,3007.0,0.0,147287.0,3,147287.0,147331.0
C467,C2784,flow,17.0,389.0,N18731,1.0,193.0,0.0,147287.0,7,147287.0,147509.0
C528,C8810,flow,17.0,389.0,N43459,1.0,193.0,0.0,147287.0,18,147287.0,147288.0
C5760,C457,flow,17.0,N43461,389.0,1.0,80.0,0.0,147287.0,14,147287.0,147647.0
C706,C3186,flow,6.0,80.0,N7428,4.0,511.0,0.0,147287.0,1,147287.0,
C721,C3468,flow,6.0,N2937,445.0,1.0,52.0,0.0,147287.0,4,147287.0,147647.0
C3186,C706,flow,6.0,N7428,80.0,7.0,2958.0,1.0,147287.0,2,147287.0,147377.0
C1205,C1685,flow,6.0,N7689,N105,6.0,1222.0,10.0,147287.0,1,147287.0,
C15072,C1707,flow,6.0,N15206,N105,6.0,1213.0,10.0,147287.0,1,147287.0,
C24449,C1707,flow,6.0,N2522,N105,3.0,144.0,10.0,147287.0,1,147287.0,
C2976,C1707,flow,6.0,N14869,N105,6.0,1127.0,10.0,147287.0,1,147287.0,
C528,C7363,flow,6.0,445.0,N15472,9.0,2359.0,14.0,147287.0,1,147287.0,
C3210,C586,flow,6.0,N15464,445.0,13.0,4225.0,16.0,147287.0,1,147287.0,
C586,C3210,flow,6.0,445.0,N15464,9.0,1653.0,16.0,147287.0,1,147287.0,
C2784,C4174,flow,17.0,137.0,137.0,6.0,468.0,25.0,147287.0,1,147287.0,
C4174,C2784,flow,17.0,137.0,137.0,6.0,534.0,25.0,147287.0,1,147287.0,
C9096,C5721,flow,6.0,N1256,445.0,4.0,278.0,35.0,147287.0,6,147287.0,147628.0
C1015,C13791,flow,6.0,N20,N4440,2.0,92.0,38.0,147287.0,11,147287.0,147665.0
C194,C4174,flow,17.0,137.0,137.0,8.0,624.0,56.0,147287.0,6,147287.0,147612.0
C4174,C194,flow,17.0,137.0,137.0,8.0,672.0,56.0,147287.0,7,147287.0,147612.0
C1685,C1205,flow,6.0,N105,N7689,4.0,2755.0,6.0,147287.0,1,147287.0,
C1707,C15072,flow,6.0,N105,N15206,4.0,2762.0,6.0,147287.0,1,147287.0,
C1707,C2976,flow,6.0,N105,N14869,4.0,2760.0,6.0,147287.0,1,147287.0,
C11545,C5721,flow,6.0,N410,445.0,43.0,16658.0,60.0,147287.0,12,147287.0,147639.0
C14858,C2588,flow,6.0,N1253,N74,3.0,138.0,60.0,147287.0,5,147287.0,147647.0
C15300,C2588,flow,6.0,N1677,N74,3.0,138.0,60.0,147287.0,5,147287.0,147647.0
C2588,C14858,flow,6.0,N74,N1253,3.0,138.0,60.0,147287.0,5,147287.0,147647.0
C3503,C5721,flow,6.0,N2144,445.0,616.0,45369.0,60.0,147287.0,6,147287.0,147666.0
C100,C5721,flow,6.0,N1869,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1000,C5721,flow,6.0,N3267,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1001,C5721,flow,6.0,N2587,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C10020,C5721,flow,6.0,N5389,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10024,C5721,flow,6.0,N1764,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10033,C5721,flow,6.0,N1487,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10047,C5721,flow,6.0,N1722,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10061,C5721,flow,6.0,N5538,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10136,C5721,flow,6.0,N1741,445.0,1.0,46.0,0.0,147288.0,6,147288.0,147673.0
C10150,C5721,flow,6.0,N5334,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10167,C5721,flow,6.0,N5353,445.0,1.0,46.0,0.0,147288.0,7,147288.0,147648.0
C1019,C5721,flow,6.0,N485,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1020,C5721,flow,6.0,N753,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10251,C5721,flow,6.0,N5435,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1027,C5721,flow,6.0,N5414,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10299,C5721,flow,6.0,N5445,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1032,C5721,flow,6.0,N5542,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10362,C5721,flow,6.0,N5502,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1037,C5721,flow,6.0,N5595,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1040,C5721,flow,6.0,N5413,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10412,C5721,flow,6.0,N1858,445.0,1.0,46.0,0.0,147288.0,9,147288.0,147648.0
C1044,C5721,flow,6.0,N5304,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10451,C5721,flow,6.0,N5581,445.0,1.0,46.0,0.0,147288.0,7,147288.0,147648.0
C10460,C5721,flow,6.0,N5498,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10480,C5721,flow,6.0,N5560,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10488,C5721,flow,6.0,N2888,445.0,1.0,46.0,0.0,147288.0,7,147288.0,147648.0
C1051,C5721,flow,6.0,N3397,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C10510,C5721,flow,6.0,N5500,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10559,C5721,flow,6.0,N5340,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10593,C5030,flow,6.0,N12800,443.0,2.0,92.0,0.0,147288.0,1,147288.0,
C10609,C5721,flow,6.0,N5523,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10612,C5721,flow,6.0,N5534,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1062,C5721,flow,6.0,N5462,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10632,C5721,flow,6.0,N920,445.0,1.0,46.0,0.0,147288.0,7,147288.0,147648.0
C1065,C1389,flow,17.0,389.0,N43463,1.0,193.0,0.0,147288.0,5,147288.0,147289.0
C1065,C14540,flow,17.0,389.0,N43458,1.0,193.0,0.0,147288.0,3,147288.0,147288.0
C1070,C5721,flow,6.0,N1711,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10719,C5721,flow,6.0,N4569,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10764,C5721,flow,6.0,N3499,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10786,C5721,flow,6.0,N5420,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10846,C5721,flow,6.0,N5589,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10909,C5721,flow,6.0,N5308,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147606.0
C10955,C5721,flow,6.0,N5428,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10962,C5721,flow,6.0,N1981,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10966,C5721,flow,6.0,N5456,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10974,C5721,flow,6.0,N5388,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C10988,C5721,flow,6.0,N5452,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11001,C5721,flow,6.0,N1062,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1101,C5721,flow,6.0,N3976,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11035,C5721,flow,6.0,N1823,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C1104,C5721,flow,6.0,N2430,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11049,C5721,flow,6.0,N5659,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C11065,C5721,flow,6.0,N5694,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11088,C5721,flow,6.0,N5357,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11116,C5721,flow,6.0,N5399,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1116,C5721,flow,6.0,N5537,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C112,C5721,flow,6.0,N5494,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11208,C5721,flow,6.0,N4280,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11246,C5721,flow,6.0,N3945,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11290,C5721,flow,6.0,N1926,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C1136,C5721,flow,6.0,N5367,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11392,C5721,flow,6.0,N5521,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11398,C5721,flow,6.0,N5440,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11421,C5721,flow,6.0,N1844,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11424,C5721,flow,6.0,N2108,445.0,1.0,52.0,0.0,147288.0,4,147288.0,147648.0
C11449,C5721,flow,6.0,N5347,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C11459,C5721,flow,6.0,N6342,445.0,1.0,46.0,0.0,147288.0,2,147288.0,147396.0
C11472,C5721,flow,6.0,N5387,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11481,C5721,flow,6.0,N5351,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C11501,C5721,flow,6.0,N152,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11609,C5721,flow,6.0,N3424,445.0,1.0,46.0,0.0,147288.0,10,147288.0,147648.0
C11625,C5721,flow,6.0,N5461,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11679,C5721,flow,6.0,N1217,445.0,1.0,46.0,0.0,147288.0,6,147288.0,147468.0
C117,C5721,flow,6.0,N5411,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11719,C5721,flow,6.0,N5580,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11741,C5721,flow,6.0,N2825,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
C11755,C5721,flow,6.0,N1534,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11770,C5721,flow,6.0,N5586,445.0,1.0,46.0,0.0,147288.0,7,147288.0,147648.0
C1178,C5721,flow,6.0,N5632,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11858,C5721,flow,6.0,N1687,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11870,C5721,flow,6.0,N2574,445.0,1.0,46.0,0.0,147288.0,4,147288.0,147648.0
C11881,C5721,flow,6.0,2989.0,445.0,1.0,46.0,0.0,147288.0,8,147288.0,147648.0
