src,dst,type,protocol,src_port,dst_port,pkt_count,byte_count,duration,time,weight,first_time,last_time
C1001,C5721,flow,6.0,N2587,445.0,1.0,46.0,0.0,147288.0,2118,147288.0,1232405.0
C10020,C5721,flow,6.0,N5389,445.0,1.0,46.0,0.0,147288.0,2038,147288.0,1258839.0
C10024,C5721,flow,6.0,N1764,445.0,1.0,46.0,0.0,147288.0,1262,147288.0,1258899.0
C10033,C5721,flow,6.0,N1487,445.0,1.0,46.0,0.0,147288.0,1363,147288.0,1256603.0
C10047,C5721,flow,6.0,N1722,445.0,1.0,46.0,0.0,147288.0,1451,147288.0,1258839.0
C10061,C5721,flow,6.0,N5538,445.0,1.0,46.0,0.0,147288.0,730,147288.0,1258692.0
C10136,C5721,flow,6.0,N1741,445.0,1.0,46.0,0.0,147288.0,2838,147288.0,1258839.0
C10150,C5721,flow,6.0,N5334,445.0,1.0,46.0,0.0,147288.0,1484,147288.0,1255179.0
C10167,C5721,flow,6.0,N5353,445.0,1.0,46.0,0.0,147288.0,2224,147288.0,1258899.0
C1019,C5721,flow,6.0,N485,445.0,1.0,46.0,0.0,147288.0,2223,147288.0,1258899.0
C1020,C5721,flow,6.0,N753,445.0,1.0,46.0,0.0,147288.0,2736,147288.0,1258839.0
C10251,C5721,flow,6.0,N5435,445.0,1.0,46.0,0.0,147288.0,2103,147288.0,1258839.0
C1027,C5721,flow,6.0,N5414,445.0,1.0,46.0,0.0,147288.0,1947,147288.0,1258899.0
C10299,C5721,flow,6.0,N5445,445.0,1.0,46.0,0.0,147288.0,2526,147288.0,1258899.0
C1032,C5721,flow,6.0,N5542,445.0,1.0,46.0,0.0,147288.0,1769,147288.0,1173805.0
C10362,C5721,flow,6.0,N5502,445.0,1.0,46.0,0.0,147288.0,94,147288.0,1174554.0
C1037,C5721,flow,6.0,N5595,445.0,1.0,46.0,0.0,147288.0,1754,147288.0,1238346.0
C1040,C5721,flow,6.0,N5413,445.0,1.0,46.0,0.0,147288.0,1949,147288.0,1234750.0
C10412,C5721,flow,6.0,N1858,445.0,1.0,46.0,0.0,147288.0,5320,147288.0,1258888.0
C1044,C5721,flow,6.0,N5304,445.0,1.0,46.0,0.0,147288.0,2149,147288.0,1258899.0
C10451,C5721,flow,6.0,N5581,445.0,1.0,46.0,0.0,147288.0,4047,147288.0,1258839.0
C10460,C5721,flow,6.0,N5498,445.0,1.0,46.0,0.0,147288.0,1222,147288.0,1178066.0
C10480,C5721,flow,6.0,N5560,445.0,1.0,46.0,0.0,147288.0,2115,147288.0,1258899.0
C10488,C5721,flow,6.0,N2888,445.0,1.0,46.0,0.0,147288.0,2210,147288.0,1258569.0
C1051,C5721,flow,6.0,N3397,445.0,1.0,46.0,0.0,147288.0,3745,147288.0,1258508.0
C10510,C5721,flow,6.0,N5500,445.0,1.0,46.0,0.0,147288.0,2018,147288.0,1258899.0
C10559,C5721,flow,6.0,N5340,445.0,1.0,46.0,0.0,147288.0,1533,147288.0,1258857.0
C10593,C5030,flow,6.0,N12800,443.0,2.0,92.0,0.0,147288.0,45,147288.0,493662.0
C10609,C5721,flow,6.0,N5523,445.0,1.0,46.0,0.0,147288.0,2526,147288.0,1258839.0
C10612,C5721,flow,6.0,N5534,445.0,1.0,46.0,0.0,147288.0,2188,147288.0,1258899.0
C1062,C5721,flow,6.0,N5462,445.0,1.0,46.0,0.0,147288.0,519,147288.0,1250616.0
C10632,C5721,flow,6.0,N920,445.0,1.0,46.0,0.0,147288.0,4814,147288.0,1258899.0
C1065,C1389,flow,17.0,389.0,N43463,1.0,193.0,0.0,147288.0,218,147288.0,494495.0
C1065,C14540,flow,17.0,389.0,N43458,1.0,193.0,0.0,147288.0,504,147288.0,1935273.0
C1070,C5721,flow,6.0,N1711,445.0,1.0,46.0,0.0,147288.0,445,147288.0,1257455.0
C10719,C5721,flow,6.0,N4569,445.0,1.0,46.0,0.0,147288.0,356,147288.0,1255811.0
C10764,C5721,flow,6.0,N3499,445.0,1.0,46.0,0.0,147288.0,1825,147288.0,1246390.0
C10786,C5721,flow,6.0,N5420,445.0,1.0,46.0,0.0,147288.0,764,147288.0,1235098.0
C10846,C5721,flow,6.0,N5589,445.0,1.0,46.0,0.0,147288.0,3462,147288.0,1232239.0
C10909,C5721,flow,6.0,N5308,445.0,1.0,46.0,0.0,147288.0,1108,147288.0,1258839.0
C10955,C5721,flow,6.0,N5428,445.0,1.0,46.0,0.0,147288.0,1947,147288.0,1178066.0
C10962,C5721,flow,6.0,N1981,445.0,1.0,46.0,0.0,147288.0,3703,147288.0,1258899.0
C10966,C5721,flow,6.0,N5456,445.0,1.0,46.0,0.0,147288.0,1034,147288.0,1234347.0
C10974,C5721,flow,6.0,N5388,445.0,1.0,46.0,0.0,147288.0,2144,147288.0,1258881.0
C10988,C5721,flow,6.0,N5452,445.0,1.0,46.0,0.0,147288.0,1358,147288.0,1258899.0
C11001,C5721,flow,6.0,N1062,445.0,1.0,46.0,0.0,147288.0,1358,147288.0,1236653.0
C1101,C5721,flow,6.0,N3976,445.0,1.0,46.0,0.0,147288.0,1678,147288.0,1237904.0
C11035,C5721,flow,6.0,N1823,445.0,1.0,46.0,0.0,147288.0,3830,147288.0,1258839.0
C1104,C5721,flow,6.0,N2430,445.0,1.0,46.0,0.0,147288.0,2198,147288.0,1258839.0
C11049,C5721,flow,6.0,N5659,445.0,1.0,46.0,0.0,147288.0,3995,147288.0,1258944.0
C11065,C5721,flow,6.0,N5694,445.0,1.0,46.0,0.0,147288.0,1353,147288.0,1236125.0
C11088,C5721,flow,6.0,N5357,445.0,1.0,46.0,0.0,147288.0,1758,147288.0,1164606.0
C11116,C5721,flow,6.0,N5399,445.0,1.0,46.0,0.0,147288.0,1950,147288.0,1258915.0
C1116,C5721,flow,6.0,N5537,445.0,1.0,46.0,0.0,147288.0,3898,147288.0,1233265.0
C112,C5721,flow,6.0,N5494,445.0,1.0,46.0,0.0,147288.0,1865,147288.0,1258899.0
C11208,C5721,flow,6.0,N4280,445.0,1.0,46.0,0.0,147288.0,1396,147288.0,1236699.0
C11246,C5721,flow,6.0,N3945,445.0,1.0,46.0,0.0,147288.0,1404,147288.0,1258839.0
C11290,C5721,flow,6.0,N1926,445.0,1.0,46.0,0.0,147288.0,1701,147288.0,1246608.0
C1136,C5721,flow,6.0,N5367,445.0,1.0,46.0,0.0,147288.0,1941,147288.0,1239014.0
C11392,C5721,flow,6.0,N5521,445.0,1.0,46.0,0.0,147288.0,1202,147288.0,1151935.0
C11398,C5721,flow,6.0,N5440,445.0,1.0,46.0,0.0,147288.0,1549,147288.0,1258899.0
C11421,C5721,flow,6.0,N1844,445.0,1.0,46.0,0.0,147288.0,2195,147288.0,1258839.0
C11424,C5721,flow,6.0,N2108,445.0,1.0,52.0,0.0,147288.0,1355,147288.0,1258898.0
C11449,C5721,flow,6.0,N5347,445.0,1.0,46.0,0.0,147288.0,2290,147288.0,1258839.0
C11459,C5721,flow,6.0,N6342,445.0,1.0,46.0,0.0,147288.0,1506,147288.0,1258899.0
C11472,C5721,flow,6.0,N5387,445.0,1.0,46.0,0.0,147288.0,2000,147288.0,1232603.0
C11481,C5721,flow,6.0,N5351,445.0,1.0,46.0,0.0,147288.0,4154,147288.0,1258899.0
C11501,C5721,flow,6.0,N152,445.0,1.0,46.0,0.0,147288.0,2147,147288.0,1258830.0
C11609,C5721,flow,6.0,N3424,445.0,1.0,46.0,0.0,147288.0,3271,147288.0,1258899.0
